Year,Ticker,Environmental Disclosure Score,GHG Scope 1,Total Energy Consumption,Change_in_EDS,Change_in_GHG,Change_in_TEC,Company,Total_Assets,Net_Income,Total_Sales,Change_in_Sales,Change_in_Assets,Change_in_NI,ROA,Profit_Margin,Annual_Stock_Return,Ratio of GHG Emissions to Total Assets,Ratio of GHG Emissions to Total Sales,Ratio of Total Energy Consumption to Total Assets,Ratio of Total Energy Consumption to Total Sales,Profitable,Logarithm_Total_Assets,Logarithm_Total_Sales
2019,CVX,48.8,60000.0,261944.0,0.0,-9.090909090909093,-3.083491812134176,CHEVRON CORP,237428.0,2924.0,139865.0,-11.980340083825247,-6.47396430358107,-80.27522935779817,1.2315312431558199,2.0905873520895146,-5.007354333375114,252.7081894300588,428.98509276802633,1103.256566201122,1872.8345190004648,True,12.377619698600451,11.84843295065459
2005,D,,,,,,,DOMINION ENERGY INC,52660.0,1049.0,18041.0,0.0,0.0,0.0,1.992024306874288,5.814533562441106,,,,,,True,10.871611433050301,9.800402224452803
2006,D,,,,,,,DOMINION ENERGY INC,49269.0,1396.0,16482.0,-8.641427858766148,-6.439422711735665,33.07912297426121,2.833424668655747,8.469845892488776,,,,,,True,10.805050359005671,9.710024155323328
2007,D,15.9,,,,,,DOMINION ENERGY INC,39123.0,2555.0,15674.0,-4.90231767989322,-20.593070693539552,83.02292263610316,6.530685274646627,16.300880438943473,,,,,,True,10.574465808325012,9.65975856761281
2008,D,26.2,,,64.77987421383646,,,DOMINION ENERGY INC,42053.0,1851.0,16290.0,3.930075283909651,7.489200725915701,-27.553816046966727,4.401588471690486,11.36279926335175,,,,,,True,10.646686006494784,9.69830670159609
2009,D,29.7,,,13.358778625954205,,,DOMINION ENERGY INC,42554.0,1287.0,15131.0,-7.114794352363418,1.191353767864367,-30.47001620745543,3.024392536541806,8.50571674046659,,,,,,True,10.658529136633662,9.62450089845157
2010,D,29.7,,,0.0,,,DOMINION ENERGY INC,42817.0,2808.0,15197.0,0.43619060207520377,0.6180382572731125,118.18181818181816,6.558142793750147,18.477331052181352,,,,,,True,10.664690498970018,9.628853318933604
2011,D,31.7,,,6.734006734006726,,,DOMINION ENERGY INC,45614.0,1408.0,14379.0,-5.382641310785019,6.532452063432759,-49.857549857549856,3.086771605208927,9.792057862160094,,,,,,True,10.727969965926095,9.57352408782774
2012,D,31.7,,,0.0,,,DOMINION ENERGY INC,46838.0,302.0,13093.0,-8.94359830308088,2.68338667952821,-78.55113636363636,0.6447756095478031,2.30657603299473,,,,,,True,10.754450118251796,9.479833015227753
2013,D,34.5,,,8.83280757097793,,,DOMINION ENERGY INC,50096.0,1697.0,13120.0,0.20621706255250505,6.955890516247498,461.9205298013245,3.3874960076652827,12.934451219512194,12.634441553107422,,,,,True,10.821696443566188,9.48189306249808
2014,D,35.2,,,2.0289855072463947,,,DOMINION ENERGY INC,54327.0,1310.0,12436.0,-5.213414634146341,8.445784094538489,-22.80494991160872,2.4113240193642205,10.533933740752653,30.47446654026682,,,,,True,10.902776619909453,9.428350771178645
2015,D,42.8,46340.7,,21.590909090909083,,,DOMINION ENERGY INC,58797.0,1899.0,11683.0,-6.055001608234156,8.227952951571037,44.9618320610687,3.2297566202357264,16.25438671574082,17.146558179984538,788.1473544568601,3966.5068903535052,,,True,10.981846112176969,9.365890072717148
2016,D,44.8,48117.3,,4.672897196261672,3.833778945937394,,DOMINION ENERGY INC,71610.0,2123.0,11737.0,0.46221004878883587,21.791928159599983,11.795681937862025,2.964669738863287,18.088097469540767,-2.6400334264828573,671.9354838709677,4099.62511715089,,,True,11.178990008000985,9.370501524100124
2017,D,60.0,41649.5,133547.0,33.928571428571445,-13.441735093199336,,DOMINION ENERGY INC,76585.0,2999.0,12586.0,7.233534974865807,6.947353721547267,41.262364578426755,3.9159104263236926,23.828062927061815,9.83433579714057,543.8336488868578,3309.192753853488,1743.7748906443821,10610.757985062768,True,11.246156514098654,9.440340364086879
2018,D,60.0,39408.1,133547.0,0.0,-5.381577209810451,0.0,DOMINION ENERGY INC,77914.0,2447.0,13581.0,7.905609407277936,1.7353267611150969,-18.40613537845949,3.1406422465795623,18.017819011854797,4.069838511470714,505.78971686731524,2901.708268905088,1714.0308545319199,9833.370149473529,True,11.263360933298218,9.516427036104067
2019,D,60.0,31890.8,172491.0,0.0,-19.075520007308143,29.161269066321218,DOMINION ENERGY INC,103823.0,1358.0,16572.0,22.023415065164563,33.25333059527171,-44.5034736411933,1.3079953382198548,8.194545015689114,-3.679067202195041,307.1650790287316,1924.3784697079411,1661.394873968196,10408.580738595221,True,11.550442805130176,9.715469803197292
2005,DTE,,,,,,,DTE ENERGY CO,23335.0,537.0,9022.0,0.0,0.0,0.0,2.3012641954146136,5.952117047217912,,,,,,True,10.057709658383915,9.107421317968342
2006,DTE,,,,,,,DTE ENERGY CO,23785.0,433.0,9022.0,0.0,1.9284336833083282,-19.36685288640596,1.8204750893420223,4.799379295056529,,,,,,True,10.076810408866383,9.107421317968342
2007,DTE,12.4,43600.0,,,,,DTE ENERGY CO,23754.0,971.0,8506.0,-5.719352693416091,-0.13033424427160156,124.24942263279446,4.087732592405489,11.415471431930403,,1835.4803401532374,5125.7935574888315,,,True,10.075506216334185,9.04852707581358
2008,DTE,8.3,41800.0,,-33.06451612903225,-4.128440366972475,,DTE ENERGY CO,24590.0,546.0,9329.0,9.675523160122257,3.5194072577250157,-43.76930998970134,2.220414802765352,5.852717333047487,,1699.8779991866613,4480.651731160896,,,True,10.110095135210239,9.140883106960962
2009,DTE,13.8,,,66.26506024096386,0.0,,DTE ENERGY CO,24195.0,532.0,8014.0,-14.095830206881764,-1.606344042293617,-2.564102564102566,2.1988014052490183,6.638382830047417,,,,,,True,10.093901279227419,8.98894529119609
2010,DTE,30.3,39920.0,,119.56521739130434,-4.497607655502389,,DTE ENERGY CO,24896.0,630.0,8557.0,6.775642625405531,2.89729282909692,18.421052631578938,2.5305269922879177,7.3623933621596365,,1603.4704370179948,4665.186397101788,,,True,10.122462426978117,9.054504940418054
2011,DTE,30.3,,,0.0,0.0,,DTE ENERGY CO,26009.0,711.0,8897.0,3.9733551478321916,4.470597686375322,12.857142857142856,2.7336691145372756,7.99145779476228,,,,,,True,10.166197910952352,9.093469420244768
2012,DTE,30.3,,,0.0,0.0,,DTE ENERGY CO,26339.0,610.0,8791.0,-1.1914128357873421,1.268791572148098,-14.205344585091417,2.3159573256387866,6.938914799226481,,,,,,True,10.178806009504447,9.081483749851179
2013,DTE,39.4,,,30.03300330033003,0.0,,DTE ENERGY CO,25935.0,661.0,9661.0,9.896485041519743,-1.5338471468165027,8.360655737704924,2.548679390784654,6.841941827968119,24.00371205829177,,,,,True,10.1633486867855,9.17585244151751
2014,DTE,47.6,35600.0,118000.0,20.812182741116757,-10.821643286573146,,DTE ENERGY CO,27974.0,905.0,12301.0,27.32636373046269,7.861962598804695,36.913767019667176,3.235146922141989,7.357125436956345,12.0467754928409,1272.6102809751912,2894.073652548573,4218.202616715522,9592.716039346395,True,10.23903078633925,9.417435838868785
2015,DTE,47.6,33900.0,103673.0,0.0,-4.7752808988763995,-12.141525423728815,DTE ENERGY CO,28737.0,727.0,10337.0,-15.966181611251118,2.727532708944014,-19.66850828729282,2.5298395796360094,7.032988294476154,36.18102045366778,1179.663848000835,3279.4814743155653,3607.648675923026,10029.312179549192,True,10.265940770051001,9.243484970568485
2016,DTE,55.9,32000.0,93087.0,17.43697478991595,-5.604719764011801,-10.210951742498043,DTE ENERGY CO,32041.0,868.0,10630.0,2.8344780884202336,11.497372725058286,19.39477303988997,2.709029056521332,8.165569143932268,-1.6497475002854145,998.7203895009519,3010.348071495767,2905.2464030460974,8757.008466603951,True,10.37477161168151,9.271435471335993
2017,DTE,58.6,31857.0,102600.0,4.830053667262968,-0.44687500000000213,10.21947210673886,DTE ENERGY CO,33767.0,1134.0,12607.0,18.598306679209784,5.386848100870756,30.645161290322577,3.3583084076169043,8.995002776235426,19.91566720688054,943.4358989546007,2526.929483620211,3038.4695116533894,8138.335845165384,True,10.427239273188253,9.44200749423127
2018,DTE,64.8,34246.0,108380.0,10.580204778156999,7.49913676742946,5.633528265107213,DTE ENERGY CO,36288.0,1120.0,14212.0,12.73102244784643,7.465869043740936,-1.2345679012345734,3.0864197530864197,7.880664227413453,10.445775051197659,943.7279541446209,2409.6538136785816,2986.662257495591,7625.949901491697,True,10.499242387087424,9.561841957140917
2019,DTE,60.7,30714.0,108308.0,-6.327160493827155,-10.313613268702914,-0.06643292120317446,DTE ENERGY CO,41882.0,1169.0,12669.0,-10.857022234731218,15.415564373897706,4.374999999999996,2.791175206532639,9.227247612281948,15.268682555566237,733.3460675230409,2424.342884205541,2586.0274103433458,8549.05675270345,True,10.642611419336097,9.446913343602054
2005,DUK,,,,,,,DUKE ENERGY CORP,54723.0,1824.0,16746.0,0.0,0.0,0.0,3.3331505948138807,10.892153350053745,,,,,,True,10.910039375355025,9.725914702764378
2006,DUK,22.8,,,,,,DUKE ENERGY CORP,68700.0,1863.0,15184.0,-9.32760062104383,25.54136286387807,2.1381578947368363,2.7117903930131004,12.269494204425712,,,,,,True,11.13750447821044,9.627997520849709
2007,DUK,31.7,,342779.0,39.03508771929825,,,DUKE ENERGY CORP,49704.0,1500.0,12720.0,-16.22760800842993,-27.65065502183406,-19.484702093397743,3.017865765330758,11.79245283018868,,,,6896.406727828747,26948.03459119497,True,10.813840691743529,9.450930836894113
2008,DUK,41.4,,327939.0,30.59936908517349,,-4.3293200575297845,DUKE ENERGY CORP,53077.0,1362.0,13207.0,3.828616352201264,6.786174150973756,-9.199999999999998,2.5660832375605254,10.312712955251003,,,,6178.551915142152,24830.6958431135,True,10.879498968386217,9.488502271043805
2009,DUK,53.8,,406069.0,29.951690821256037,,23.82455273694193,DUKE ENERGY CORP,57040.0,1075.0,12731.0,-3.604149314757321,7.466510918100111,-21.071953010279,1.8846423562412344,8.44395569868824,,,,7119.021739130435,31896.080433587307,True,10.951508055088178,9.451795243061646
2010,DUK,56.6,,425409.0,5.204460966542768,,4.7627373672947115,DUKE ENERGY CORP,59090.0,1320.0,14272.0,12.104312308538212,3.5939691444600186,22.790697674418613,2.233880521238788,9.248878923766817,,,,7199.3399898459975,29807.24495515695,True,10.98681698433972,9.566054854819791
2011,DUK,57.9,143835.0,449849.0,2.29681978798586,,5.745059460425139,DUKE ENERGY CORP,62526.0,1706.0,14529.0,1.8007286995515681,5.814858690133695,29.24242424242425,2.7284649585772316,11.742033175029253,,2300.4030323385473,9899.855461490812,7194.591050123149,30962.144676164913,True,11.043337749220482,9.583901931071338
2012,DUK,59.3,135939.0,456003.0,2.4179620034542326,-5.489623526957976,1.3680146004548144,DUKE ENERGY CORP,113856.0,1768.0,19624.0,35.06779544359557,82.09384895883312,3.6342321219226204,1.5528386734120292,9.009376273950265,,1193.9555227655987,6927.181002853648,4005.085370994941,23237.005707297187,True,11.642689771025507,9.884508585938326
2013,DUK,65.5,124472.0,416088.0,10.455311973018544,-8.435401172584767,-8.753231886632328,DUKE ENERGY CORP,114779.0,2665.0,24549.0,25.096820220138618,0.8106731309724502,50.73529411764706,2.3218533006908926,10.855839341724714,12.69681433901626,1084.449245942202,5070.349097722921,3625.123062581134,16949.28510326286,True,11.650763819305181,10.10842639919549
2014,DUK,57.9,125893.0,460691.0,-11.603053435114507,1.1416222122244468,10.719607390744269,DUKE ENERGY CORP,120709.0,1883.0,23930.0,-2.521487636970954,5.166450308854409,-29.343339587242024,1.5599499623060418,7.868783953196824,7.329159887964698,1042.9462591853135,5260.885917258671,3816.5422627973057,19251.608859172586,True,11.70113796934307,10.082888180902419
2015,DUK,62.8,101131.0,374656.0,8.462867012089802,-19.669084063450704,-18.675207460097987,DUKE ENERGY CORP,121156.0,2816.0,23459.0,-1.9682407020476411,0.37031207283633183,49.548592671269255,2.324276139852752,12.003921735794364,28.788622734395375,834.7172240747466,4310.968071955326,3092.3437551586385,15970.67223666823,True,11.704834250400088,10.063009495553013
2016,DUK,55.2,98115.6,355868.0,-12.101910828025463,-2.9816772305227834,-5.014733515544922,DUKE ENERGY CORP,132761.0,2152.0,22754.0,-3.005243190246809,9.578559873221293,-23.57954545454546,1.6209579620521088,9.457677770941372,-9.773122489985141,739.0393263081778,4312.015469807507,2680.516115425464,15639.799595675486,True,11.796305798194817,10.032496233099662
2017,DUK,53.8,96543.4,341500.0,-2.5362318840579823,-1.602395541585655,-4.037452088976812,DUKE ENERGY CORP,137914.0,3059.0,23565.0,3.564208490814802,3.8814109565309174,42.14684014869889,2.2180489290427365,12.98111606195629,8.820733956297854,700.0261032237481,4096.897941862932,2476.180808329829,14491.831105453002,True,11.834385581470938,10.067517839357832
2018,DUK,57.9,96547.1,380260.0,7.620817843866168,0.0038324732710925957,11.349926793557842,DUKE ENERGY CORP,145392.0,2666.0,24521.0,4.05686399321028,5.422219644126058,-12.847335730630927,1.8336634752943768,10.872313527180784,4.186936362846283,664.0468526466381,3937.3231108029854,2615.412127214702,15507.52416296236,True,11.887188821935128,10.1072851722528
2019,DUK,58.6,85517.5,334020.0,1.2089810017271274,-11.424061416655707,-12.16010098353758,DUKE ENERGY CORP,158838.0,3748.0,25079.0,2.2756005056890016,9.248101683724009,40.585146286571636,2.359636862715471,14.944774512540373,17.066128139393655,538.3944648006145,3409.924638143467,2102.8972915801005,13318.712867339209,True,11.975640093879088,10.129786121543638
2005,DVN,,,,,,,DEVON ENERGY CORP,30273.0,2930.0,10741.0,0.0,0.0,0.0,9.678591484160803,27.27865189460944,,,,,,True,10.318011505132638,9.281823473598047
2006,DVN,,,,,,,DEVON ENERGY CORP,35063.0,2846.0,10578.0,-1.517549576389532,15.822680276153678,-2.866894197952219,8.116818298491287,26.904896955946306,,,,,,True,10.46490172241293,9.266531651625925
2007,DVN,9.9,3680.0,,,,,DEVON ENERGY CORP,41456.0,3606.0,11362.0,7.411608999810926,18.232895074580036,26.704146170063247,8.698379004245465,31.737370181306108,,88.76881512929371,323.88663967611336,,,True,10.632387902801891,9.338029733117072
2008,DVN,9.9,3680.0,,0.0,0.0,,DEVON ENERGY CORP,31908.0,-2148.0,15211.0,33.876078155254355,-23.03164801235045,-159.56738768718802,-6.731854080481384,-14.121359542436396,,115.33157828757679,241.93018210505556,,,False,10.37061204103102,9.629774129311743
2009,DVN,4.1,,,-58.58585858585859,0.0,,DEVON ENERGY CORP,29686.0,-2479.0,8015.0,-47.30786930510814,-6.96377084116836,15.409683426443198,-8.350737721484874,-30.92950717404866,,,,,,False,10.29843083318471,8.989070065043654
2010,DVN,4.1,,,0.0,0.0,,DEVON ENERGY CORP,32927.0,4550.0,9940.0,24.017467248908297,10.917604257899338,-283.5417507059298,13.81844686731254,45.774647887323944,,,,,,True,10.402048268882046,9.20432229965062
2011,DVN,19.0,7232.9,,363.41463414634154,96.5461956521739,,DEVON ENERGY CORP,41117.0,4704.0,11454.0,15.231388329979879,24.873204361162582,3.384615384615386,11.440523384488168,41.06862231534835,,175.9102074567697,631.4737209708398,,,True,10.624176940269097,9.346094292953802
2012,DVN,19.0,7596.7,,0.0,5.029794411646793,,DEVON ENERGY CORP,43326.0,-206.0,9502.0,-17.042081368954076,5.372473672690137,-104.37925170068027,-0.4754650787056271,-2.1679646390233636,,175.33813414577853,799.4843190907177,,,False,10.676508195679236,9.159257581746866
2013,DVN,19.0,7644.6,,0.0,0.6305369436729213,,DEVON ENERGY CORP,42877.0,-20.0,10397.0,9.419069669543244,-1.0363292249457645,-90.29126213592234,-0.04664505445810108,-0.1923631816870251,-9.16344439894462,178.29139165519976,735.269789362316,,,False,10.666090830610614,9.249272581977971
2014,DVN,24.0,5925.4,10223.4,26.315789473684205,-22.48907725714885,,DEVON ENERGY CORP,50637.0,1607.0,19566.0,88.18890064441666,18.09828112974321,-8134.999999999999,3.173568734324703,8.213227026474497,5.109739539242941,117.01720086103047,302.84166411121333,201.895846910362,522.5084329960135,True,10.832437813357037,9.881548645017373
2015,DVN,26.5,6065.8,11278.2,10.416666666666675,2.369460289600722,10.317506895944618,DEVON ENERGY CORP,29532.0,-14454.0,13145.0,-32.81713175917408,-41.679009419989335,-999.4399502177972,-48.94351889475823,-109.9581589958159,3.236606214122606,205.3975348774211,461.4530239634842,381.89760260056886,857.984024343857,False,10.293229700179056,9.483796737163981
2016,DVN,28.9,5381.1,18165.9,9.056603773584904,-11.28787629001945,61.070915571633776,DEVON ENERGY CORP,25913.0,-3302.0,10304.0,-21.61278052491442,-12.254503589326838,-77.15511277155113,-12.742638829930922,-32.045807453416145,-52.735863607560795,207.66024775209354,522.2340838509317,701.0342299232045,1762.994953416149,False,10.16250005226458,9.240287448344136
2017,DVN,36.4,5368.9,26062.3,25.951557093425603,-0.22671944397987254,43.46825645852943,DEVON ENERGY CORP,30241.0,898.0,13949.0,35.37461180124224,16.702041446378256,-127.19563900666265,2.9694785225356304,6.437737472220231,65.70611720444208,177.5371184815317,384.89497455014697,861.8200456334116,1868.3991683991685,True,10.316953898529778,9.543163100092235
2018,DVN,36.4,5647.5,21533.4,0.0,5.189144890014719,-17.377207690802422,DEVON ENERGY CORP,19566.0,3064.0,10734.0,-23.048247186178216,-35.2997586058662,241.2026726057906,15.659818051722377,28.544810881311722,-8.546617538753875,288.63845446182154,526.1319172722191,1100.5519779208832,2006.0927892677473,True,9.881548645017373,9.281171552736774
2019,DVN,36.4,2610.0,8295.6,0.0,-53.78486055776892,-61.475661066064816,DEVON ENERGY CORP,13717.0,-355.0,6220.0,-42.05328861561394,-29.893693141163247,-111.58616187989556,-2.5880294525041916,-5.707395498392283,-35.02771505719472,190.27484143763215,419.61414790996787,604.7678063716556,1333.6977491961416,False,9.526391218478407,8.735525185733225
2005,ED,,,,,,,CONSOLIDATED EDISON INC,24850.0,730.0,11690.0,0.0,0.0,0.0,2.937625754527163,6.244653550042772,,,,,,True,10.120613031524774,9.366489054466115
2006,ED,17.9,,,,,,CONSOLIDATED EDISON INC,26699.0,748.0,12137.0,3.8237810094097435,7.440643863179064,2.465753424657535,2.801603056294243,6.162972728021752,,,,,,True,10.192381390503432,9.404013917106361
2007,ED,6.2,,,-65.36312849162012,,,CONSOLIDATED EDISON INC,28343.0,940.0,13120.0,8.099200790969752,6.15753399003709,25.668449197860955,3.3165155417563414,7.164634146341463,,,,,,True,10.252135365087474,9.48189306249808
2008,ED,6.2,,,0.0,,,CONSOLIDATED EDISON INC,33498.0,1207.0,13583.0,3.5289634146341564,18.187912359312698,28.40425531914894,3.603200191056182,8.88610763454318,,,,,,True,10.419241014538416,9.51657428982249
2009,ED,27.6,3735.6,,345.16129032258067,,,CONSOLIDATED EDISON INC,33873.0,879.0,13032.0,-4.056541264816316,1.119469819093677,-27.1748135874068,2.5949871579133825,6.744935543278084,,110.28252590558853,286.64825046040517,,,True,10.430373515848633,9.475163150281881
2010,ED,44.1,3265.2,21148.9,59.78260869565217,-12.59235464182461,,CONSOLIDATED EDISON INC,36146.0,1003.0,13325.0,2.2483118477593544,6.710359283204914,14.106939704209331,2.7748575222707905,7.52720450281426,,90.33364687655619,245.04315196998124,585.0965528689205,1587.1594746716698,True,10.495321571395584,9.497397249034046
2011,ED,51.0,3370.5,18962.8,15.646258503401356,3.2249173098125805,-10.336707819319212,CONSOLIDATED EDISON INC,39214.0,1062.0,12938.0,-2.9043151969981196,8.487799479887116,5.882352941176472,2.708216453307492,8.208378420157675,,85.95144591217422,260.5116710465296,483.572193604325,1465.6670273612615,True,10.576789104875367,9.46792399660393
2012,ED,57.9,3314.4,14650.6,13.529411764705879,-1.6644414775255911,-22.74031261206151,CONSOLIDATED EDISON INC,41209.0,1141.0,12188.0,-5.796877415365587,5.087468761156733,7.43879472693032,2.7688126380159677,9.361667213652773,,80.42903249290204,271.93961273383655,355.5194253682448,1202.0511978995733,True,10.626411958083574,9.408207140105599
2013,ED,62.8,3361.5,15276.8,8.462867012089802,1.4210716871831952,4.274227676682174,CONSOLIDATED EDISON INC,40647.0,1062.0,12354.0,1.361995405316696,-1.3637797568492371,-6.923751095530239,2.6127389475238023,8.596406022340943,0.4845842122356281,82.69983024577459,272.0981058766391,375.8407754569833,1236.5873401327506,True,10.612680311514541,9.421735176255844
2014,ED,62.8,3157.2,14390.2,0.0,-6.07764390896921,-5.803571428571419,CONSOLIDATED EDISON INC,44308.0,1092.0,12919.0,4.573417516593814,9.00681477107781,2.824858757062154,2.464566218290151,8.452666615063086,-0.27231878449111013,71.25575516836689,244.38424026627447,324.7765640516385,1113.8787831875532,True,10.698920526636824,9.466454374960302
2015,ED,59.3,3137.1,14467.5,-5.573248407643316,-0.636640060813376,0.5371711303525872,CONSOLIDATED EDISON INC,45642.0,1193.0,12554.0,-2.8252960755476453,3.0107429809515196,9.249084249084238,2.613820603829806,9.50294726780309,33.07690508215772,68.73274615485737,249.888481758802,316.97778362034967,1152.4215389517285,True,10.728583624225356,9.437794618877478
2016,ED,44.1,3093.0,,-25.632377740303536,-1.405756909247391,0.0,CONSOLIDATED EDISON INC,48255.0,1245.0,12075.0,-3.8155169667038358,5.724990140659925,4.358759430008385,2.5800435188063413,10.31055900621118,4.334352504426819,64.09698476841778,256.14906832298135,,,True,10.784254728341237,9.398892478520773
2017,ED,37.2,3015.0,,-15.646258503401356,-2.521823472356932,0.0,CONSOLIDATED EDISON INC,48111.0,1525.0,12033.0,-0.3478260869565264,-0.2984146720547143,22.48995983935742,3.169753278875933,12.673481259868694,11.124387854130923,62.667581218432375,250.5609573672401,,,True,10.781266120176918,9.395408154438163
2018,ED,37.2,3068.0,,0.0,1.7578772802653297,0.0,CONSOLIDATED EDISON INC,53920.0,1382.0,12337.0,2.526385772459072,12.074161834092001,-9.377049180327868,2.5630563798219588,11.202075058766313,11.838442323247067,56.89910979228487,248.6828240252898,,,True,10.895256745586188,9.420358156071465
2019,ED,40.0,2907.0,,7.526881720430101,-5.2477183833116055,0.0,CONSOLIDATED EDISON INC,58079.0,1343.0,12574.0,1.9210504985004428,7.713278931750733,-2.821997105643992,2.312367637183836,10.680769842532209,0.24885674966999005,50.052514678283025,231.19134722443135,,,True,10.969559431719599,9.439386468943006
2005,EIX,,,,,,,EDISON INTERNATIONAL,34791.0,1161.0,11852.0,0.0,0.0,0.0,3.337069931878934,9.795815052311847,,,,,,True,10.457114011624814,9.380251908693456
2006,EIX,,,,,,,EDISON INTERNATIONAL,36261.0,1232.0,12622.0,6.496793790077615,4.225230663102519,6.115417743324714,3.3975896969195554,9.760735224211693,,,,,,True,10.498498062527567,9.443196602144186
2007,EIX,7.6,,,,,,EDISON INTERNATIONAL,37562.0,1149.0,13113.0,3.8900332752337174,3.5878767822178137,-6.737012987012991,3.0589425483201107,8.762296957218028,,,,,,True,10.533748180040883,9.481359383531425
2008,EIX,7.6,,,0.0,,,EDISON INTERNATIONAL,44615.0,1266.0,14112.0,7.618393960192171,18.776955433682986,10.182767624020883,2.837610669057492,8.97108843537415,,,,,,True,10.705825404334252,9.554780778246572
2009,EIX,7.6,,,0.0,,,EDISON INTERNATIONAL,41444.0,900.0,12361.0,-12.407879818594104,-7.107475064440205,-28.90995260663507,2.1716050574268895,7.280964323274816,,,,,,True,10.632098397371642,9.422301633887823
2010,EIX,7.6,,,0.0,,,EDISON INTERNATIONAL,45530.0,1308.0,12409.0,0.3883180972413136,9.859086960718066,45.333333333333336,2.87283110037338,10.540736562172617,,,,,,True,10.726126728328827,9.42617729477462
2011,EIX,25.5,5715.3,,235.52631578947373,,,EDISON INTERNATIONAL,48039.0,22.0,12760.0,2.8285921508582446,5.51065231715353,-98.31804281345565,0.04579612398259747,0.1724137931034483,,118.97208518079061,447.90752351097177,,,True,10.779768459990587,9.454070556898781
2012,EIX,25.5,7200.0,,0.0,25.97763896908298,,EDISON INTERNATIONAL,44394.0,-92.0,11862.0,-7.037617554858933,-7.587585087116722,-518.1818181818181,-0.20723521196558095,-0.7755859045692126,,162.18407892958507,606.9802731411229,,,False,10.700859604153607,9.381095292398673
2013,EIX,25.5,6200.0,,0.0,-13.888888888888884,,EDISON INTERNATIONAL,46646.0,1015.0,12581.0,6.061372449839819,5.072757579853127,-1203.2608695652175,2.1759636410410326,8.067721166838885,20.92446360727511,132.91600565964927,492.8066131468087,,,True,10.750342457690289,9.439943018351132
2014,EIX,27.6,2400.0,,8.235294117647074,-61.29032258064516,,EDISON INTERNATIONAL,50186.0,1724.0,13413.0,6.6131468086797485,7.589075161857384,69.85221674876847,3.4352209779619813,12.853202117348841,2.874760460875292,47.82210178137329,178.93088794453143,,,True,10.823491382322166,9.50397966490209
2015,EIX,27.6,2400.0,,0.0,0.0,,EDISON INTERNATIONAL,50310.0,1133.0,11524.0,-14.083351971967495,0.2470808592037521,-34.28074245939675,2.2520373683164383,9.831655675112808,45.13602786316102,47.70423375074538,208.26102047900034,,,True,10.825959143485365,9.35218709620442
2016,EIX,27.6,2400.0,,0.0,0.0,,EDISON INTERNATIONAL,51319.0,1434.0,11869.0,2.9937521693856217,2.0055654939375778,26.566637246248902,2.7942867164208187,12.081894009604852,-6.656927096807108,46.76630487733588,202.20743112309378,,,True,10.845816332959057,9.381685238056505
2017,EIX,33.1,1900.0,,19.92753623188406,-20.833333333333336,,EDISON INTERNATIONAL,52580.0,689.0,12320.0,3.7998146431881263,2.457179602096682,-51.952580195258015,1.3103841764929631,5.592532467532467,21.170132580399326,36.13541270445036,154.2207792207792,,,True,10.870091098283872,9.41897923708751
2018,EIX,36.6,1100.0,,10.574018126888207,-42.10526315789473,,EDISON INTERNATIONAL,56715.0,-302.0,12657.0,2.735389610389616,7.864206922784334,-143.83164005805514,-0.532486996385436,-2.38603144505017,-11.584594118216074,19.39522172264833,86.90843011772142,,,False,10.945794004993143,9.44596570079245
2019,EIX,44.1,1400.0,,20.491803278688515,27.27272727272727,,EDISON INTERNATIONAL,64382.0,1405.0,12347.0,-2.4492375760448715,13.518469540685896,-565.2317880794702,2.1822869746202356,11.379282416781404,-5.257657145271177,21.745208288030817,113.3878674981777,,,True,11.072589369918582,9.421168397567744
2005,EOG,,,,,,,EOG RESOURCES INC,7753.32,1259.576,3598.465,0.0,0.0,0.0,16.2456341283476,35.00314717525389,,,,,,True,8.955876417712611,8.188262644625722
2006,EOG,,,,,,,EOG RESOURCES INC,9402.16,1299.885,3899.085,8.354117658501604,21.2662446539031,3.2002038781304254,13.825386932364477,33.338206271471385,,,,,,True,9.148694729095094,8.268497189206627
2007,EOG,1.7,,,,,,EOG RESOURCES INC,12088.907,1089.918,4131.604,5.9634247522175166,28.575848528423254,-16.15273658823666,9.015852301618335,26.380020931338045,,,,,,True,9.400043534228402,8.326420988279942
2008,EOG,6.6,,,288.2352941176471,,,EOG RESOURCES INC,15951.226,2436.919,6984.43,69.04887302848965,31.949282098042463,123.58737079303212,15.277314734303179,34.89073553604231,,,,,,True,9.677290970462774,8.851438664925386
2009,EOG,6.6,,,0.0,,,EOG RESOURCES INC,18118.667,546.627,4238.346,-39.31722416861506,13.58792734802956,-77.5689302763038,3.016927238631848,12.897177342293434,,,,,,True,9.804698011769512,8.35192837777979
2010,EOG,6.6,,,0.0,,,EOG RESOURCES INC,21624.233,160.654,5852.807,38.09176976112853,19.347814052766687,-70.60994059934836,0.7429350210941585,2.74490513697103,,,,,,True,9.981569862962976,8.67467665420458
2011,EOG,7.4,,,12.121212121212132,,,EOG RESOURCES INC,24838.797,1091.123,9600.033,64.0244245197219,14.865563093035483,579.1757441458041,4.392817413822417,11.365825513308133,,,,,,True,10.120162104922956,9.16952181495002
2012,EOG,9.1,,,22.97297297297296,,,EOG RESOURCES INC,27336.578,570.279,11448.814,19.25806921705375,10.05596607597381,-47.73467335946543,2.086138945408602,4.981118568263927,,,,,,True,10.215980937850198,9.3456414228315
