Year,Ticker,Environmental Disclosure Score,GHG Scope 1,Total Energy Consumption,Change_in_EDS,Change_in_GHG,Change_in_TEC,Ratio of GHG Emissions to Total Assets,Ratio of GHG Emissions to Total Sales,Ratio of Total Energy Consumption to Total Assets,Ratio of Total Energy Consumption to Total Sales,cusip,Company,Total_Assets,Net_Income,Total_Sales,cik,Change_in_Sales,Change_in_Assets,Change_in_NI,ROA,Profit_Margin,Annual Return,Logarithm_Total_Assets,Logarithm_Total_Sales,Profitable
2012,CVX,47.1,70000.0,255000.0,32.67605633802817,13.636363636363647,-3.368461739595052,300.4523954640273,314.4936651990296,1094.5051549046707,1145.6554946536078,166764100,CHEVRON CORP,232982.0,26179.0,222580.0,93410.0,-5.800597580897726,11.222395142117868,-2.662204870793828,11.236490372646816,11.761613801779136,0.1982695130699732,12.35871647634477,12.313041866527415,True
2013,CVX,49.6,69000.0,258056.0,5.307855626326963,-1.4285714285714235,1.1984313725490248,271.91796747230575,325.9883589084587,1016.9574349859904,1219.1775644417569,166764100,CHEVRON CORP,253753.0,21423.0,211664.0,93410.0,-4.904304070446585,8.915281008833297,-18.167233278582074,8.442461763998848,10.12122987376219,0.1201567522500899,12.444116631928344,12.26275539070216,True
2014,CVX,46.3,66000.0,257500.0,-6.653225806451624,-4.347826086956519,-0.215457110084638,248.0960507619556,343.1994508808786,967.950501078842,1338.9978576034275,166764100,CHEVRON CORP,266026.0,19241.0,192308.0,93410.0,-9.144682137727722,4.836593064909578,-10.185314848527282,7.232751685925436,10.005303991513612,0.3528345331088098,12.49134932734807,12.166853532375612,True
2015,CVX,46.3,68000.0,243056.0,0.0,3.030303030303028,-5.609320388349515,255.54014798780923,554.8031264787951,913.3906795488964,1983.0621869033828,166764100,CHEVRON CORP,266103.0,4587.0,122566.0,93410.0,-36.26578197474885,0.0289445392555709,-76.16028272958786,1.723768615911884,3.7424734428797546,0.0259433619574851,12.491638730859387,11.716404939389708,True
2016,CVX,46.3,66000.0,252500.0,0.0,-2.941176470588236,3.8855243236126658,253.77002283930204,638.8539347594618,970.8625873776328,2444.100280708547,166764100,CHEVRON CORP,260078.0,-497.0,103310.0,93410.0,-15.710719122758354,-2.2641608700390448,-110.83496838892522,-0.1910965171986865,-0.481076372084019,0.1053906684251082,12.468736865006663,11.54548945584349,False
2017,CVX,48.8,63000.0,237222.0,5.399568034557234,-4.545454545454541,-6.050693069306934,248.22108224391857,494.17578538651605,934.6587551121723,1860.7836216025407,166764100,CHEVRON CORP,253806.0,9195.0,127485.0,93410.0,23.400445261833312,-2.411584217042584,-1950.1006036217304,3.622845795607669,7.212613248617485,0.1258548162774573,12.444325474644929,11.755753989600835,True
2018,CVX,48.8,66000.0,270278.0,0.0,4.761904761904767,13.934626636652592,259.9827465995439,415.35034172005385,1064.660860385326,1700.9099948395867,166764100,CHEVRON CORP,253863.0,14824.0,158902.0,93410.0,24.643683570616147,0.0224580979172994,61.21805328983143,5.839370053926724,9.32902040251224,0.1751698442343476,12.444550030409566,11.976042938978008,True
2019,CVX,48.8,60000.0,261944.0,0.0,-9.090909090909092,-3.083491812134176,252.7081894300588,428.98509276802633,1103.256566201122,1872.8345190004648,166764100,CHEVRON CORP,237428.0,2924.0,139865.0,93410.0,-11.980340083825247,-6.47396430358107,-80.27522935779817,1.23153124315582,2.090587352089514,0.407672768922019,12.377619698600451,11.84843295065459,True
2005,D,,,,0.0,0.0,0.0,,,,,25746U109,DOMINION ENERGY INC,52660.0,1049.0,18041.0,715957.0,0.0,0.0,0.0,1.992024306874288,5.814533562441106,,10.8716114330503,9.800402224452805,True
2006,D,,,,0.0,0.0,0.0,,,,,25746U109,DOMINION ENERGY INC,49269.0,1396.0,16482.0,715957.0,-8.641427858766148,-6.439422711735665,33.07912297426121,2.833424668655747,8.469845892488776,,10.805050359005673,9.710024155323328,True
2007,D,15.9,,,0.0,0.0,0.0,,,,,25746U109,DOMINION ENERGY INC,39123.0,2555.0,15674.0,715957.0,-4.90231767989322,-20.593070693539552,83.02292263610316,6.530685274646627,16.300880438943473,,10.574465808325012,9.65975856761281,True
2008,D,26.2,,,64.77987421383646,0.0,0.0,,,,,25746U109,DOMINION ENERGY INC,42053.0,1851.0,16290.0,715957.0,3.930075283909651,7.489200725915701,-27.553816046966727,4.401588471690486,11.36279926335175,,10.646686006494784,9.69830670159609,True
2009,D,29.7,,,13.358778625954203,0.0,0.0,,,,,25746U109,DOMINION ENERGY INC,42554.0,1287.0,15131.0,715957.0,-7.114794352363418,1.191353767864367,-30.47001620745543,3.024392536541806,8.50571674046659,,10.658529136633662,9.62450089845157,True
2010,D,29.7,,,0.0,0.0,0.0,,,,,25746U109,DOMINION ENERGY INC,42817.0,2808.0,15197.0,715957.0,0.4361906020752037,0.6180382572731125,118.18181818181816,6.558142793750147,18.477331052181352,,10.664690498970018,9.628853318933604,True
2011,D,31.7,,,6.734006734006726,0.0,0.0,,,,,25746U109,DOMINION ENERGY INC,45614.0,1408.0,14379.0,715957.0,-5.382641310785019,6.532452063432759,-49.857549857549856,3.086771605208927,9.792057862160094,,10.727969965926096,9.57352408782774,True
2012,D,31.7,,,0.0,0.0,0.0,,,,,25746U109,DOMINION ENERGY INC,46838.0,302.0,13093.0,715957.0,-8.94359830308088,2.68338667952821,-78.55113636363636,0.6447756095478031,2.30657603299473,0.1982695130699732,10.754450118251796,9.479833015227753,True
2013,D,34.5,,,8.83280757097793,0.0,0.0,,,,,25746U109,DOMINION ENERGY INC,50096.0,1697.0,13120.0,715957.0,0.206217062552505,6.955890516247498,461.9205298013245,3.3874960076652827,12.934451219512194,0.1201567522500899,10.821696443566188,9.48189306249808,True
2014,D,35.2,,,2.0289855072463947,0.0,0.0,,,,,25746U109,DOMINION ENERGY INC,54327.0,1310.0,12436.0,715957.0,-5.213414634146341,8.445784094538489,-22.80494991160872,2.4113240193642205,10.533933740752651,0.3528345331088098,10.902776619909451,9.428350771178645,True
2015,D,42.8,46340.7,,21.590909090909083,0.0,0.0,788.1473544568601,3966.506890353505,,,25746U109,DOMINION ENERGY INC,58797.0,1899.0,11683.0,715957.0,-6.055001608234156,8.227952951571037,44.9618320610687,3.2297566202357264,16.25438671574082,0.0259433619574851,10.981846112176967,9.365890072717148,True
2016,D,44.8,48117.3,,4.672897196261672,3.833778945937394,0.0,671.9354838709677,4099.62511715089,,,25746U109,DOMINION ENERGY INC,71610.0,2123.0,11737.0,715957.0,0.4622100487888358,21.791928159599983,11.795681937862025,2.964669738863287,18.088097469540767,0.1053906684251082,11.178990008000984,9.370501524100124,True
2017,D,60.0,41649.5,133547.0,33.928571428571445,-13.441735093199336,0.0,543.8336488868578,3309.192753853488,1743.774890644382,10610.757985062768,25746U109,DOMINION ENERGY INC,76585.0,2999.0,12586.0,715957.0,7.233534974865807,6.947353721547267,41.26236457842676,3.915910426323693,23.82806292706181,0.1258548162774573,11.246156514098654,9.44034036408688,True
2018,D,60.0,39408.1,133547.0,0.0,-5.381577209810451,0.0,505.7897168673152,2901.708268905088,1714.03085453192,9833.370149473529,25746U109,DOMINION ENERGY INC,77914.0,2447.0,13581.0,715957.0,7.905609407277936,1.7353267611150969,-18.40613537845949,3.1406422465795623,18.0178190118548,0.1751698442343476,11.263360933298218,9.516427036104067,True
2019,D,60.0,31890.8,172491.0,0.0,-19.075520007308143,29.161269066321218,307.1650790287316,1924.378469707941,1661.394873968196,10408.58073859522,25746U109,DOMINION ENERGY INC,103823.0,1358.0,16572.0,715957.0,22.023415065164563,33.25333059527171,-44.5034736411933,1.3079953382198548,8.194545015689114,0.407672768922019,11.550442805130176,9.715469803197292,True
2005,DTE,,,,0.0,0.0,0.0,,,,,233331107,DTE ENERGY CO,23335.0,537.0,9022.0,936340.0,0.0,0.0,0.0,2.3012641954146136,5.952117047217912,,10.057709658383915,9.107421317968342,True
2006,DTE,,,,0.0,0.0,0.0,,,,,233331107,DTE ENERGY CO,23785.0,433.0,9022.0,936340.0,0.0,1.928433683308328,-19.36685288640596,1.8204750893420223,4.799379295056529,,10.076810408866384,9.107421317968342,True
2007,DTE,12.4,43600.0,,0.0,0.0,0.0,1835.4803401532367,5125.793557488832,,,233331107,DTE ENERGY CO,23754.0,971.0,8506.0,936340.0,-5.719352693416091,-0.1303342442716015,124.24942263279446,4.087732592405489,11.415471431930404,,10.075506216334183,9.04852707581358,True
2008,DTE,8.3,41800.0,,-33.06451612903225,-4.128440366972475,0.0,1699.877999186661,4480.651731160896,,,233331107,DTE ENERGY CO,24590.0,546.0,9329.0,936340.0,9.675523160122257,3.519407257725016,-43.76930998970134,2.220414802765352,5.852717333047487,,10.11009513521024,9.140883106960962,True
2009,DTE,13.8,,,66.26506024096386,0.0,0.0,,,,,233331107,DTE ENERGY CO,24195.0,532.0,8014.0,936340.0,-14.095830206881764,-1.606344042293617,-2.564102564102566,2.1988014052490183,6.638382830047417,,10.09390127922742,8.98894529119609,True
2010,DTE,30.3,39920.0,,119.56521739130434,0.0,0.0,1603.4704370179948,4665.186397101788,,,233331107,DTE ENERGY CO,24896.0,630.0,8557.0,936340.0,6.775642625405531,2.89729282909692,18.42105263157893,2.5305269922879177,7.362393362159636,,10.122462426978116,9.054504940418054,True
2011,DTE,30.3,,,0.0,0.0,0.0,,,,,233331107,DTE ENERGY CO,26009.0,711.0,8897.0,936340.0,3.973355147832192,4.470597686375322,12.857142857142856,2.733669114537276,7.99145779476228,,10.166197910952352,9.093469420244768,True
2012,DTE,30.3,,,0.0,0.0,0.0,,,,,233331107,DTE ENERGY CO,26339.0,610.0,8791.0,936340.0,-1.191412835787342,1.268791572148098,-14.205344585091416,2.315957325638786,6.938914799226481,0.1982695130699732,10.178806009504449,9.08148374985118,True
2013,DTE,39.4,,,30.03300330033003,0.0,0.0,,,,,233331107,DTE ENERGY CO,25935.0,661.0,9661.0,936340.0,9.896485041519744,-1.5338471468165027,8.360655737704924,2.548679390784654,6.841941827968119,0.1201567522500899,10.1633486867855,9.17585244151751,True
2014,DTE,47.6,35600.0,118000.0,20.81218274111676,0.0,0.0,1272.6102809751912,2894.073652548573,4218.202616715522,9592.716039346396,233331107,DTE ENERGY CO,27974.0,905.0,12301.0,936340.0,27.32636373046269,7.861962598804695,36.913767019667176,3.235146922141989,7.357125436956345,0.3528345331088098,10.23903078633925,9.417435838868784,True
2015,DTE,47.6,33900.0,103673.0,0.0,-4.7752808988764,-12.141525423728815,1179.663848000835,3279.4814743155653,3607.648675923026,10029.312179549192,233331107,DTE ENERGY CO,28737.0,727.0,10337.0,936340.0,-15.966181611251118,2.727532708944014,-19.66850828729282,2.5298395796360094,7.032988294476154,0.0259433619574851,10.265940770051,9.243484970568485,True
2016,DTE,55.9,32000.0,93087.0,17.43697478991595,-5.604719764011801,-10.210951742498043,998.720389500952,3010.348071495767,2905.2464030460974,8757.008466603951,233331107,DTE ENERGY CO,32041.0,868.0,10630.0,936340.0,2.8344780884202336,11.497372725058286,19.39477303988997,2.709029056521332,8.165569143932268,0.1053906684251082,10.37477161168151,9.271435471335993,True
2017,DTE,58.6,31857.0,102600.0,4.830053667262968,-0.4468750000000021,10.21947210673886,943.4358989546008,2526.929483620211,3038.4695116533894,8138.335845165384,233331107,DTE ENERGY CO,33767.0,1134.0,12607.0,936340.0,18.598306679209784,5.386848100870756,30.645161290322577,3.3583084076169043,8.995002776235426,0.1258548162774573,10.427239273188253,9.44200749423127,True
2018,DTE,64.8,34246.0,108380.0,10.580204778157,7.49913676742946,5.633528265107213,943.7279541446208,2409.6538136785816,2986.662257495591,7625.949901491697,233331107,DTE ENERGY CO,36288.0,1120.0,14212.0,936340.0,12.73102244784643,7.465869043740936,-1.2345679012345734,3.08641975308642,7.880664227413453,0.1751698442343476,10.499242387087424,9.561841957140915,True
2019,DTE,60.7,30714.0,108308.0,-6.327160493827155,-10.313613268702914,-0.0664329212031744,733.3460675230409,2424.342884205541,2586.0274103433458,8549.05675270345,233331107,DTE ENERGY CO,41882.0,1169.0,12669.0,936340.0,-10.857022234731218,15.415564373897706,4.374999999999996,2.791175206532639,9.227247612281948,0.407672768922019,10.642611419336095,9.446913343602054,True
2005,DUK,,,,0.0,0.0,0.0,,,,,26441C204,DUKE ENERGY CORP,54723.0,1824.0,16746.0,1326160.0,0.0,0.0,0.0,3.3331505948138807,10.892153350053745,,10.910039375355025,9.725914702764378,True
2006,DUK,22.8,,,0.0,0.0,0.0,,,,,26441C204,DUKE ENERGY CORP,68700.0,1863.0,15184.0,1326160.0,-9.32760062104383,25.54136286387807,2.1381578947368363,2.7117903930131004,12.269494204425712,,11.13750447821044,9.627997520849709,True
2007,DUK,31.7,,342779.0,39.03508771929825,0.0,0.0,,,6896.406727828747,26948.03459119497,26441C204,DUKE ENERGY CORP,49704.0,1500.0,12720.0,1326160.0,-16.22760800842993,-27.65065502183406,-19.484702093397743,3.017865765330758,11.79245283018868,,10.813840691743527,9.450930836894113,True
2008,DUK,41.4,,327939.0,30.59936908517349,0.0,-4.3293200575297845,,,6178.551915142152,24830.6958431135,26441C204,DUKE ENERGY CORP,53077.0,1362.0,13207.0,1326160.0,3.828616352201264,6.786174150973756,-9.199999999999998,2.5660832375605254,10.312712955251005,,10.879498968386216,9.488502271043805,True
2009,DUK,53.8,,406069.0,29.95169082125604,0.0,23.82455273694193,,,7119.021739130435,31896.080433587307,26441C204,DUKE ENERGY CORP,57040.0,1075.0,12731.0,1326160.0,-3.604149314757321,7.466510918100111,-21.071953010279,1.8846423562412344,8.44395569868824,,10.951508055088178,9.451795243061646,True
2010,DUK,56.6,,425409.0,5.204460966542768,0.0,4.762737367294712,,,7199.3399898459975,29807.24495515695,26441C204,DUKE ENERGY CORP,59090.0,1320.0,14272.0,1326160.0,12.104312308538212,3.5939691444600186,22.790697674418613,2.233880521238788,9.248878923766815,,10.98681698433972,9.566054854819791,True
2011,DUK,57.9,143835.0,449849.0,2.29681978798586,0.0,5.745059460425139,2300.403032338548,9899.855461490812,7194.591050123149,30962.14467616492,26441C204,DUKE ENERGY CORP,62526.0,1706.0,14529.0,1326160.0,1.800728699551568,5.814858690133695,29.24242424242425,2.728464958577232,11.742033175029253,,11.043337749220482,9.583901931071338,True
2012,DUK,59.3,135939.0,456003.0,2.4179620034542326,-5.489623526957976,1.3680146004548144,1193.9555227655987,6927.181002853648,4005.085370994941,23237.005707297187,26441C204,DUKE ENERGY CORP,113856.0,1768.0,19624.0,1326160.0,35.06779544359557,82.09384895883312,3.634232121922621,1.5528386734120292,9.009376273950265,0.1982695130699732,11.642689771025507,9.884508585938326,True
2013,DUK,65.5,124472.0,416088.0,10.455311973018544,-8.435401172584767,-8.753231886632328,1084.449245942202,5070.349097722921,3625.123062581134,16949.28510326286,26441C204,DUKE ENERGY CORP,114779.0,2665.0,24549.0,1326160.0,25.096820220138618,0.8106731309724502,50.73529411764706,2.321853300690893,10.855839341724714,0.1201567522500899,11.65076381930518,10.10842639919549,True
2014,DUK,57.9,125893.0,460691.0,-11.603053435114507,1.1416222122244468,10.719607390744269,1042.9462591853137,5260.885917258671,3816.5422627973057,19251.608859172586,26441C204,DUKE ENERGY CORP,120709.0,1883.0,23930.0,1326160.0,-2.521487636970954,5.166450308854409,-29.343339587242024,1.5599499623060418,7.868783953196824,0.3528345331088098,11.70113796934307,10.08288818090242,True
2015,DUK,62.8,101131.0,374656.0,8.462867012089802,-19.669084063450704,-18.675207460097987,834.7172240747466,4310.968071955326,3092.3437551586385,15970.67223666823,26441C204,DUKE ENERGY CORP,121156.0,2816.0,23459.0,1326160.0,-1.968240702047641,0.3703120728363318,49.548592671269255,2.324276139852752,12.003921735794364,0.0259433619574851,11.704834250400088,10.063009495553011,True
2016,DUK,55.2,98115.6,355868.0,-12.101910828025463,-2.9816772305227834,-5.014733515544922,739.0393263081778,4312.015469807507,2680.516115425464,15639.799595675486,26441C204,DUKE ENERGY CORP,132761.0,2152.0,22754.0,1326160.0,-3.005243190246809,9.578559873221293,-23.57954545454546,1.6209579620521088,9.457677770941372,0.1053906684251082,11.796305798194815,10.032496233099662,True
2017,DUK,53.8,96543.4,341500.0,-2.5362318840579823,-1.602395541585655,-4.037452088976812,700.0261032237481,4096.897941862932,2476.180808329829,14491.831105453002,26441C204,DUKE ENERGY CORP,137914.0,3059.0,23565.0,1326160.0,3.564208490814802,3.881410956530917,42.14684014869889,2.2180489290427365,12.98111606195629,0.1258548162774573,11.834385581470938,10.067517839357832,True
2018,DUK,57.9,96547.1,380260.0,7.620817843866168,0.0038324732710925,11.349926793557842,664.0468526466381,3937.3231108029854,2615.412127214702,15507.52416296236,26441C204,DUKE ENERGY CORP,145392.0,2666.0,24521.0,1326160.0,4.05686399321028,5.422219644126058,-12.847335730630927,1.8336634752943768,10.872313527180784,0.1751698442343476,11.887188821935128,10.1072851722528,True
2019,DUK,58.6,85517.5,334020.0,1.2089810017271274,-11.424061416655707,-12.16010098353758,538.3944648006145,3409.924638143467,2102.8972915801005,13318.712867339207,26441C204,DUKE ENERGY CORP,158838.0,3748.0,25079.0,1326160.0,2.2756005056890016,9.248101683724007,40.58514628657164,2.359636862715471,14.944774512540372,0.407672768922019,11.975640093879088,10.129786121543638,True
2005,DVN,,,,0.0,0.0,0.0,,,,,25179M103,DEVON ENERGY CORP,30273.0,2930.0,10741.0,1090012.0,0.0,0.0,0.0,9.678591484160805,27.27865189460944,,10.318011505132638,9.281823473598047,True
2006,DVN,,,,0.0,0.0,0.0,,,,,25179M103,DEVON ENERGY CORP,35063.0,2846.0,10578.0,1090012.0,-1.517549576389532,15.822680276153678,-2.866894197952219,8.116818298491287,26.904896955946302,,10.46490172241293,9.266531651625924,True
2007,DVN,9.9,3680.0,,0.0,0.0,0.0,88.76881512929371,323.88663967611336,,,25179M103,DEVON ENERGY CORP,41456.0,3606.0,11362.0,1090012.0,7.411608999810926,18.23289507458004,26.704146170063247,8.698379004245465,31.737370181306108,,10.632387902801891,9.338029733117072,True
2008,DVN,9.9,3680.0,,0.0,0.0,0.0,115.3315782875768,241.9301821050556,,,25179M103,DEVON ENERGY CORP,31908.0,-2148.0,15211.0,1090012.0,33.876078155254355,-23.03164801235045,-159.56738768718802,-6.731854080481384,-14.121359542436396,,10.37061204103102,9.629774129311745,False
2009,DVN,4.1,,,-58.58585858585859,0.0,0.0,,,,,25179M103,DEVON ENERGY CORP,29686.0,-2479.0,8015.0,1090012.0,-47.30786930510814,-6.96377084116836,15.409683426443198,-8.350737721484874,-30.92950717404866,,10.29843083318471,8.989070065043654,False
2010,DVN,4.1,,,0.0,0.0,0.0,,,,,25179M103,DEVON ENERGY CORP,32927.0,4550.0,9940.0,1090012.0,24.017467248908297,10.917604257899338,-283.5417507059298,13.81844686731254,45.77464788732394,,10.402048268882046,9.20432229965062,True
2011,DVN,19.0,7232.9,,363.4146341463416,0.0,0.0,175.9102074567697,631.4737209708398,,,25179M103,DEVON ENERGY CORP,41117.0,4704.0,11454.0,1090012.0,15.23138832997988,24.873204361162585,3.384615384615386,11.440523384488168,41.06862231534835,,10.624176940269097,9.346094292953802,True
2012,DVN,19.0,7596.7,,0.0,5.029794411646793,0.0,175.33813414577853,799.4843190907177,,,25179M103,DEVON ENERGY CORP,43326.0,-206.0,9502.0,1090012.0,-17.042081368954076,5.372473672690137,-104.37925170068029,-0.4754650787056271,-2.167964639023364,0.1982695130699732,10.676508195679236,9.159257581746866,False
2013,DVN,19.0,7644.6,,0.0,0.6305369436729213,0.0,178.29139165519976,735.269789362316,,,25179M103,DEVON ENERGY CORP,42877.0,-20.0,10397.0,1090012.0,9.419069669543244,-1.0363292249457643,-90.29126213592234,-0.046645054458101,-0.1923631816870251,0.1201567522500899,10.666090830610614,9.249272581977973,False
2014,DVN,24.0,5925.4,10223.4,26.315789473684205,-22.48907725714885,0.0,117.01720086103047,302.84166411121333,201.895846910362,522.5084329960135,25179M103,DEVON ENERGY CORP,50637.0,1607.0,19566.0,1090012.0,88.18890064441666,18.09828112974321,-8134.999999999999,3.173568734324703,8.213227026474497,0.3528345331088098,10.832437813357036,9.881548645017372,True
2015,DVN,26.5,6065.8,11278.2,10.416666666666677,2.369460289600722,10.317506895944618,205.3975348774211,461.4530239634842,381.89760260056886,857.984024343857,25179M103,DEVON ENERGY CORP,29532.0,-14454.0,13145.0,1090012.0,-32.81713175917408,-41.679009419989335,-999.4399502177972,-48.94351889475823,-109.9581589958159,0.0259433619574851,10.293229700179056,9.48379673716398,False
2016,DVN,28.9,5381.1,18165.9,9.056603773584904,-11.28787629001945,61.070915571633776,207.6602477520936,522.2340838509317,701.0342299232045,1762.994953416149,25179M103,DEVON ENERGY CORP,25913.0,-3302.0,10304.0,1090012.0,-21.61278052491442,-12.254503589326838,-77.15511277155113,-12.742638829930922,-32.045807453416145,0.1053906684251082,10.16250005226458,9.240287448344136,False
2017,DVN,36.4,5368.9,26062.3,25.951557093425603,-0.2267194439798725,43.46825645852943,177.5371184815317,384.89497455014697,861.8200456334116,1868.3991683991685,25179M103,DEVON ENERGY CORP,30241.0,898.0,13949.0,1090012.0,35.37461180124224,16.702041446378256,-127.19563900666265,2.9694785225356304,6.437737472220231,0.1258548162774573,10.316953898529778,9.543163100092237,True
2018,DVN,36.4,5647.5,21533.4,0.0,5.189144890014719,-17.377207690802422,288.63845446182154,526.1319172722191,1100.5519779208832,2006.0927892677475,25179M103,DEVON ENERGY CORP,19566.0,3064.0,10734.0,1090012.0,-23.048247186178216,-35.2997586058662,241.2026726057906,15.659818051722375,28.54481088131172,0.1751698442343476,9.881548645017372,9.281171552736774,True
2019,DVN,36.4,2610.0,8295.6,0.0,-53.78486055776892,-61.475661066064816,190.2748414376321,419.6141479099679,604.7678063716556,1333.6977491961416,25179M103,DEVON ENERGY CORP,13717.0,-355.0,6220.0,1090012.0,-42.05328861561394,-29.893693141163247,-111.58616187989556,-2.588029452504192,-5.707395498392283,0.407672768922019,9.526391218478407,8.735525185733225,False
2005,ED,,,,0.0,0.0,0.0,,,,,209115104,CONSOLIDATED EDISON INC,24850.0,730.0,11690.0,1047862.0,0.0,0.0,0.0,2.937625754527163,6.244653550042772,,10.120613031524774,9.366489054466117,True
2006,ED,17.9,,,0.0,0.0,0.0,,,,,209115104,CONSOLIDATED EDISON INC,26699.0,748.0,12137.0,1047862.0,3.823781009409744,7.440643863179064,2.465753424657535,2.801603056294243,6.162972728021752,,10.192381390503432,9.40401391710636,True
2007,ED,6.2,,,-65.36312849162012,0.0,0.0,,,,,209115104,CONSOLIDATED EDISON INC,28343.0,940.0,13120.0,1047862.0,8.099200790969752,6.15753399003709,25.668449197860955,3.316515541756341,7.164634146341463,,10.252135365087474,9.48189306249808,True
2008,ED,6.2,,,0.0,0.0,0.0,,,,,209115104,CONSOLIDATED EDISON INC,33498.0,1207.0,13583.0,1047862.0,3.5289634146341564,18.187912359312698,28.40425531914894,3.603200191056182,8.88610763454318,,10.419241014538416,9.51657428982249,True
2009,ED,27.6,3735.6,,345.16129032258067,0.0,0.0,110.28252590558851,286.6482504604052,,,209115104,CONSOLIDATED EDISON INC,33873.0,879.0,13032.0,1047862.0,-4.056541264816316,1.119469819093677,-27.1748135874068,2.5949871579133825,6.744935543278084,,10.430373515848633,9.47516315028188,True
2010,ED,44.1,3265.2,21148.9,59.78260869565217,-12.59235464182461,0.0,90.3336468765562,245.04315196998124,585.0965528689205,1587.1594746716698,209115104,CONSOLIDATED EDISON INC,36146.0,1003.0,13325.0,1047862.0,2.2483118477593544,6.710359283204914,14.106939704209331,2.7748575222707905,7.52720450281426,,10.495321571395584,9.497397249034046,True
2011,ED,51.0,3370.5,18962.8,15.646258503401356,3.2249173098125805,-10.336707819319212,85.95144591217422,260.5116710465296,483.572193604325,1465.6670273612615,209115104,CONSOLIDATED EDISON INC,39214.0,1062.0,12938.0,1047862.0,-2.90431519699812,8.487799479887116,5.882352941176472,2.708216453307492,8.208378420157675,,10.576789104875369,9.46792399660393,True
2012,ED,57.9,3314.4,14650.6,13.52941176470588,-1.6644414775255911,-22.74031261206151,80.42903249290204,271.9396127338365,355.5194253682448,1202.0511978995733,209115104,CONSOLIDATED EDISON INC,41209.0,1141.0,12188.0,1047862.0,-5.796877415365587,5.087468761156733,7.43879472693032,2.768812638015968,9.361667213652773,0.1982695130699732,10.626411958083574,9.4082071401056,True
2013,ED,62.8,3361.5,15276.8,8.462867012089802,1.4210716871831952,4.274227676682174,82.69983024577459,272.0981058766391,375.8407754569833,1236.5873401327506,209115104,CONSOLIDATED EDISON INC,40647.0,1062.0,12354.0,1047862.0,1.361995405316696,-1.3637797568492371,-6.923751095530239,2.6127389475238023,8.596406022340943,0.1201567522500899,10.61268031151454,9.421735176255844,True
2014,ED,62.8,3157.2,14390.2,0.0,-6.07764390896921,-5.803571428571419,71.25575516836689,244.38424026627447,324.7765640516385,1113.8787831875532,209115104,CONSOLIDATED EDISON INC,44308.0,1092.0,12919.0,1047862.0,4.573417516593814,9.00681477107781,2.824858757062154,2.464566218290151,8.452666615063086,0.3528345331088098,10.698920526636824,9.466454374960302,True
2015,ED,59.3,3137.1,14467.5,-5.573248407643316,-0.636640060813376,0.5371711303525872,68.73274615485737,249.888481758802,316.97778362034967,1152.4215389517285,209115104,CONSOLIDATED EDISON INC,45642.0,1193.0,12554.0,1047862.0,-2.8252960755476453,3.01074298095152,9.249084249084238,2.613820603829806,9.50294726780309,0.0259433619574851,10.728583624225356,9.437794618877478,True
2016,ED,44.1,3093.0,,-25.632377740303536,-1.405756909247391,0.0,64.09698476841778,256.1490683229813,,,209115104,CONSOLIDATED EDISON INC,48255.0,1245.0,12075.0,1047862.0,-3.815516966703836,5.724990140659925,4.358759430008385,2.5800435188063413,10.31055900621118,0.1053906684251082,10.784254728341237,9.398892478520771,True
2017,ED,37.2,3015.0,,-15.646258503401356,-2.521823472356932,0.0,62.667581218432375,250.5609573672401,,,209115104,CONSOLIDATED EDISON INC,48111.0,1525.0,12033.0,1047862.0,-0.3478260869565264,-0.2984146720547143,22.48995983935742,3.169753278875933,12.673481259868694,0.1258548162774573,10.781266120176918,9.395408154438163,True
2018,ED,37.2,3068.0,,0.0,1.7578772802653295,0.0,56.89910979228487,248.6828240252898,,,209115104,CONSOLIDATED EDISON INC,53920.0,1382.0,12337.0,1047862.0,2.526385772459072,12.074161834092,-9.377049180327868,2.5630563798219588,11.202075058766312,0.1751698442343476,10.895256745586188,9.420358156071464,True
2019,ED,40.0,2907.0,,7.526881720430101,-5.2477183833116055,0.0,50.05251467828303,231.19134722443133,,,209115104,CONSOLIDATED EDISON INC,58079.0,1343.0,12574.0,1047862.0,1.9210504985004428,7.713278931750733,-2.821997105643992,2.312367637183836,10.680769842532207,0.407672768922019,10.9695594317196,9.439386468943006,True
2005,EIX,,,,0.0,0.0,0.0,,,,,281020107,EDISON INTERNATIONAL,34791.0,1161.0,11852.0,827052.0,0.0,0.0,0.0,3.337069931878934,9.795815052311848,,10.457114011624814,9.380251908693456,True
2006,EIX,,,,0.0,0.0,0.0,,,,,281020107,EDISON INTERNATIONAL,36261.0,1232.0,12622.0,827052.0,6.496793790077615,4.225230663102519,6.115417743324714,3.397589696919556,9.760735224211691,,10.498498062527569,9.443196602144186,True
2007,EIX,7.6,,,0.0,0.0,0.0,,,,,281020107,EDISON INTERNATIONAL,37562.0,1149.0,13113.0,827052.0,3.890033275233717,3.5878767822178137,-6.737012987012991,3.0589425483201107,8.762296957218028,,10.533748180040885,9.481359383531425,True
2008,EIX,7.6,,,0.0,0.0,0.0,,,,,281020107,EDISON INTERNATIONAL,44615.0,1266.0,14112.0,827052.0,7.618393960192171,18.776955433682986,10.182767624020885,2.837610669057492,8.97108843537415,,10.705825404334252,9.554780778246572,True
