Year,Ticker,Environmental Disclosure Score,GHG Scope 1,Total Energy Consumption,Change_in_EDS,Change_in_GHG,Change_in_TEC,Ratio of GHG Emissions to Total Assets,Ratio of GHG Emissions to Total Sales,Ratio of Total Energy Consumption to Total Assets,Ratio of Total Energy Consumption to Total Sales,cusip,Company,Total_Assets,Net_Income,Total_Sales,cik,Change_in_Sales,Change_in_Assets,Change_in_NI,ROA,Profit_Margin,Annual Return,Logarithm_Total_Assets,Logarithm_Total_Sales,Profitable
2008,ATO,1.4,,,0.0,0.0,0.0,,,,,049560105,ATMOS ENERGY CORP,6386.699,180.331,7221.305,731802.0,22.42755743010303,8.305729926332672,7.026446359471072,2.823539985209887,2.497207914635928,,8.761972825474407,8.884790963476371,True
2009,ATO,1.4,,,0.0,0.0,0.0,,,,,049560105,ATMOS ENERGY CORP,6343.766,190.978,4969.08,731802.0,-31.188614800233484,-0.6722251980248339,5.904142937154466,3.0104830474516246,3.843327135002858,,8.755227877388505,8.510989991291597,True
2010,ATO,1.4,,,0.0,0.0,0.0,,,,,049560105,ATMOS ENERGY CORP,6763.791,205.839,4789.69,731802.0,-3.610125013080901,6.621067044402351,7.781524573511089,3.043248970880384,4.297543264804194,,8.819338810664686,8.474220970147812,True
2011,ATO,1.4,,,0.0,0.0,0.0,,,,,049560105,ATMOS ENERGY CORP,7282.871,207.601,4347.634,731802.0,-9.229323818451707,7.674394433535858,0.8560088224291773,2.8505379265951576,4.775033961000396,,8.893280431579926,8.377387068065113,True
2012,ATO,1.4,,,0.0,0.0,0.0,,,,,049560105,ATMOS ENERGY CORP,7495.675,216.717,3438.483,731802.0,-20.91139686551351,2.9219795325222675,4.391115649731936,2.891227274394901,6.302692204672816,0.1982695130699732,8.922081466521563,8.142785664731383,True
2013,ATO,1.4,,,0.0,0.0,0.0,,,,,049560105,ATMOS ENERGY CORP,7940.401,243.194,3886.257,731802.0,13.022428786182738,5.9331014218199085,12.2173156697444,3.0627420453954404,6.257795096927454,0.1201567522500899,8.979719056744246,8.2652017625936,True
2014,ATO,1.4,,,0.0,0.0,0.0,,,,,049560105,ATMOS ENERGY CORP,8594.704,289.817,4940.916,731802.0,27.138169194677552,8.240175779535575,19.17111441894125,3.3720416665891,5.86565325134044,0.3528345331088098,9.058901478596818,8.505306018094073,True
2015,ATO,4.8,,,242.8571428571429,0.0,0.0,,,,,049560105,ATMOS ENERGY CORP,9092.945,315.075,4142.136,731802.0,-16.16663792705644,5.797069916543962,8.715154735574515,3.4650490022759404,7.6065826906697405,0.0259433619574851,9.1152541170988,8.32896687579602,True
2016,ATO,4.8,,,0.0,0.0,0.0,,,,,049560105,ATMOS ENERGY CORP,10010.889,350.104,3349.949,731802.0,-19.12508425604568,10.095123197159994,11.117670395937472,3.497231864223048,10.451024776795109,0.1053906684251082,9.211428679554595,8.11670040082263,True
2017,ATO,4.8,,,0.0,0.0,0.0,,,,,049560105,ATMOS ENERGY CORP,10749.596,396.421,2759.735,731802.0,-17.618596581619595,7.379034968822462,13.2294975207367,3.687775801062664,14.364458906380504,0.1258548162774573,9.282623451454262,7.922889939608756,True
2018,ATO,4.8,,,0.0,0.0,0.0,,,,,049560105,ATMOS ENERGY CORP,11874.437,603.064,3115.546,731802.0,12.892940807722477,10.46403046216806,52.127157743913656,5.078674466839986,19.356607156498413,0.1751698442343476,9.382143217252612,8.044159696760527,True
2019,ATO,9.0,,,87.5,0.0,0.0,,,,,049560105,ATMOS ENERGY CORP,13367.619,511.406,2901.848,731802.0,-6.859086657683755,12.574760386534534,-15.198718543968791,3.825707480142874,17.62345925768683,0.407672768922019,9.500590568971406,7.973103054401803,True
2005,AWK,,,,0.0,0.0,0.0,,,,,030420103,AMERICAN WATER WORKS CO INC,11847.045,-324.813,2136.746,1410636.0,0.0,0.0,0.0,-2.741721669834123,-15.201292058110791,,9.379833748377528,7.667039390042503,False
2006,AWK,,,,0.0,0.0,0.0,,,,,030420103,AMERICAN WATER WORKS CO INC,12028.815,-162.028,2093.067,1410636.0,-2.044183070893779,1.5343066562168106,-50.11652858721788,-1.3469988523391538,-7.741175987199645,,9.395060300376263,7.646385733400438,False
2007,AWK,,,,0.0,0.0,0.0,,,,,030420103,AMERICAN WATER WORKS CO INC,12115.685,-342.601,2214.215,1410636.0,5.788061251742072,0.7221825258763914,111.44555262053473,-2.827747667589575,-15.472797357076889,,9.402256173129723,7.702653217858205,False
2008,AWK,14.5,65.9,,0.0,0.0,0.0,5.348851007552269,28.19941393145189,,,030420103,AMERICAN WATER WORKS CO INC,12320.403,-562.196,2336.928,1410636.0,5.5420544075439615,1.6896939793334065,64.09642703903376,-4.563129956057444,-24.057052677703386,,9.419011947591477,7.75659252533512,False
2009,AWK,17.9,64.5,,23.448275862068947,-2.124430955993939,0.0,5.168529727980681,26.426812274987984,,,030420103,AMERICAN WATER WORKS CO INC,12479.371,-232.858,2440.703,1410636.0,4.440658847854961,1.2902824688445502,-58.58063735778981,-1.865943403718024,-9.54061186469636,,9.431832240012238,7.80004139154426,False
2010,AWK,13.8,,,-22.905027932960888,0.0,0.0,,,,,030420103,AMERICAN WATER WORKS CO INC,13063.311,268.051,2710.677,1410636.0,11.06132126686452,4.679242247065174,-215.11350264968348,2.051937674912585,9.888710458678773,,9.477562892904306,7.904953698173206,True
2011,AWK,14.5,,,5.072463768115942,0.0,0.0,,,,,030420103,AMERICAN WATER WORKS CO INC,13809.643,309.837,2666.236,1410636.0,-1.6394797314471687,5.7131917015525335,15.588824514737864,2.2436278765497413,11.620764253426929,,9.53312239523647,7.888423018951334,True
2012,AWK,25.5,62.8,1348.4,75.86206896551724,0.0,0.0,4.576312191936946,21.82913556970741,98.259543942799,468.7007388884312,030420103,AMERICAN WATER WORKS CO INC,13722.84,358.223,2876.889,1410636.0,7.9007634733009535,-0.6285680230835755,15.616598404967784,2.610414462312466,12.451749094247292,0.1982695130699732,9.526816876943483,7.964464780951149,True
2013,AWK,22.8,64.8,1322.0,-10.588235294117643,3.1847133757961776,-1.957876001186598,4.61971839822101,22.330520652630145,94.24795867975575,455.57018985767047,030420103,AMERICAN WATER WORKS CO INC,14026.829,369.283,2901.858,1410636.0,0.867916697515958,2.215204724386499,3.087462279083142,2.632690538966433,12.72574329963768,0.1201567522500899,9.548727131870429,7.973106500475743,True
2014,AWK,24.1,66.4,1323.2,5.701754385964919,2.4691358024691468,0.0907715582450841,4.410177307724903,22.05007226047777,87.88473815634929,439.407464082292,030420103,AMERICAN WATER WORKS CO INC,15056.084,423.108,3011.328,1410636.0,3.772410641733659,7.337759660433596,14.575542334740565,2.810212801682031,14.050545141545523,0.3528345331088098,9.619537440980691,8.010136456457866,True
2015,AWK,27.6,54.0,1298.4,14.522821576763478,-18.67469879518073,-1.874244256348245,3.349875930521092,17.094017094017094,80.54590570719603,411.01614434947766,030420103,AMERICAN WATER WORKS CO INC,16120.0,476.0,3159.0,1410636.0,4.903882938026016,7.066352711634716,12.500827211964792,2.9528535980148884,15.068059512503956,0.0259433619574851,9.68781601606062,8.058010800802085,True
2016,AWK,40.7,52.5,1284.9,47.46376811594204,-2.777777777777779,-1.0397412199630307,3.0410101946246524,15.899454875832827,74.42655236329935,389.1278013325257,030420103,AMERICAN WATER WORKS CO INC,17264.0,468.0,3302.0,1410636.0,4.526748971193406,7.096774193548394,-1.6806722689075682,2.710843373493976,14.173228346456693,0.1053906684251082,9.756378687497916,8.102283624480073,True
2017,AWK,40.7,55.9,1311.9,0.0,6.47619047619048,2.101330842867144,3.0704163462594747,16.651772415847482,72.05866197956718,390.7953529937444,030420103,AMERICAN WATER WORKS CO INC,18206.0,426.0,3357.0,1410636.0,1.665657177468205,5.456441149212243,-8.974358974358976,2.339887949027793,12.689901697944595,0.1258548162774573,9.809506489065232,8.118802996980035,True
2018,AWK,38.6,60.9,1363.2,-5.159705159705164,8.94454382826475,3.910359021266863,3.0601477312697853,17.703488372093023,68.49907039847244,396.27906976744185,030420103,AMERICAN WATER WORKS CO INC,19901.0,567.0,3440.0,1410636.0,2.4724456359845,9.31011754366693,33.098591549295776,2.849103060147731,16.482558139534884,0.1751698442343476,9.898525260706313,8.143226750367445,True
2019,AWK,,,,0.0,0.0,0.0,,,,,030420103,AMERICAN WATER WORKS CO INC,21327.0,621.0,3610.0,1410636.0,4.941860465116288,7.165469071905939,9.523809523809534,2.9118019412012943,17.202216066481995,0.407672768922019,9.967729154597594,8.191463051326927,True
2005,BKR,,,,0.0,0.0,0.0,,,,,05722G100,BAKER HUGHES CO,,,,1701605.0,,,,,,,,,False
2006,BKR,,,,0.0,0.0,0.0,,,,,05722G100,BAKER HUGHES CO,,,,1701605.0,,,,,,,,,False
2007,BKR,,,,0.0,0.0,0.0,,,,,05722G100,BAKER HUGHES CO,,,,1701605.0,,,,,,,,,False
