Date,Annual Return,Ticker,Year
2012-12-31,0.1982695130699732,D,2012
2013-12-31,0.12015675225008993,D,2013
2014-12-31,0.35283453310880986,D,2014
2015-12-31,0.025943361957485145,D,2015
2016-12-31,0.10539066842510825,D,2016
2017-12-31,0.12585481627745732,D,2017
2018-12-31,0.17516984423434767,D,2018
2019-12-31,0.407672768922019,D,2019
2020-12-31,-0.08590131154507108,D,2020
2021-12-31,0.0,D,2021
2011-12-31,,DTE,2011
2012-12-31,0.1982695130699732,DTE,2012
2013-12-31,0.12015675225008993,DTE,2013
2014-12-31,0.35283453310880986,DTE,2014
2015-12-31,0.025943361957485145,DTE,2015
2016-12-31,0.10539066842510825,DTE,2016
2017-12-31,0.12585481627745732,DTE,2017
2018-12-31,0.17516984423434767,DTE,2018
2019-12-31,0.407672768922019,DTE,2019
2020-12-31,-0.08590131154507108,DTE,2020
2021-12-31,0.0,DTE,2021
2011-12-31,,DUK,2011
2012-12-31,0.1982695130699732,DUK,2012
2013-12-31,0.12015675225008993,DUK,2013
2014-12-31,0.35283453310880986,DUK,2014
2015-12-31,0.025943361957485145,DUK,2015
2016-12-31,0.10539066842510825,DUK,2016
2017-12-31,0.12585481627745732,DUK,2017
2018-12-31,0.17516984423434767,DUK,2018
2019-12-31,0.407672768922019,DUK,2019
2020-12-31,-0.08590131154507108,DUK,2020
2021-12-31,0.0,DUK,2021
2011-12-31,,DVN,2011
2012-12-31,0.1982695130699732,DVN,2012
2013-12-31,0.12015675225008993,DVN,2013
2014-12-31,0.35283453310880986,DVN,2014
2015-12-31,0.025943361957485145,DVN,2015
2016-12-31,0.10539066842510825,DVN,2016
2017-12-31,0.12585481627745732,DVN,2017
2018-12-31,0.17516984423434767,DVN,2018
2019-12-31,0.407672768922019,DVN,2019
2020-12-31,-0.08590131154507108,DVN,2020
2021-12-31,0.0,DVN,2021
2011-12-31,,ED,2011
2012-12-31,0.1982695130699732,ED,2012
2013-12-31,0.12015675225008993,ED,2013
2014-12-31,0.35283453310880986,ED,2014
2015-12-31,0.025943361957485145,ED,2015
2016-12-31,0.10539066842510825,ED,2016
2017-12-31,0.12585481627745732,ED,2017
2018-12-31,0.17516984423434767,ED,2018
2019-12-31,0.407672768922019,ED,2019
2020-12-31,-0.08590131154507108,ED,2020
2021-12-31,0.0,ED,2021
2011-12-31,,EIX,2011
2012-12-31,0.1982695130699732,EIX,2012
2013-12-31,0.12015675225008993,EIX,2013
2014-12-31,0.35283453310880986,EIX,2014
2015-12-31,0.025943361957485145,EIX,2015
2016-12-31,0.10539066842510825,EIX,2016
2017-12-31,0.12585481627745732,EIX,2017
2018-12-31,0.17516984423434767,EIX,2018
2019-12-31,0.407672768922019,EIX,2019
2020-12-31,-0.08590131154507108,EIX,2020
2021-12-31,0.0,EIX,2021
2011-12-31,,EOG,2011
2012-12-31,0.1982695130699732,EOG,2012
2013-12-31,0.12015675225008993,EOG,2013
2014-12-31,0.35283453310880986,EOG,2014
2015-12-31,0.025943361957485145,EOG,2015
2016-12-31,0.10539066842510825,EOG,2016
2017-12-31,0.12585481627745732,EOG,2017
2018-12-31,0.17516984423434767,EOG,2018
2019-12-31,0.407672768922019,EOG,2019
2020-12-31,-0.08590131154507108,EOG,2020
2021-12-31,0.0,EOG,2021
2011-12-31,,ES,2011
2012-12-31,0.1982695130699732,ES,2012
2013-12-31,0.12015675225008993,ES,2013
2014-12-31,0.35283453310880986,ES,2014
2015-12-31,0.025943361957485145,ES,2015
2016-12-31,0.10539066842510825,ES,2016
2017-12-31,0.12585481627745732,ES,2017
2018-12-31,0.17516984423434767,ES,2018
2019-12-31,0.407672768922019,ES,2019
2020-12-31,-0.08590131154507108,ES,2020
2021-12-31,0.0,ES,2021
2011-12-31,,ETR,2011
2012-12-31,0.1982695130699732,ETR,2012
2013-12-31,0.12015675225008993,ETR,2013
2014-12-31,0.35283453310880986,ETR,2014
2015-12-31,0.025943361957485145,ETR,2015
2016-12-31,0.10539066842510825,ETR,2016
2017-12-31,0.12585481627745732,ETR,2017
2018-12-31,0.17516984423434767,ETR,2018
2019-12-31,0.407672768922019,ETR,2019
2020-12-31,-0.08590131154507108,ETR,2020
2021-12-31,0.0,ETR,2021
2011-12-31,,EVRG,2011
2012-12-31,0.1982695130699732,EVRG,2012
2013-12-31,0.12015675225008993,EVRG,2013
2014-12-31,0.35283453310880986,EVRG,2014
2015-12-31,0.025943361957485145,EVRG,2015
2016-12-31,0.10539066842510825,EVRG,2016
2017-12-31,0.12585481627745732,EVRG,2017
2018-12-31,0.17516984423434767,EVRG,2018
2019-12-31,0.407672768922019,EVRG,2019
2020-12-31,-0.08590131154507108,EVRG,2020
2021-12-31,0.0,EVRG,2021
2011-12-31,,EXC,2011
2012-12-31,0.1982695130699732,EXC,2012
2013-12-31,0.12015675225008993,EXC,2013
2014-12-31,0.35283453310880986,EXC,2014
2015-12-31,0.025943361957485145,EXC,2015
2016-12-31,0.10539066842510825,EXC,2016
2017-12-31,0.12585481627745732,EXC,2017
2018-12-31,0.17516984423434767,EXC,2018
2019-12-31,0.407672768922019,EXC,2019
2020-12-31,-0.08590131154507108,EXC,2020
2021-12-31,0.0,EXC,2021
2011-12-31,,FANG,2011
2012-12-31,0.1982695130699732,FANG,2012
2013-12-31,0.12015675225008993,FANG,2013
2014-12-31,0.35283453310880986,FANG,2014
2015-12-31,0.025943361957485145,FANG,2015
2016-12-31,0.10539066842510825,FANG,2016
2017-12-31,0.12585481627745732,FANG,2017
2018-12-31,0.17516984423434767,FANG,2018
2019-12-31,0.407672768922019,FANG,2019
2020-12-31,-0.08590131154507108,FANG,2020
2021-12-31,0.0,FANG,2021
2011-12-31,,FE,2011
2012-12-31,0.1982695130699732,FE,2012
2013-12-31,0.12015675225008993,FE,2013
2014-12-31,0.35283453310880986,FE,2014
2015-12-31,0.025943361957485145,FE,2015
2016-12-31,0.10539066842510825,FE,2016
2017-12-31,0.12585481627745732,FE,2017
2018-12-31,0.17516984423434767,FE,2018
2019-12-31,0.407672768922019,FE,2019
2020-12-31,-0.08590131154507108,FE,2020
2021-12-31,0.0,FE,2021
2011-12-31,,FTI,2011
2012-12-31,0.1982695130699732,FTI,2012
2013-12-31,0.12015675225008993,FTI,2013
2014-12-31,0.35283453310880986,FTI,2014
2015-12-31,0.025943361957485145,FTI,2015
2016-12-31,0.10539066842510825,FTI,2016
2017-12-31,0.12585481627745732,FTI,2017
2018-12-31,0.17516984423434767,FTI,2018
2019-12-31,0.407672768922019,FTI,2019
2020-12-31,-0.08590131154507108,FTI,2020
2021-12-31,0.0,FTI,2021
2011-12-31,,HAL,2011
2012-12-31,0.1982695130699732,HAL,2012
2013-12-31,0.12015675225008993,HAL,2013
2014-12-31,0.35283453310880986,HAL,2014
2015-12-31,0.025943361957485145,HAL,2015
2016-12-31,0.10539066842510825,HAL,2016
2017-12-31,0.12585481627745732,HAL,2017
2018-12-31,0.17516984423434767,HAL,2018
2019-12-31,0.407672768922019,HAL,2019
2020-12-31,-0.08590131154507108,HAL,2020
2021-12-31,0.0,HAL,2021
2011-12-31,,HES,2011
2012-12-31,0.1982695130699732,HES,2012
2013-12-31,0.12015675225008993,HES,2013
2014-12-31,0.35283453310880986,HES,2014
2015-12-31,0.025943361957485145,HES,2015
2016-12-31,0.10539066842510825,HES,2016
2017-12-31,0.12585481627745732,HES,2017
2018-12-31,0.17516984423434767,HES,2018
2019-12-31,0.407672768922019,HES,2019
2020-12-31,-0.08590131154507108,HES,2020
2021-12-31,0.0,HES,2021
2011-12-31,,HFC,2011
2012-12-31,0.1982695130699732,HFC,2012
2013-12-31,0.12015675225008993,HFC,2013
2014-12-31,0.35283453310880986,HFC,2014
2015-12-31,0.025943361957485145,HFC,2015
2016-12-31,0.10539066842510825,HFC,2016
2017-12-31,0.12585481627745732,HFC,2017
2018-12-31,0.17516984423434767,HFC,2018
2019-12-31,0.407672768922019,HFC,2019
2020-12-31,-0.08590131154507108,HFC,2020
2021-12-31,0.0,HFC,2021
2011-12-31,,KMI,2011
2012-12-31,0.1982695130699732,KMI,2012
2013-12-31,0.12015675225008993,KMI,2013
2014-12-31,0.35283453310880986,KMI,2014
2015-12-31,0.025943361957485145,KMI,2015
2016-12-31,0.10539066842510825,KMI,2016
2017-12-31,0.12585481627745732,KMI,2017
2018-12-31,0.17516984423434767,KMI,2018
2019-12-31,0.407672768922019,KMI,2019
2020-12-31,-0.08590131154507108,KMI,2020
2021-12-31,0.0,KMI,2021
2011-12-31,,LNT,2011
2012-12-31,0.1982695130699732,LNT,2012
2013-12-31,0.12015675225008993,LNT,2013
2014-12-31,0.35283453310880986,LNT,2014
2015-12-31,0.025943361957485145,LNT,2015
2016-12-31,0.10539066842510825,LNT,2016
2017-12-31,0.12585481627745732,LNT,2017
2018-12-31,0.17516984423434767,LNT,2018
2019-12-31,0.407672768922019,LNT,2019
2020-12-31,-0.08590131154507108,LNT,2020
2021-12-31,0.0,LNT,2021
2011-12-31,,MPC,2011
2012-12-31,0.1982695130699732,MPC,2012
2013-12-31,0.12015675225008993,MPC,2013
2014-12-31,0.35283453310880986,MPC,2014
2015-12-31,0.025943361957485145,MPC,2015
2016-12-31,0.10539066842510825,MPC,2016
2017-12-31,0.12585481627745732,MPC,2017
2018-12-31,0.17516984423434767,MPC,2018
2019-12-31,0.407672768922019,MPC,2019
2020-12-31,-0.08590131154507108,MPC,2020
2021-12-31,0.0,MPC,2021
2011-12-31,,MRO,2011
2012-12-31,0.1982695130699732,MRO,2012
2013-12-31,0.12015675225008993,MRO,2013
2014-12-31,0.35283453310880986,MRO,2014
2015-12-31,0.025943361957485145,MRO,2015
2016-12-31,0.10539066842510825,MRO,2016
2017-12-31,0.12585481627745732,MRO,2017
2018-12-31,0.17516984423434767,MRO,2018
2019-12-31,0.407672768922019,MRO,2019
2020-12-31,-0.08590131154507108,MRO,2020
2021-12-31,0.0,MRO,2021
2011-12-31,,NEE,2011
2012-12-31,0.1982695130699732,NEE,2012
2013-12-31,0.12015675225008993,NEE,2013
2014-12-31,0.35283453310880986,NEE,2014
2015-12-31,0.025943361957485145,NEE,2015
2016-12-31,0.10539066842510825,NEE,2016
2017-12-31,0.12585481627745732,NEE,2017
2018-12-31,0.17516984423434767,NEE,2018
2019-12-31,0.407672768922019,NEE,2019
2020-12-31,-0.08590131154507108,NEE,2020
2021-12-31,0.0,NEE,2021
2011-12-31,,NI,2011
2012-12-31,0.1982695130699732,NI,2012
2013-12-31,0.12015675225008993,NI,2013
2014-12-31,0.35283453310880986,NI,2014
2015-12-31,0.025943361957485145,NI,2015
2016-12-31,0.10539066842510825,NI,2016
2017-12-31,0.12585481627745732,NI,2017
2018-12-31,0.17516984423434767,NI,2018
2019-12-31,0.407672768922019,NI,2019
2020-12-31,-0.08590131154507108,NI,2020
2021-12-31,0.0,NI,2021
2011-12-31,,NOV,2011
2012-12-31,0.1982695130699732,NOV,2012
2013-12-31,0.12015675225008993,NOV,2013
2014-12-31,0.35283453310880986,NOV,2014
2015-12-31,0.025943361957485145,NOV,2015
2016-12-31,0.10539066842510825,NOV,2016
2017-12-31,0.12585481627745732,NOV,2017
2018-12-31,0.17516984423434767,NOV,2018
2019-12-31,0.407672768922019,NOV,2019
2020-12-31,-0.08590131154507108,NOV,2020
2021-12-31,0.0,NOV,2021
2011-12-31,,NRG,2011
2012-12-31,0.1982695130699732,NRG,2012
2013-12-31,0.12015675225008993,NRG,2013
2014-12-31,0.35283453310880986,NRG,2014
2015-12-31,0.025943361957485145,NRG,2015
2016-12-31,0.10539066842510825,NRG,2016
2017-12-31,0.12585481627745732,NRG,2017
2018-12-31,0.17516984423434767,NRG,2018
2019-12-31,0.407672768922019,NRG,2019
2020-12-31,-0.08590131154507108,NRG,2020
2021-12-31,0.0,NRG,2021
2011-12-31,,OKE,2011
2012-12-31,0.1982695130699732,OKE,2012
2013-12-31,0.12015675225008993,OKE,2013
2014-12-31,0.35283453310880986,OKE,2014
2015-12-31,0.025943361957485145,OKE,2015
2016-12-31,0.10539066842510825,OKE,2016
2017-12-31,0.12585481627745732,OKE,2017
2018-12-31,0.17516984423434767,OKE,2018
2019-12-31,0.407672768922019,OKE,2019
2020-12-31,-0.08590131154507108,OKE,2020
2021-12-31,0.0,OKE,2021
2011-12-31,,OXY,2011
2012-12-31,0.1982695130699732,OXY,2012
2013-12-31,0.12015675225008993,OXY,2013
2014-12-31,0.35283453310880986,OXY,2014
2015-12-31,0.025943361957485145,OXY,2015
2016-12-31,0.10539066842510825,OXY,2016
2017-12-31,0.12585481627745732,OXY,2017
2018-12-31,0.17516984423434767,OXY,2018
2019-12-31,0.407672768922019,OXY,2019
2020-12-31,-0.08590131154507108,OXY,2020
2021-12-31,0.0,OXY,2021
2011-12-31,,PEG,2011
2012-12-31,0.1982695130699732,PEG,2012
2013-12-31,0.12015675225008993,PEG,2013
2014-12-31,0.35283453310880986,PEG,2014
2015-12-31,0.025943361957485145,PEG,2015
2016-12-31,0.10539066842510825,PEG,2016
2017-12-31,0.12585481627745732,PEG,2017
2018-12-31,0.17516984423434767,PEG,2018
2019-12-31,0.407672768922019,PEG,2019
2020-12-31,-0.08590131154507108,PEG,2020
2021-12-31,0.0,PEG,2021
2011-12-31,,PNW,2011
2012-12-31,0.1982695130699732,PNW,2012
2013-12-31,0.12015675225008993,PNW,2013
2014-12-31,0.35283453310880986,PNW,2014
2015-12-31,0.025943361957485145,PNW,2015
2016-12-31,0.10539066842510825,PNW,2016
2017-12-31,0.12585481627745732,PNW,2017
2018-12-31,0.17516984423434767,PNW,2018
2019-12-31,0.407672768922019,PNW,2019
2020-12-31,-0.08590131154507108,PNW,2020
2021-12-31,0.0,PNW,2021
2011-12-31,,PPL,2011
2012-12-31,0.1982695130699732,PPL,2012
2013-12-31,0.12015675225008993,PPL,2013
2014-12-31,0.35283453310880986,PPL,2014
2015-12-31,0.025943361957485145,PPL,2015
2016-12-31,0.10539066842510825,PPL,2016
2017-12-31,0.12585481627745732,PPL,2017
2018-12-31,0.17516984423434767,PPL,2018
2019-12-31,0.407672768922019,PPL,2019
2020-12-31,-0.08590131154507108,PPL,2020
2021-12-31,0.0,PPL,2021
2011-12-31,,PSX,2011
2012-12-31,0.1982695130699732,PSX,2012
2013-12-31,0.12015675225008993,PSX,2013
2014-12-31,0.35283453310880986,PSX,2014
2015-12-31,0.025943361957485145,PSX,2015
2016-12-31,0.10539066842510825,PSX,2016
2017-12-31,0.12585481627745732,PSX,2017
2018-12-31,0.17516984423434767,PSX,2018
2019-12-31,0.407672768922019,PSX,2019
2020-12-31,-0.08590131154507108,PSX,2020
2021-12-31,0.0,PSX,2021
2011-12-31,,PXD,2011
2012-12-31,0.1982695130699732,PXD,2012
2013-12-31,0.12015675225008993,PXD,2013
2014-12-31,0.35283453310880986,PXD,2014
2015-12-31,0.025943361957485145,PXD,2015
2016-12-31,0.10539066842510825,PXD,2016
2017-12-31,0.12585481627745732,PXD,2017
2018-12-31,0.17516984423434767,PXD,2018
2019-12-31,0.407672768922019,PXD,2019
2020-12-31,-0.08590131154507108,PXD,2020
2021-12-31,0.0,PXD,2021
2011-12-31,,SLB,2011
2012-12-31,0.1982695130699732,SLB,2012
2013-12-31,0.12015675225008993,SLB,2013
2014-12-31,0.35283453310880986,SLB,2014
2015-12-31,0.025943361957485145,SLB,2015
2016-12-31,0.10539066842510825,SLB,2016
2017-12-31,0.12585481627745732,SLB,2017
2018-12-31,0.17516984423434767,SLB,2018
2019-12-31,0.407672768922019,SLB,2019
2020-12-31,-0.08590131154507108,SLB,2020
2021-12-31,0.0,SLB,2021
2011-12-31,,SO,2011
2012-12-31,0.1982695130699732,SO,2012
2013-12-31,0.12015675225008993,SO,2013
2014-12-31,0.35283453310880986,SO,2014
2015-12-31,0.025943361957485145,SO,2015
2016-12-31,0.10539066842510825,SO,2016
2017-12-31,0.12585481627745732,SO,2017
2018-12-31,0.17516984423434767,SO,2018
2019-12-31,0.407672768922019,SO,2019
2020-12-31,-0.08590131154507108,SO,2020
2021-12-31,0.0,SO,2021
2011-12-31,,SRE,2011
2012-12-31,0.1982695130699732,SRE,2012
2013-12-31,0.12015675225008993,SRE,2013
2014-12-31,0.35283453310880986,SRE,2014
2015-12-31,0.025943361957485145,SRE,2015
2016-12-31,0.10539066842510825,SRE,2016
2017-12-31,0.12585481627745732,SRE,2017
2018-12-31,0.17516984423434767,SRE,2018
2019-12-31,0.407672768922019,SRE,2019
2020-12-31,-0.08590131154507108,SRE,2020
2021-12-31,0.0,SRE,2021
2011-12-31,,VLO,2011
2012-12-31,0.1982695130699732,VLO,2012
2013-12-31,0.12015675225008993,VLO,2013
2014-12-31,0.35283453310880986,VLO,2014
2015-12-31,0.025943361957485145,VLO,2015
2016-12-31,0.10539066842510825,VLO,2016
2017-12-31,0.12585481627745732,VLO,2017
2018-12-31,0.17516984423434767,VLO,2018
2019-12-31,0.407672768922019,VLO,2019
2020-12-31,-0.08590131154507108,VLO,2020
2021-12-31,0.0,VLO,2021
2011-12-31,,WEC,2011
2012-12-31,0.1982695130699732,WEC,2012
2013-12-31,0.12015675225008993,WEC,2013
2014-12-31,0.35283453310880986,WEC,2014
2015-12-31,0.025943361957485145,WEC,2015
2016-12-31,0.10539066842510825,WEC,2016
2017-12-31,0.12585481627745732,WEC,2017
2018-12-31,0.17516984423434767,WEC,2018
2019-12-31,0.407672768922019,WEC,2019
2020-12-31,-0.08590131154507108,WEC,2020
2021-12-31,0.0,WEC,2021
2011-12-31,,WMB,2011
2012-12-31,0.1982695130699732,WMB,2012
2013-12-31,0.12015675225008993,WMB,2013
2014-12-31,0.35283453310880986,WMB,2014
2015-12-31,0.025943361957485145,WMB,2015
2016-12-31,0.10539066842510825,WMB,2016
2017-12-31,0.12585481627745732,WMB,2017
2018-12-31,0.17516984423434767,WMB,2018
2019-12-31,0.407672768922019,WMB,2019
2020-12-31,-0.08590131154507108,WMB,2020
2021-12-31,0.0,WMB,2021
2011-12-31,,XEL,2011
2012-12-31,0.1982695130699732,XEL,2012
2013-12-31,0.12015675225008993,XEL,2013
2014-12-31,0.35283453310880986,XEL,2014
2015-12-31,0.025943361957485145,XEL,2015
2016-12-31,0.10539066842510825,XEL,2016
2017-12-31,0.12585481627745732,XEL,2017
2018-12-31,0.17516984423434767,XEL,2018
2019-12-31,0.407672768922019,XEL,2019
2020-12-31,-0.08590131154507108,XEL,2020
2021-12-31,0.0,XEL,2021
2011-12-31,,XOM,2011
2012-12-31,0.1982695130699732,XOM,2012
2013-12-31,0.12015675225008993,XOM,2013
2014-12-31,0.35283453310880986,XOM,2014
2015-12-31,0.025943361957485145,XOM,2015
2016-12-31,0.10539066842510825,XOM,2016
2017-12-31,0.12585481627745732,XOM,2017
2018-12-31,0.17516984423434767,XOM,2018
2019-12-31,0.407672768922019,XOM,2019
2020-12-31,-0.08590131154507108,XOM,2020
2021-12-31,0.0,XOM,2021
