,Year,Ticker,Environmental Disclosure Score,GHG Scope 1,Total Energy Consumption,Change_in_EDS,Change_in_GHG,Change_in_TEC,Ratio of GHG Emissions to Total Assets,Ratio of GHG Emissions to Total Sales,Ratio of Total Energy Consumption to Total Assets,Ratio of Total Energy Consumption to Total Sales
98,2013,BKR,,,,0.0,0.0,0.0,,,,
99,2014,BKR,,,,0.0,0.0,0.0,,,,
100,2015,BKR,,,,0.0,0.0,0.0,,,,
101,2016,BKR,,,,0.0,0.0,0.0,,,,
102,2017,BKR,38.0,383.1,1840.8,0.0,0.0,0.0,6.715162138475022,22.197114548930994,32.26643295354952,106.65739614114375
103,2018,BKR,42.6,353.3,1621.8,12.10526315789473,-7.778647872618116,-11.897001303780963,6.737351970861382,15.443458495432093,30.927363222029406,70.89216243388556
104,2019,BKR,51.2,383.1,1862.8,20.187793427230048,8.434757996037368,14.860032063139727,7.178324495493639,16.070979108985654,34.90415784444153,78.1441396090276
105,2005,CMS,,,,0.0,0.0,0.0,,,,
106,2006,CMS,,,,0.0,0.0,0.0,,,,
107,2007,CMS,,,,0.0,0.0,0.0,,,,
108,2008,CMS,4.8,,,0.0,0.0,0.0,,,,
109,2009,CMS,6.2,,,29.166666666666675,0.0,0.0,,,,
110,2010,CMS,12.4,,,100.0,0.0,0.0,,,,
111,2011,CMS,14.5,,,16.93548387096775,0.0,0.0,,,,
112,2012,CMS,16.6,,,14.482758620689662,0.0,0.0,,,,
113,2013,CMS,16.6,,,0.0,0.0,0.0,,,,
114,2014,CMS,16.6,,,0.0,0.0,0.0,,,,
115,2015,CMS,16.6,,,0.0,0.0,0.0,,,,
116,2016,CMS,49.0,13001.5,101.5,195.18072289156626,0.0,0.0,601.3088520950884,2031.8018440381309,4.6942928498751275,15.86185341459603
117,2017,CMS,51.7,12891.0,16088.0,5.5102040816326525,-0.8499019343921832,15750.24630541872,559.2624728850326,1958.2257329485037,697.9609544468547,2443.8705757253533
118,2018,CMS,44.1,12743.0,166.4,-14.700193423597685,-1.1480878132030137,-98.96568871208355,519.5075217089975,1854.0666375672922,6.783806922418362,24.210679470391387
119,2019,CMS,53.8,12659.0,17376.7,21.995464852607704,-0.6591854351408633,10342.728365384615,471.6995193203413,1849.3791088385683,647.4904050378209,2538.5975164353545
120,2005,CNP,,,,0.0,0.0,0.0,,,,
121,2006,CNP,,,,0.0,0.0,0.0,,,,
122,2007,CNP,,,,0.0,0.0,0.0,,,,
123,2008,CNP,,,,0.0,0.0,0.0,,,,
124,2009,CNP,1.4,,,0.0,0.0,0.0,,,,
125,2010,CNP,1.4,,,0.0,0.0,0.0,,,,
126,2011,CNP,1.4,,,0.0,0.0,0.0,,,,
127,2012,CNP,3.5,,,150.0,0.0,0.0,,,,
128,2013,CNP,3.5,,,0.0,0.0,0.0,,,,
129,2014,CNP,3.5,,,0.0,0.0,0.0,,,,
130,2015,CNP,3.5,,,0.0,0.0,0.0,,,,
131,2016,CNP,7.6,,,117.14285714285712,0.0,0.0,,,,
132,2017,CNP,26.2,5453.9,,244.73684210526318,0.0,0.0,239.87948627726954,567.2872893696692,,
133,2018,CNP,28.3,6150.2,,8.015267175572527,12.76701076294029,0.0,227.7092820911548,580.8102748134856,,
134,2019,CNP,35.9,5868.4,,26.855123674911653,-4.581964814152384,0.0,165.59157989785265,477.06690512966424,,
135,2005,COG,,,,0.0,0.0,0.0,,,,
136,2006,COG,,,,0.0,0.0,0.0,,,,
137,2007,COG,,,,0.0,0.0,0.0,,,,
138,2008,COG,,,,0.0,0.0,0.0,,,,
139,2009,COG,1.7,,,0.0,0.0,0.0,,,,
140,2010,COG,1.7,,,0.0,0.0,0.0,,,,
141,2011,COG,1.7,,,0.0,0.0,0.0,,,,
142,2012,COG,1.7,,,0.0,0.0,0.0,,,,
143,2013,COG,4.1,,,141.17647058823528,0.0,0.0,,,,
144,2014,COG,4.1,,,0.0,0.0,0.0,,,,
145,2015,COG,4.1,,,0.0,0.0,0.0,,,,
146,2016,COG,4.1,,,0.0,0.0,0.0,,,,
147,2017,COG,6.6,,,60.97560975609757,0.0,0.0,,,,
148,2018,COG,6.6,,,0.0,0.0,0.0,,,,
149,2019,COG,22.3,530.9,,237.87878787878788,0.0,0.0,118.3131297711625,256.9355415561418,,
150,2005,COP,,,,0.0,0.0,0.0,,,,
151,2006,COP,52.1,53423.2,243138.0,0.0,0.0,0.0,324.20728117926217,318.7960233443531,1475.5220565477816,1450.8945088257408
152,2007,COP,53.7,54971.2,226380.0,3.0710172744721653,2.8976175144880933,-6.892382103990324,309.2491434936458,320.531778425656,1273.5363445602704,1320.0
153,2008,COP,55.4,54735.0,2404492.0,3.165735567970196,-0.42967954128706465,962.1485996996201,383.1239281839499,242.80910639505998,16830.518321492316,10666.530626730073
154,2009,COP,59.5,54623.1,79380.0,7.400722021660644,-0.20443957248561517,-96.69867897252308,357.9776915615907,401.59319491824493,520.2243951031536,583.6078108457829
155,2010,COP,57.0,58634.7,79879.8,-4.201680672268903,7.344145608725983,0.6296296296296244,375.10843558478444,333.6218080021849,511.02140563225305,454.50293595520964
156,2011,COP,62.0,59400.0,79497.6,8.771929824561408,1.3051998219484329,-0.4784688995215225,387.6525484565686,257.2999103348797,518.8122430333485,344.35564565384067
157,2012,COP,59.5,24478.6,73441.2,-4.0322580645161255,-58.79023569023569,-7.618343195266286,208.96161988663525,422.28509324270703,626.9309567711534,1266.9484361792054
158,2013,COP,59.5,25761.2,73088.4,0.0,5.239678739797227,-0.48038430744595795,218.20984778539182,473.43833275136456,619.0941663772585,1343.2157756418503
159,2014,COP,63.6,26039.3,71706.6,6.890756302521006,1.0795304566557418,-1.890587288817358,223.43850556466074,495.76003350849135,615.3013154394666,1365.2159013022617
160,2015,COP,62.8,24445.0,64092.0,-1.2578616352201366,-6.122668428106747,-10.619106191061922,250.75909892905503,826.8502232444865,657.4617373107382,2167.906913814098
161,2016,COP,64.5,25300.0,68796.0,2.7070063694267565,3.4976477807322492,7.339449541284404,281.8250679499176,1067.8259401510995,766.3413982087956,2903.6424260330054
162,2017,COP,61.2,19400.0,66150.0,-5.116279069767438,-23.320158102766797,-3.8461538461538436,264.4420817316867,666.5292379578094,901.6929745644884,2272.7272727272725
163,2018,COP,61.2,19200.0,67032.0,0.0,-1.0309278350515427,1.333333333333342,274.3641040297228,527.2262954114836,957.8736781937696,1840.6788038553423
164,2019,COP,66.9,19500.0,66150.0,9.31372549019609,1.5625,-1.3157894736842146,276.54082877159146,598.7656216415389,938.1115806790141,2031.1972241839899
165,2005,CVX,,,,0.0,0.0,0.0,,,,
166,2006,CVX,30.6,65400.0,264600.0,0.0,0.0,0.0,493.1085441988117,334.7991461085998,1995.0538347860181,1354.5543434302067
167,2007,CVX,30.6,63700.0,269892.0,0.0,-2.599388379204892,2.0000000000000018,428.13167905582515,312.3008285532186,1813.96099095345,1323.1945874393293
168,2008,CVX,34.7,62700.0,268716.0,13.398692810457513,-1.5698587127158548,-0.43572984749454813,389.0422858561102,245.77440496723008,1667.3347190767226,1053.3255981686475
169,2009,CVX,37.2,60800.0,225556.0,7.204610951008639,-3.0303030303030276,-16.061566858690956,369.3331956433262,381.68657756461363,1370.1532611270736,1415.9818698875656
170,2010,CVX,37.2,62100.0,263722.0,0.0,2.1381578947368363,16.920853357924415,336.09534066861863,327.5195536029788,1427.3065286925837,1390.8874672348595
171,2011,CVX,35.5,61600.0,263889.0,-4.569892473118287,-0.8051529790660261,0.06332425812030085,294.069908437324,260.7010148718079,1259.769708889886,1116.8202940504304
172,2012,CVX,47.1,70000.0,255000.0,32.67605633802817,13.636363636363647,-3.3684617395950522,300.4523954640273,314.4936651990296,1094.5051549046707,1145.6554946536078
173,2013,CVX,49.6,69000.0,258056.0,5.307855626326963,-1.4285714285714235,1.1984313725490248,271.91796747230575,325.9883589084587,1016.9574349859903,1219.1775644417567
174,2014,CVX,46.3,66000.0,257500.0,-6.653225806451624,-4.347826086956519,-0.21545711008463808,248.0960507619556,343.1994508808786,967.950501078842,1338.9978576034277
175,2015,CVX,46.3,68000.0,243056.0,0.0,3.0303030303030276,-5.609320388349515,255.54014798780923,554.8031264787951,913.3906795488965,1983.0621869033828
176,2016,CVX,46.3,66000.0,252500.0,0.0,-2.941176470588236,3.8855243236126658,253.77002283930204,638.8539347594618,970.8625873776328,2444.100280708547
177,2017,CVX,48.8,63000.0,237222.0,5.399568034557234,-4.545454545454541,-6.050693069306934,248.22108224391857,494.17578538651605,934.6587551121723,1860.7836216025414
178,2018,CVX,48.8,66000.0,270278.0,0.0,4.761904761904767,13.934626636652592,259.9827465995439,415.35034172005385,1064.660860385326,1700.9099948395867
179,2019,CVX,48.8,60000.0,261944.0,0.0,-9.090909090909093,-3.083491812134176,252.7081894300588,428.98509276802633,1103.256566201122,1872.8345190004648
180,2005,D,,,,0.0,0.0,0.0,,,,
181,2006,D,,,,0.0,0.0,0.0,,,,
182,2007,D,15.9,,,0.0,0.0,0.0,,,,
183,2008,D,26.2,,,64.77987421383646,0.0,0.0,,,,
184,2009,D,29.7,,,13.358778625954205,0.0,0.0,,,,
185,2010,D,29.7,,,0.0,0.0,0.0,,,,
186,2011,D,31.7,,,6.734006734006726,0.0,0.0,,,,
187,2012,D,31.7,,,0.0,0.0,0.0,,,,
188,2013,D,34.5,,,8.83280757097793,0.0,0.0,,,,
189,2014,D,35.2,,,2.0289855072463947,0.0,0.0,,,,
190,2015,D,42.8,46340.7,,21.590909090909083,0.0,0.0,788.1473544568601,3966.5068903535052,,
191,2016,D,44.8,48117.3,,4.672897196261672,3.833778945937394,0.0,671.9354838709677,4099.62511715089,,
192,2017,D,60.0,41649.5,133547.0,33.928571428571445,-13.441735093199336,0.0,543.8336488868578,3309.192753853488,1743.7748906443821,10610.757985062768
193,2018,D,60.0,39408.1,133547.0,0.0,-5.381577209810451,0.0,505.78971686731524,2901.708268905088,1714.0308545319199,9833.370149473529
194,2019,D,60.0,31890.8,172491.0,0.0,-19.075520007308143,29.161269066321218,307.1650790287316,1924.3784697079411,1661.394873968196,10408.580738595221
195,2005,DTE,,,,0.0,0.0,0.0,,,,
196,2006,DTE,,,,0.0,0.0,0.0,,,,
197,2007,DTE,12.4,43600.0,,0.0,0.0,0.0,1835.4803401532374,5125.7935574888315,,
198,2008,DTE,8.3,41800.0,,-33.06451612903225,-4.128440366972475,0.0,1699.8779991866613,4480.651731160896,,
199,2009,DTE,13.8,,,66.26506024096386,0.0,0.0,,,,
200,2010,DTE,30.3,39920.0,,119.56521739130434,0.0,0.0,1603.4704370179948,4665.186397101788,,
201,2011,DTE,30.3,,,0.0,0.0,0.0,,,,
202,2012,DTE,30.3,,,0.0,0.0,0.0,,,,
203,2013,DTE,39.4,,,30.03300330033003,0.0,0.0,,,,
204,2014,DTE,47.6,35600.0,118000.0,20.812182741116757,0.0,0.0,1272.6102809751912,2894.073652548573,4218.202616715522,9592.716039346395
205,2015,DTE,47.6,33900.0,103673.0,0.0,-4.7752808988763995,-12.141525423728815,1179.663848000835,3279.4814743155653,3607.648675923026,10029.312179549192
