,gvkey,datadate,fyear,tic,cusip,conm,at,ni,sale,cik,Change_in_Sales,Change_in_Assets,Change_in_NI,ROA,Profit_Margin
384,8099,20161231,2016,FE,337932107,FIRSTENERGY CORP,43148,-6177,14562,1031296,-3.120218216,-17.32040546,-1168.685121,-14.31584314,-42.41862382
385,8099,20171231,2017,FE,337932107,FIRSTENERGY CORP,42257,-1724,14012,1031296,-3.776953715,-2.064985631,-72.09001133,-4.07979743,-12.30373965
386,8099,20181231,2018,FE,337932107,FIRSTENERGY CORP,40063,1348,11261,1031296,-19.63317157,-5.192039189,-178.1902552,3.364700597,11.97051772
387,8099,20191231,2019,FE,337932107,FIRSTENERGY CORP,42301,912,11035,1031296,-2.006926561,5.586201732,-32.34421365,2.1559774,8.264612596
682,30923,20051231,2005,FTI,G87110105,TECHNIPFMC PLC,8641.107,110.486,6404.983,1681459,0,0,0,1.278609326,1.725000675
683,30923,20061231,2006,FTI,G87110105,TECHNIPFMC PLC,10641.269,264.072,9250.701,1681459,44.42975102,23.14705743,139.0094673,2.481583728,2.854616099
684,30923,20071231,2007,FTI,G87110105,TECHNIPFMC PLC,11827.408,184.436,11545.278,1681459,24.80435807,11.14659351,-30.1569269,1.559394924,1.597501593
685,30923,20081231,2008,FTI,G87110105,TECHNIPFMC PLC,11318.792,623.571,10448.854,1681459,-9.496731045,-4.300316688,238.0961418,5.509165642,5.967841067
686,30923,20091231,2009,FTI,G87110105,TECHNIPFMC PLC,12282.524,244.217,9292.439,1681459,-11.06738595,8.514442177,-60.83573482,1.988329109,2.628125942
687,30923,20101231,2010,FTI,G87110105,TECHNIPFMC PLC,13563.572,554.113,8094.09,1681459,-12.89595767,10.42984325,126.8937052,4.085302898,6.845896203
688,30923,20111231,2011,FTI,G87110105,TECHNIPFMC PLC,14830.734,658.12,8872.754,1681459,9.620154953,9.342391518,18.76999818,4.437541662,7.417313722
689,30923,20121231,2012,FTI,G87110105,TECHNIPFMC PLC,15270.707,711.648,10858.144,1681459,22.37625432,2.966629973,8.133471099,4.660216452,6.554048279
690,30923,20131231,2013,FTI,G87110105,TECHNIPFMC PLC,18258.553,775.895,12911.474,1681459,18.91050625,19.56586555,9.027918297,4.249487898,6.009344866
691,30923,20141231,2014,FTI,G87110105,TECHNIPFMC PLC,16239.3,528.33,12227.939,1681459,-5.294012132,-11.05921701,-31.9070235,3.25340378,4.320679061
692,30923,20151231,2015,FTI,G87110105,TECHNIPFMC PLC,14843.167,48.974,11247.969,1681459,-8.014187837,-8.59724865,-90.7304147,0.329943064,0.435403049
693,30923,20161231,2016,FTI,G87110105,TECHNIPFMC PLC,18760.401,296.828,8791.611,1681459,-21.83823586,26.39082347,506.093029,1.582204986,3.376264032
694,30923,20171231,2017,FTI,G87110105,TECHNIPFMC PLC,28263.7,113.3,15056.9,1681459,71.26440194,50.65616135,-61.82974652,0.400867544,0.75247893
695,30923,20181231,2018,FTI,G87110105,TECHNIPFMC PLC,24784.5,-1921.6,12552.9,1681459,-16.63024925,-12.30978251,-1796.028244,-7.753232867,-15.30801647
696,30923,20191231,2019,FTI,G87110105,TECHNIPFMC PLC,23518.8,-2415.2,13409.1,1681459,6.820734651,-5.106820795,25.68692756,-10.26923142,-18.01164881
201,5439,20051231,2005,HAL,406216101,HALLIBURTON CO,15010,2358,21007,45012,0,0,0,15.70952698,11.22482982
202,5439,20061231,2006,HAL,406216101,HALLIBURTON CO,16820,2348,22504,45012,7.12619603,12.05862758,-0.42408821,13.95957194,10.43370068
203,5439,20071231,2007,HAL,406216101,HALLIBURTON CO,13135,3499,15264,45012,-32.1720583,-21.90844233,49.02044293,26.63875143,22.92321803
204,5439,20081231,2008,HAL,406216101,HALLIBURTON CO,14385,1538,18279,45012,19.75235849,9.516558812,-56.04458417,10.69169274,8.414027026
205,5439,20091231,2009,HAL,406216101,HALLIBURTON CO,16538,1145,14675,45012,-19.71661469,14.96697949,-25.5526658,6.923449026,7.802385009
206,5439,20101231,2010,HAL,406216101,HALLIBURTON CO,18297,1835,17973,45012,22.47359455,10.63611078,60.26200873,10.0289665,10.20975908
207,5439,20111231,2011,HAL,406216101,HALLIBURTON CO,23677,2839,24829,45012,38.14610805,29.40372739,54.71389646,11.99053934,11.43421
208,5439,20121231,2012,HAL,406216101,HALLIBURTON CO,27410,2635,28503,45012,14.79721294,15.76635553,-7.185628743,9.613279825,9.244640915
209,5439,20131231,2013,HAL,406216101,HALLIBURTON CO,29223,2125,29402,45012,3.154053959,6.614374316,-19.35483871,7.271669575,7.227399497
210,5439,20141231,2014,HAL,406216101,HALLIBURTON CO,32240,3500,32870,45012,11.79511598,10.32405982,64.70588235,10.8560794,10.6480073
211,5439,20151231,2015,HAL,406216101,HALLIBURTON CO,36942,-671,23633,45012,-28.10161241,14.58436725,-119.1714286,-1.816360782,-2.839250201
212,5439,20161231,2016,HAL,406216101,HALLIBURTON CO,27000,-5763,15887,45012,-32.77620277,-26.91245737,758.8673621,-21.34444444,-36.27494178
213,5439,20171231,2017,HAL,406216101,HALLIBURTON CO,25085,-463,20620,45012,29.79165355,-7.092592593,-91.96598994,-1.845724537,-2.245392823
214,5439,20181231,2018,HAL,406216101,HALLIBURTON CO,25982,1656,23995,45012,16.36760427,3.575842137,-457.6673866,6.373643292,6.9014378
215,5439,20191231,2019,HAL,406216101,HALLIBURTON CO,25377,-1131,22408,45012,-6.613877891,-2.32853514,-168.2971014,-4.456791583,-5.047304534
15,1380,20051231,2005,HES,42809H107,HESS CORP,19115,1242,22747,4447,0,0,0,6.497515041,5.460060667
16,1380,20061231,2006,HES,42809H107,HESS CORP,22404,1916,28067,4447,23.38769948,17.20638242,54.26731079,8.552044278,6.82652225
17,1380,20071231,2007,HES,42809H107,HESS CORP,26131,1832,31711,4447,12.98321873,16.63542225,-4.384133612,7.010830049,5.777175113
18,1380,20081231,2008,HES,42809H107,HESS CORP,28589,2360,41165,4447,29.81299864,9.406452107,28.8209607,8.254923222,5.733025629
19,1380,20091231,2009,HES,42809H107,HESS CORP,29465,740,29614,4447,-28.06024535,3.064115569,-68.6440678,2.511454268,2.498818127
20,1380,20101231,2010,HES,42809H107,HESS CORP,35396,2125,33862,4447,14.34456676,20.12896657,187.1621622,6.003503221,6.275471029
21,1380,20111231,2011,HES,42809H107,HESS CORP,39136,1703,38466,4447,13.5963617,10.56616567,-19.85882353,4.351492232,4.427286435
22,1380,20121231,2012,HES,42809H107,HESS CORP,43441,2025,37691,4447,-2.014766287,11.00010221,18.90780975,4.661494901,5.372635377
23,1380,20131231,2013,HES,42809H107,HESS CORP,42754,5052,22284,4447,-40.87713247,-1.581455307,149.4814815,11.81643823,22.67097469
24,1380,20141231,2014,HES,42809H107,HESS CORP,38578,2317,10737,4447,-51.8174475,-9.767507134,-54.13697546,6.00601379,21.57958461
25,1380,20151231,2015,HES,42809H107,HESS CORP,34195,-3056,6636,4447,-38.19502654,-11.36139769,-231.8946914,-8.936979091,-46.05183846
26,1380,20161231,2016,HES,42809H107,HESS CORP,28621,-6132,4762,4447,-28.23990356,-16.30062875,100.6544503,-21.42482792,-128.7694246
27,1380,20171231,2017,HES,42809H107,HESS CORP,23112,-4074,5466,4447,14.78370433,-19.24810454,-33.56164384,-17.62720665,-74.53347969
28,1380,20181231,2018,HES,42809H107,HESS CORP,21433,-282,6323,4447,15.67874131,-7.264624438,-93.07805596,-1.315728083,-4.459908271
29,1380,20191231,2019,HES,42809H107,HESS CORP,21782,-408,6495,4447,2.72022774,1.628330145,44.68085106,-1.873106235,-6.281755196
217,5667,20051231,2005,HFC,436106108,HOLLYFRONTIER CORP,1142.9,167.658,3212.745,48039,0,0,0,14.66952489,5.218528081
218,5667,20061231,2006,HFC,436106108,HOLLYFRONTIER CORP,1237.869,266.566,4023.217,48039,25.22677648,8.309475895,58.99390426,21.53426574,6.625692822
219,5667,20071231,2007,HFC,436106108,HOLLYFRONTIER CORP,1663.945,334.128,4791.742,48039,19.10225076,34.42012038,25.34531786,20.08047141,6.972996459
220,5667,20081231,2008,HFC,436106108,HOLLYFRONTIER CORP,1874.225,120.558,5867.668,48039,22.45375481,12.63743693,-63.91861801,6.432418733,2.054615224
221,5667,20091231,2009,HFC,436106108,HOLLYFRONTIER CORP,3145.939,19.533,4834.268,48039,-17.61176672,67.85279249,-83.79784004,0.620895701,0.404052899
222,5667,20101231,2010,HFC,436106108,HOLLYFRONTIER CORP,3701.475,103.964,8322.929,48039,72.16523784,17.65882937,432.2479906,2.808718146,1.249127561
223,5667,20111231,2011,HFC,436106108,HOLLYFRONTIER CORP,10314.621,1023.397,15439.528,48039,85.50594388,178.6624521,884.3763226,9.921809051,6.628421542
224,5667,20121231,2012,HFC,436106108,HOLLYFRONTIER CORP,10328.997,1727.172,20090.724,48039,30.12524735,0.139374971,68.76852287,16.72158487,8.59686291
225,5667,20131231,2013,HFC,436106108,HOLLYFRONTIER CORP,10056.739,735.842,20160.56,48039,0.347603202,-2.635860965,-57.39613657,7.316904615,3.649908534
226,5667,20141231,2014,HFC,436106108,HOLLYFRONTIER CORP,9230.64,281.292,19764.327,48039,-1.965386874,-8.214382416,-61.77277187,3.047372663,1.423230854
227,5667,20151231,2015,HFC,436106108,HOLLYFRONTIER CORP,8388.299,740.101,13237.92,48039,-33.02114461,-9.12548859,163.1077315,8.823016442,5.590765014
228,5667,20161231,2016,HFC,436106108,HOLLYFRONTIER CORP,9435.661,-260.453,10535.7,48039,-20.41272345,12.48598792,-135.1915482,-2.760304763,-2.472099623
229,5667,20171231,2017,HFC,436106108,HOLLYFRONTIER CORP,10692.154,805.395,14251.299,48039,35.26675019,13.31642796,-409.2285364,7.532579497,5.651379569
230,5667,20181231,2018,HFC,436106108,HOLLYFRONTIER CORP,10994.601,1097.96,17714.666,48039,24.30211449,2.828681667,36.32565387,9.986356031,6.198028233
231,5667,20191231,2019,HFC,436106108,HOLLYFRONTIER CORP,12164.841,772.388,17486.578,48039,-1.287565907,10.64376961,-29.65244636,6.349347271,4.417033453
247,6310,20051231,2005,KMI,49456B101,KINDER MORGAN INC,17451.614,554.619,1585.772,1506307,0,0,0,3.178038432,34.97470002
248,6310,20061231,2006,KMI,49456B101,KINDER MORGAN INC,26795.6,71.9,11846.4,1506307,647.0430806,53.54224543,-87.03614553,0.268327636,0.60693544
249,6310,20071231,2007,KMI,49456B101,KINDER MORGAN INC,36101,312.9,10559.8,1506307,-10.86068341,34.7273433,335.1877608,0.866734993,2.963124302
250,6310,20081231,2008,KMI,49456B101,KINDER MORGAN INC,25444.9,-3599.3,12094.8,1506307,14.53626016,-29.51746489,-1250.303611,-14.14546726,-29.75907001
251,6310,20091231,2009,KMI,49456B101,KINDER MORGAN INC,27586.3,496,7185.2,1506307,-40.59265139,8.415831856,-113.7804573,1.797993932,6.90307855
252,6310,20101231,2010,KMI,49456B101,KINDER MORGAN INC,28908.1,-41.3,8190.6,1506307,13.99265156,4.791508829,-108.3266129,-0.142866532,-0.504236564
253,6310,20111231,2011,KMI,49456B101,KINDER MORGAN INC,30717,594.4,8264.9,1506307,0.90713745,6.257415742,-1539.225182,1.935084806,7.191859551
254,6310,20121231,2012,KMI,49456B101,KINDER MORGAN INC,68185,315,9973,1506307,20.66691672,121.9780578,-47.00538358,0.461978441,3.158528026
255,6310,20131231,2013,KMI,49456B101,KINDER MORGAN INC,75185,1193,14070,1506307,41.08091848,10.26618758,278.7301587,1.586752677,8.479033404
256,6310,20141231,2014,KMI,49456B101,KINDER MORGAN INC,83198,1026,16226,1506307,15.32338308,10.65771098,-13.99832355,1.233202721,6.323185012
257,6310,20151231,2015,KMI,49456B101,KINDER MORGAN INC,84104,253,14403,1506307,-11.23505485,1.088968485,-75.3411306,0.300818035,1.756578491
258,6310,20161231,2016,KMI,49456B101,KINDER MORGAN INC,80305,708,13058,1506307,-9.338332292,-4.517026539,179.8418972,0.881638752,5.421963547
259,6310,20171231,2017,KMI,49456B101,KINDER MORGAN INC,79055,183,13705,1506307,4.95481697,-1.556565594,-74.15254237,0.23148441,1.335279095
260,6310,20181231,2018,KMI,49456B101,KINDER MORGAN INC,78866,1609,14144,1506307,3.203210507,-0.239074062,779.2349727,2.040169401,11.37584842
261,6310,20191231,2019,KMI,49456B101,KINDER MORGAN INC,74157,2190,13209,1506307,-6.610576923,-5.970887328,36.10938471,2.953193899,16.57960481
576,11554,20051231,2005,LNT,18802108,ALLIANT ENERGY CORP,7733.1,11,3279.6,352541,0,0,0,0.142245671,0.335406757
577,11554,20061231,2006,LNT,18802108,ALLIANT ENERGY CORP,7084.1,334.4,3359.4,352541,2.433223564,-8.392494601,2940,4.720430259,9.954158481
578,11554,20071231,2007,LNT,18802108,ALLIANT ENERGY CORP,7189.7,444,3437.6,352541,2.32779663,1.490662187,32.77511962,6.175501064,12.9159879
579,11554,20081231,2008,LNT,18802108,ALLIANT ENERGY CORP,8201.5,306.7,3681.7,352541,7.100884338,14.07290986,-30.92342342,3.739559837,8.330390852
580,11554,20091231,2009,LNT,18802108,ALLIANT ENERGY CORP,9036,129.7,3432.8,352541,-6.760463916,10.17496799,-57.71111836,1.435369633,3.778256817
581,11554,20101231,2010,LNT,18802108,ALLIANT ENERGY CORP,9282.9,306.3,3416.1,352541,-0.486483337,2.732403718,136.1603701,3.299615422,8.966365153
582,11554,20111231,2011,LNT,18802108,ALLIANT ENERGY CORP,9687.9,321.9,3665.3,352541,7.294868417,4.362860744,5.093046033,3.322701514,8.782364336
583,11554,20121231,2012,LNT,18802108,ALLIANT ENERGY CORP,10785.5,335.7,3094.5,352541,-15.57307724,11.32959671,4.287045666,3.112512169,10.84827921
584,11554,20131231,2013,LNT,18802108,ALLIANT ENERGY CORP,11112.4,376.2,3276.8,352541,5.891097108,3.030921144,12.06434316,3.385407293,11.48071289
585,11554,20141231,2014,LNT,18802108,ALLIANT ENERGY CORP,12085.9,393.3,3350.3,352541,2.243041992,8.760483784,4.545454545,3.254205314,11.73924723
586,11554,20151231,2015,LNT,18802108,ALLIANT ENERGY CORP,12495.2,388.4,3253.6,352541,-2.886308689,3.386590986,-1.245868294,3.108393623,11.9375461
587,11554,20161231,2016,LNT,18802108,ALLIANT ENERGY CORP,13373.8,381.7,3320,352541,2.040816327,7.031500096,-1.725025747,2.854087843,11.49698795
588,11554,20171231,2017,LNT,18802108,ALLIANT ENERGY CORP,14187.8,467.5,3382.2,352541,1.873493976,6.086527389,22.47838617,3.295084509,13.82236414
589,11554,20181231,2018,LNT,18802108,ALLIANT ENERGY CORP,15426,522.3,3534.5,352541,4.502986222,8.727216341,11.72192513,3.385842085,14.77719621
590,11554,20191231,2019,LNT,18802108,ALLIANT ENERGY CORP,16700.7,567.4,3647.7,352541,3.202716084,8.263321665,8.634884166,3.397462382,15.55500726
771,186989,20091231,2009,MPC,56585A102,MARATHON PETROLEUM CORP,21254,449,40606,1510295,0,0,0,2.112543521,1.105747919
772,186989,20101231,2010,MPC,56585A102,MARATHON PETROLEUM CORP,23232,623,57279,1510295,41.06043442,9.306483485,38.75278396,2.681646006,1.087658653
773,186989,20111231,2011,MPC,56585A102,MARATHON PETROLEUM CORP,25745,2389,73524,1510295,28.36117949,10.81697658,283.4670947,9.279471742,3.249279147
774,186989,20121231,2012,MPC,56585A102,MARATHON PETROLEUM CORP,27223,3389,76534,1510295,4.093901311,5.740920567,41.85851821,12.44903207,4.428097316
775,186989,20131231,2013,MPC,56585A102,MARATHON PETROLEUM CORP,28385,2112,93897,1510295,22.68664907,4.268449473,-37.68073178,7.440549586,2.24927314
776,186989,20141231,2014,MPC,56585A102,MARATHON PETROLEUM CORP,30460,2524,91132,1510295,-2.944716019,7.310199049,19.50757576,8.286277085,2.769608919
777,186989,20151231,2015,MPC,56585A102,MARATHON PETROLEUM CORP,43115,2852,64359,1510295,-29.3782645,41.54629022,12.99524564,6.614867216,4.431392657
778,186989,20161231,2016,MPC,56585A102,MARATHON PETROLEUM CORP,44413,1174,55833,1510295,-13.24756444,3.010553172,-58.83590463,2.643370184,2.102699121
779,186989,20171231,2017,MPC,56585A102,MARATHON PETROLEUM CORP,49047,3432,66974,1510295,19.95414898,10.43388197,192.3339012,6.99736987,5.124376624
780,186989,20181231,2018,MPC,56585A102,MARATHON PETROLEUM CORP,92940,2780,96504,1510295,44.09173709,89.49171203,-18.997669,2.991177104,2.880709608
781,186989,20191231,2019,MPC,56585A102,MARATHON PETROLEUM CORP,98556,2637,123949,1510295,28.43923568,6.042608134,-5.143884892,2.675636187,2.127487918
278,7017,20051231,2005,MRO,565849106,MARATHON OIL CORP,28498,3032,58596,101778,0,0,0,10.63934311,5.174414636
279,7017,20061231,2006,MRO,565849106,MARATHON OIL CORP,30831,5234,59917,101778,2.254420097,8.186539406,72.62532982,16.97641984,8.735417327
280,7017,20071231,2007,MRO,565849106,MARATHON OIL CORP,42746,3956,59389,101778,-0.88121902,38.64616782,-24.41727169,9.254667103,6.661166209
281,7017,20081231,2008,MRO,565849106,MARATHON OIL CORP,42686,3528,72128,101778,21.45010019,-0.140364011,-10.8190091,8.26500492,4.891304348
282,7017,20091231,2009,MRO,565849106,MARATHON OIL CORP,47052,1463,48546,101778,-32.69465395,10.22817786,-58.53174603,3.109325852,3.013636551
283,7017,20101231,2010,MRO,565849106,MARATHON OIL CORP,50014,2568,67113,101778,38.24619948,6.295162799,75.52973342,5.134562323,3.82638237
284,7017,20111231,2011,MRO,565849106,MARATHON OIL CORP,31371,2946,14663,101778,-78.15177387,-37.27556284,14.71962617,9.390838673,20.09138648
285,7017,20121231,2012,MRO,565849106,MARATHON OIL CORP,35306,1582,15688,101778,6.99038396,12.54343183,-46.30006789,4.480824789,10.08414074
286,7017,20131231,2013,MRO,565849106,MARATHON OIL CORP,35620,1753,14501,101778,-7.566292708,0.889367246,10.8091024,4.921392476,12.08882146
287,7017,20141231,2014,MRO,565849106,MARATHON OIL CORP,36011,3046,10846,101778,-25.20515826,1.097697923,73.75926982,8.458526561,28.0840863
288,7017,20151231,2015,MRO,565849106,MARATHON OIL CORP,32311,-2204,5522,101778,-49.0872211,-10.2746383,-172.3571898,-6.8212064,-39.91307497
289,7017,20161231,2016,MRO,565849106,MARATHON OIL CORP,31094,-2140,4031,101778,-27.00108656,-3.766519142,-2.903811252,-6.882356725,-53.08856363
290,7017,20171231,2017,MRO,565849106,MARATHON OIL CORP,22012,-5723,4373,101778,8.484247085,-29.20820737,167.4299065,-25.99945484,-130.8712554
291,7017,20181231,2018,MRO,565849106,MARATHON OIL CORP,21321,1096,5888,101778,34.64440887,-3.139196802,-119.150795,5.140471835,18.61413043
292,7017,20191231,2019,MRO,565849106,MARATHON OIL CORP,20245,480,4991,101778,-15.234375,-5.046667605,-56.20437956,2.370955792,9.61731116
185,4517,20051231,2005,NEE,65339F101,NEXTERA ENERGY INC,33004,885,11846,753308,0,0,0,2.681493152,7.470876245
186,4517,20061231,2006,NEE,65339F101,NEXTERA ENERGY INC,35991,1281,15710,753308,32.61860544,9.050418131,44.74576271,3.559223139,8.154042011
187,4517,20071231,2007,NEE,65339F101,NEXTERA ENERGY INC,40123,1312,15263,753308,-2.845321451,11.48064794,2.419984387,3.269944919,8.595950993
188,4517,20081231,2008,NEE,65339F101,NEXTERA ENERGY INC,44821,1639,16410,753308,7.514905327,11.70899484,24.92378049,3.656768033,9.98781231
189,4517,20091231,2009,NEE,65339F101,NEXTERA ENERGY INC,48458,1615,15643,753308,-4.673979281,8.1144999,-1.464307505,3.332783029,10.32410663
190,4517,20101231,2010,NEE,65339F101,NEXTERA ENERGY INC,52994,1957,15317,753308,-2.083999233,9.360683478,21.17647059,3.692870891,12.77665339
191,4517,20111231,2011,NEE,65339F101,NEXTERA ENERGY INC,57188,1923,15341,753308,0.156688647,7.914103483,-1.737353091,3.362593551,12.53503683
192,4517,20121231,2012,NEE,65339F101,NEXTERA ENERGY INC,64439,1911,14256,753308,-7.072550681,12.67923341,-0.624024961,2.965595369,13.40488215
193,4517,20131231,2013,NEE,65339F101,NEXTERA ENERGY INC,69306,1908,15136,753308,6.172839506,7.552879467,-0.156985871,2.753008398,12.60570825
194,4517,20141231,2014,NEE,65339F101,NEXTERA ENERGY INC,74929,2465,17021,753308,12.45375264,8.113294664,29.19287212,3.289780993,14.48211033
195,4517,20151231,2015,NEE,65339F101,NEXTERA ENERGY INC,82479,2752,17486,753308,2.731919394,10.07620547,11.64300203,3.336606894,15.73830493
196,4517,20161231,2016,NEE,65339F101,NEXTERA ENERGY INC,89993,2912,16155,753308,-7.611803729,9.110197747,5.813953488,3.235807229,18.02537914
197,4517,20171231,2017,NEE,65339F101,NEXTERA ENERGY INC,97827,5378,17195,753308,6.437635407,8.705121509,84.68406593,5.497459801,31.27653388
198,4517,20181231,2018,NEE,65339F101,NEXTERA ENERGY INC,103702,6638,16727,753308,-2.721721431,6.005499504,23.42878393,6.401033731,39.68434268
199,4517,20191231,2019,NEE,65339F101,NEXTERA ENERGY INC,117691,3769,19204,753308,14.80839362,13.48961447,-43.22084965,3.202453883,19.62611956
325,7974,20051231,2005,NI,65473P105,NISOURCE INC,17958.5,310.7,7899.1,1111711,0,0,0,1.730099953,3.933359497
326,7974,20061231,2006,NI,65473P105,NISOURCE INC,18156.5,283.3,7490,1111711,-5.179071033,1.102541972,-8.818796266,1.560322749,3.782376502
327,7974,20071231,2007,NI,65473P105,NISOURCE INC,18004.8,321.4,7973.3,1111711,6.452603471,-0.835513452,13.44864102,1.785079534,4.030953307
328,7974,20081231,2008,NI,65473P105,NISOURCE INC,20032.2,79,8874.2,1111711,11.29896028,11.26033058,-75.42003734,0.394365072,0.89022109
329,7974,20091231,2009,NI,65473P105,NISOURCE INC,19271.7,217.7,6649.4,1111711,-25.07042888,-3.796387816,175.5696203,1.129635683,3.273979607
330,7974,20101231,2010,NI,65473P105,NISOURCE INC,19938.8,292,6422,1111711,-3.419857431,3.461552432,34.12953606,1.464481313,4.546870134
331,7974,20111231,2011,NI,65473P105,NISOURCE INC,20708.3,299.1,6019.1,1111711,-6.273746496,3.859309487,2.431506849,1.444348401,4.969181439
332,7974,20121231,2012,NI,65473P105,NISOURCE INC,21844.7,416.1,5061.2,1111711,-15.91433935,5.487654708,39.11735206,1.904809862,8.221370426
333,7974,20131231,2013,NI,65473P105,NISOURCE INC,22653.9,532.1,5657.3,1111711,11.77783925,3.704331028,27.87791396,2.34882294,9.405546816
334,7974,20141231,2014,NI,65473P105,NISOURCE INC,24866.3,530,6470.6,1111711,14.37611581,9.766088841,-0.394662657,2.13139872,8.190894198
335,7974,20151231,2015,NI,65473P105,NISOURCE INC,17492.5,286.5,4651.8,1111711,-28.10867617,-29.65378846,-45.94339623,1.637844791,6.15890623
336,7974,20161231,2016,NI,65473P105,NISOURCE INC,18691.9,331.5,4492.5,1111711,-3.424480846,6.856652851,15.70680628,1.773495471,7.378964942
337,7974,20171231,2017,NI,65473P105,NISOURCE INC,19961.7,128.5,4874.6,1111711,8.505286589,6.793316891,-61.23680241,0.643732748,2.636113732
338,7974,20181231,2018,NI,65473P105,NISOURCE INC,21804,-50.6,5114.5,1111711,4.921429451,9.229173868,-139.3774319,-0.232067511,-0.989344022
339,7974,20191231,2019,NI,65473P105,NISOURCE INC,22659.8,383.1,5208.9,1111711,1.845732721,3.924967896,-857.1146245,1.690659229,7.354719806
704,63892,20051231,2005,NOV,62955J103,NOV INC,6678.5,286.9,4644.5,1021860,0,0,0,4.295874822,6.177198837
705,63892,20061231,2006,NOV,62955J103,NOV INC,9019.3,684,7025.8,1021860,51.27139628,35.04978663,138.410596,7.583737097,9.73554613
706,63892,20071231,2007,NOV,62955J103,NOV INC,12114.9,1337.1,9789,1021860,39.32932904,34.32195403,95.48245614,11.03682243,13.65920932
707,63892,20081231,2008,NOV,62955J103,NOV INC,21478.7,1952,13431.4,1021860,37.20911227,77.2915996,45.98758507,9.088073301,14.53310898
708,63892,20091231,2009,NOV,62955J103,NOV INC,21532,1469,12712,1021860,-5.356105842,0.248152821,-24.74385246,6.822403864,11.55601007
709,63892,20101231,2010,NOV,62955J103,NOV INC,23050,1667,12156,1021860,-4.373820013,7.049972134,13.47855684,7.232104121,13.71339256
710,63892,20111231,2011,NOV,62955J103,NOV INC,25515,1994,14658,1021860,20.58242843,10.69414317,19.61607678,7.815010778,13.60349297
711,63892,20121231,2012,NOV,62955J103,NOV INC,31484,2491,20041,1021860,36.72397326,23.39408191,24.92477432,7.911955279,12.42951949
712,63892,20131231,2013,NOV,62955J103,NOV INC,34812,2327,22767,1021860,13.60211566,10.57044848,-6.583701325,6.684476617,10.22093381
713,63892,20141231,2014,NOV,62955J103,NOV INC,33562,2502,21440,1021860,-5.828611587,-3.590715845,7.520412548,7.454859663,11.66977612
714,63892,20151231,2015,NOV,62955J103,NOV INC,26725,-769,14757,1021860,-31.17070896,-20.3712532,-130.7354117,-2.877455566,-5.211086264
715,63892,20161231,2016,NOV,62955J103,NOV INC,21140,-2412,7251,1021860,-50.86399675,-20.89803555,213.6540962,-11.40964995,-33.26437733
716,63892,20171231,2017,NOV,62955J103,NOV INC,20206,-237,7304,1021860,0.730933664,-4.418164617,-90.17412935,-1.172918935,-3.244797371
717,63892,20181231,2018,NOV,62955J103,NOV INC,19796,-31,8453,1021860,15.73110624,-2.029100267,-86.91983122,-0.156597292,-0.366733704
718,63892,20191231,2019,NOV,62955J103,NOV INC,13149,-6095,8479,1021860,0.307583107,-33.5774904,19561.29032,-46.35333485,-71.88347683
720,135990,20051231,2005,NRG,629377508,NRG ENERGY INC,7431,84,2708,1013871,0,0,0,1.130399677,3.101920236
721,135990,20061231,2006,NRG,629377508,NRG ENERGY INC,19435,621,5623,1013871,107.6440177,161.5394967,639.2857143,3.195266272,11.04392673
722,135990,20071231,2007,NRG,629377508,NRG ENERGY INC,19274,586,5989,1013871,6.508980971,-0.828402367,-5.636070853,3.040365259,9.784605109
723,135990,20081231,2008,NRG,629377508,NRG ENERGY INC,24808,1188,6885,1013871,14.9607614,28.71225485,102.7303754,4.788777814,17.25490196
724,135990,20091231,2009,NRG,629377508,NRG ENERGY INC,23378,942,8952,1013871,30.02178649,-5.76426959,-20.70707071,4.029429378,10.5227882
725,135990,20101231,2010,NRG,629377508,NRG ENERGY INC,26896,477,8849,1013871,-1.150580876,15.04833604,-49.36305732,1.773497918,5.390439598
726,135990,20111231,2011,NRG,629377508,NRG ENERGY INC,26715,197,9079,1013871,2.599163747,-0.672962522,-58.70020964,0.737413438,2.169842494
727,135990,20121231,2012,NRG,629377508,NRG ENERGY INC,35128,559,8422,1013871,-7.236479789,31.49167135,183.7563452,1.591323161,6.637378295
728,135990,20131231,2013,NRG,629377508,NRG ENERGY INC,33902,-386,11295,1013871,34.11303728,-3.490093373,-169.0518784,-1.138575895,-3.417441346
729,135990,20141231,2014,NRG,629377508,NRG ENERGY INC,40665,134,15868,1013871,40.48694112,19.94867559,-134.7150259,0.329521702,0.844466852
730,135990,20151231,2015,NRG,629377508,NRG ENERGY INC,32882,-6382,14674,1013871,-7.524577767,-19.13930899,-4862.686567,-19.40879509,-43.49189042
731,135990,20161231,2016,NRG,629377508,NRG ENERGY INC,30355,-774,12351,1013871,-15.830721,-7.685055654,-87.87214039,-2.549827047,-6.266699053
732,135990,20171231,2017,NRG,629377508,NRG ENERGY INC,23318,-2153,10629,1013871,-13.94219092,-23.18234228,178.1653747,-9.233210395,-20.25590366
733,135990,20181231,2018,NRG,629377508,NRG ENERGY INC,10628,268,9478,1013871,-10.82886443,-54.42147697,-112.4477473,2.521640948,2.82760076
734,135990,20191231,2019,NRG,629377508,NRG ENERGY INC,12531,4438,9821,1013871,3.618906942,17.90553256,1555.970149,35.4161679,45.18888097
388,8151,20051231,2005,OKE,682680103,ONEOK INC,10013.466,546.545,12676.23,1039684,0,0,0,5.458100122,4.311573709
