,gvkey,datadate,fyear,tic,cusip,conm,at,ni,sale,cik,Change_in_Sales,Change_in_Assets,Change_in_NI,ROA,Profit_Margin
128,4029,20111231,2011,D,25746U109,DOMINION ENERGY INC,45614,1408,14379,715957,-5.382641311,6.532452063,-49.85754986,3.086771605,9.792057862
129,4029,20121231,2012,D,25746U109,DOMINION ENERGY INC,46838,302,13093,715957,-8.943598303,2.68338668,-78.55113636,0.64477561,2.306576033
130,4029,20131231,2013,D,25746U109,DOMINION ENERGY INC,50096,1697,13120,715957,0.206217063,6.955890516,461.9205298,3.387496008,12.93445122
131,4029,20141231,2014,D,25746U109,DOMINION ENERGY INC,54327,1310,12436,715957,-5.213414634,8.445784095,-22.80494991,2.411324019,10.53393374
132,4029,20151231,2015,D,25746U109,DOMINION ENERGY INC,58797,1899,11683,715957,-6.055001608,8.227952952,44.96183206,3.22975662,16.25438672
133,4029,20161231,2016,D,25746U109,DOMINION ENERGY INC,71610,2123,11737,715957,0.462210049,21.79192816,11.79568194,2.964669739,18.08809747
134,4029,20171231,2017,D,25746U109,DOMINION ENERGY INC,76585,2999,12586,715957,7.233534975,6.947353722,41.26236458,3.915910426,23.82806293
135,4029,20181231,2018,D,25746U109,DOMINION ENERGY INC,77914,2447,13581,715957,7.905609407,1.735326761,-18.40613538,3.140642247,18.01781901
136,4029,20191231,2019,D,25746U109,DOMINION ENERGY INC,103823,1358,16572,715957,22.02341507,33.2533306,-44.50347364,1.307995338,8.194545016
107,3897,20051231,2005,DTE,233331107,DTE ENERGY CO,23335,537,9022,936340,0,0,0,2.301264195,5.952117047
108,3897,20061231,2006,DTE,233331107,DTE ENERGY CO,23785,433,9022,936340,0,1.928433683,-19.36685289,1.820475089,4.799379295
109,3897,20071231,2007,DTE,233331107,DTE ENERGY CO,23754,971,8506,936340,-5.719352693,-0.130334244,124.2494226,4.087732592,11.41547143
110,3897,20081231,2008,DTE,233331107,DTE ENERGY CO,24590,546,9329,936340,9.67552316,3.519407258,-43.76930999,2.220414803,5.852717333
111,3897,20091231,2009,DTE,233331107,DTE ENERGY CO,24195,532,8014,936340,-14.09583021,-1.606344042,-2.564102564,2.198801405,6.63838283
112,3897,20101231,2010,DTE,233331107,DTE ENERGY CO,24896,630,8557,936340,6.775642625,2.897292829,18.42105263,2.530526992,7.362393362
113,3897,20111231,2011,DTE,233331107,DTE ENERGY CO,26009,711,8897,936340,3.973355148,4.470597686,12.85714286,2.733669115,7.991457795
114,3897,20121231,2012,DTE,233331107,DTE ENERGY CO,26339,610,8791,936340,-1.191412836,1.268791572,-14.20534459,2.315957326,6.938914799
115,3897,20131231,2013,DTE,233331107,DTE ENERGY CO,25935,661,9661,936340,9.896485042,-1.533847147,8.360655738,2.548679391,6.841941828
116,3897,20141231,2014,DTE,233331107,DTE ENERGY CO,27974,905,12301,936340,27.32636373,7.861962599,36.91376702,3.235146922,7.357125437
117,3897,20151231,2015,DTE,233331107,DTE ENERGY CO,28737,727,10337,936340,-15.96618161,2.727532709,-19.66850829,2.52983958,7.032988294
118,3897,20161231,2016,DTE,233331107,DTE ENERGY CO,32041,868,10630,936340,2.834478088,11.49737273,19.39477304,2.709029057,8.165569144
119,3897,20171231,2017,DTE,233331107,DTE ENERGY CO,33767,1134,12607,936340,18.59830668,5.386848101,30.64516129,3.358308408,8.995002776
120,3897,20181231,2018,DTE,233331107,DTE ENERGY CO,36288,1120,14212,936340,12.73102245,7.465869044,-1.234567901,3.086419753,7.880664227
121,3897,20191231,2019,DTE,233331107,DTE ENERGY CO,41882,1169,12669,936340,-10.85702223,15.41556437,4.375,2.791175207,9.227247612
138,4093,20051231,2005,DUK,26441C204,DUKE ENERGY CORP,54723,1824,16746,1326160,0,0,0,3.333150595,10.89215335
139,4093,20061231,2006,DUK,26441C204,DUKE ENERGY CORP,68700,1863,15184,1326160,-9.327600621,25.54136286,2.138157895,2.711790393,12.2694942
140,4093,20071231,2007,DUK,26441C204,DUKE ENERGY CORP,49704,1500,12720,1326160,-16.22760801,-27.65065502,-19.48470209,3.017865765,11.79245283
141,4093,20081231,2008,DUK,26441C204,DUKE ENERGY CORP,53077,1362,13207,1326160,3.828616352,6.786174151,-9.2,2.566083238,10.31271296
142,4093,20091231,2009,DUK,26441C204,DUKE ENERGY CORP,57040,1075,12731,1326160,-3.604149315,7.466510918,-21.07195301,1.884642356,8.443955699
143,4093,20101231,2010,DUK,26441C204,DUKE ENERGY CORP,59090,1320,14272,1326160,12.10431231,3.593969144,22.79069767,2.233880521,9.248878924
144,4093,20111231,2011,DUK,26441C204,DUKE ENERGY CORP,62526,1706,14529,1326160,1.8007287,5.81485869,29.24242424,2.728464959,11.74203318
145,4093,20121231,2012,DUK,26441C204,DUKE ENERGY CORP,113856,1768,19624,1326160,35.06779544,82.09384896,3.634232122,1.552838673,9.009376274
146,4093,20131231,2013,DUK,26441C204,DUKE ENERGY CORP,114779,2665,24549,1326160,25.09682022,0.810673131,50.73529412,2.321853301,10.85583934
147,4093,20141231,2014,DUK,26441C204,DUKE ENERGY CORP,120709,1883,23930,1326160,-2.521487637,5.166450309,-29.34333959,1.559949962,7.868783953
148,4093,20151231,2015,DUK,26441C204,DUKE ENERGY CORP,121156,2816,23459,1326160,-1.968240702,0.370312073,49.54859267,2.32427614,12.00392174
149,4093,20161231,2016,DUK,26441C204,DUKE ENERGY CORP,132761,2152,22754,1326160,-3.00524319,9.578559873,-23.57954545,1.620957962,9.457677771
150,4093,20171231,2017,DUK,26441C204,DUKE ENERGY CORP,137914,3059,23565,1326160,3.564208491,3.881410957,42.14684015,2.218048929,12.98111606
151,4093,20181231,2018,DUK,26441C204,DUKE ENERGY CORP,145392,2666,24521,1326160,4.056863993,5.422219644,-12.84733573,1.833663475,10.87231353
152,4093,20191231,2019,DUK,26441C204,DUKE ENERGY CORP,158838,3748,25079,1326160,2.275600506,9.248101684,40.58514629,2.359636863,14.94477451
606,14934,20051231,2005,DVN,25179M103,DEVON ENERGY CORP,30273,2930,10741,1090012,0,0,0,9.678591484,27.27865189
607,14934,20061231,2006,DVN,25179M103,DEVON ENERGY CORP,35063,2846,10578,1090012,-1.517549576,15.82268028,-2.866894198,8.116818298,26.90489696
608,14934,20071231,2007,DVN,25179M103,DEVON ENERGY CORP,41456,3606,11362,1090012,7.411609,18.23289507,26.70414617,8.698379004,31.73737018
609,14934,20081231,2008,DVN,25179M103,DEVON ENERGY CORP,31908,-2148,15211,1090012,33.87607816,-23.03164801,-159.5673877,-6.73185408,-14.12135954
610,14934,20091231,2009,DVN,25179M103,DEVON ENERGY CORP,29686,-2479,8015,1090012,-47.30786931,-6.963770841,15.40968343,-8.350737721,-30.92950717
611,14934,20101231,2010,DVN,25179M103,DEVON ENERGY CORP,32927,4550,9940,1090012,24.01746725,10.91760426,-283.5417507,13.81844687,45.77464789
612,14934,20111231,2011,DVN,25179M103,DEVON ENERGY CORP,41117,4704,11454,1090012,15.23138833,24.87320436,3.384615385,11.44052338,41.06862232
613,14934,20121231,2012,DVN,25179M103,DEVON ENERGY CORP,43326,-206,9502,1090012,-17.04208137,5.372473673,-104.3792517,-0.475465079,-2.167964639
614,14934,20131231,2013,DVN,25179M103,DEVON ENERGY CORP,42877,-20,10397,1090012,9.41906967,-1.036329225,-90.29126214,-0.046645054,-0.192363182
615,14934,20141231,2014,DVN,25179M103,DEVON ENERGY CORP,50637,1607,19566,1090012,88.18890064,18.09828113,-8135,3.173568734,8.213227026
616,14934,20151231,2015,DVN,25179M103,DEVON ENERGY CORP,29532,-14454,13145,1090012,-32.81713176,-41.67900942,-999.4399502,-48.94351889,-109.958159
617,14934,20161231,2016,DVN,25179M103,DEVON ENERGY CORP,25913,-3302,10304,1090012,-21.61278052,-12.25450359,-77.15511277,-12.74263883,-32.04580745
618,14934,20171231,2017,DVN,25179M103,DEVON ENERGY CORP,30241,898,13949,1090012,35.3746118,16.70204145,-127.195639,2.969478523,6.437737472
619,14934,20181231,2018,DVN,25179M103,DEVON ENERGY CORP,19566,3064,10734,1090012,-23.04824719,-35.29975861,241.2026726,15.65981805,28.54481088
620,14934,20191231,2019,DVN,25179M103,DEVON ENERGY CORP,13717,-355,6220,1090012,-42.05328862,-29.89369314,-111.5861619,-2.588029453,-5.707395498
75,3413,20051231,2005,ED,209115104,CONSOLIDATED EDISON INC,24850,730,11690,1047862,0,0,0,2.937625755,6.24465355
76,3413,20061231,2006,ED,209115104,CONSOLIDATED EDISON INC,26699,748,12137,1047862,3.823781009,7.440643863,2.465753425,2.801603056,6.162972728
77,3413,20071231,2007,ED,209115104,CONSOLIDATED EDISON INC,28343,940,13120,1047862,8.099200791,6.15753399,25.6684492,3.316515542,7.164634146
78,3413,20081231,2008,ED,209115104,CONSOLIDATED EDISON INC,33498,1207,13583,1047862,3.528963415,18.18791236,28.40425532,3.603200191,8.886107635
79,3413,20091231,2009,ED,209115104,CONSOLIDATED EDISON INC,33873,879,13032,1047862,-4.056541265,1.119469819,-27.17481359,2.594987158,6.744935543
80,3413,20101231,2010,ED,209115104,CONSOLIDATED EDISON INC,36146,1003,13325,1047862,2.248311848,6.710359283,14.1069397,2.774857522,7.527204503
81,3413,20111231,2011,ED,209115104,CONSOLIDATED EDISON INC,39214,1062,12938,1047862,-2.904315197,8.48779948,5.882352941,2.708216453,8.20837842
82,3413,20121231,2012,ED,209115104,CONSOLIDATED EDISON INC,41209,1141,12188,1047862,-5.796877415,5.087468761,7.438794727,2.768812638,9.361667214
83,3413,20131231,2013,ED,209115104,CONSOLIDATED EDISON INC,40647,1062,12354,1047862,1.361995405,-1.363779757,-6.923751096,2.612738948,8.596406022
84,3413,20141231,2014,ED,209115104,CONSOLIDATED EDISON INC,44308,1092,12919,1047862,4.573417517,9.006814771,2.824858757,2.464566218,8.452666615
85,3413,20151231,2015,ED,209115104,CONSOLIDATED EDISON INC,45642,1193,12554,1047862,-2.825296076,3.010742981,9.249084249,2.613820604,9.502947268
86,3413,20161231,2016,ED,209115104,CONSOLIDATED EDISON INC,48255,1245,12075,1047862,-3.815516967,5.724990141,4.35875943,2.580043519,10.31055901
87,3413,20171231,2017,ED,209115104,CONSOLIDATED EDISON INC,48111,1525,12033,1047862,-0.347826087,-0.298414672,22.48995984,3.169753279,12.67348126
88,3413,20181231,2018,ED,209115104,CONSOLIDATED EDISON INC,53920,1382,12337,1047862,2.526385772,12.07416183,-9.37704918,2.56305638,11.20207506
89,3413,20191231,2019,ED,209115104,CONSOLIDATED EDISON INC,58079,1343,12574,1047862,1.921050499,7.713278932,-2.821997106,2.312367637,10.68076984
497,9846,20051231,2005,EIX,281020107,EDISON INTERNATIONAL,34791,1161,11852,827052,0,0,0,3.337069932,9.795815052
498,9846,20061231,2006,EIX,281020107,EDISON INTERNATIONAL,36261,1232,12622,827052,6.49679379,4.225230663,6.115417743,3.397589697,9.760735224
499,9846,20071231,2007,EIX,281020107,EDISON INTERNATIONAL,37562,1149,13113,827052,3.890033275,3.587876782,-6.737012987,3.058942548,8.762296957
500,9846,20081231,2008,EIX,281020107,EDISON INTERNATIONAL,44615,1266,14112,827052,7.61839396,18.77695543,10.18276762,2.837610669,8.971088435
501,9846,20091231,2009,EIX,281020107,EDISON INTERNATIONAL,41444,900,12361,827052,-12.40787982,-7.107475064,-28.90995261,2.171605057,7.280964323
502,9846,20101231,2010,EIX,281020107,EDISON INTERNATIONAL,45530,1308,12409,827052,0.388318097,9.859086961,45.33333333,2.8728311,10.54073656
503,9846,20111231,2011,EIX,281020107,EDISON INTERNATIONAL,48039,22,12760,827052,2.828592151,5.510652317,-98.31804281,0.045796124,0.172413793
504,9846,20121231,2012,EIX,281020107,EDISON INTERNATIONAL,44394,-92,11862,827052,-7.037617555,-7.587585087,-518.1818182,-0.207235212,-0.775585905
505,9846,20131231,2013,EIX,281020107,EDISON INTERNATIONAL,46646,1015,12581,827052,6.06137245,5.07275758,-1203.26087,2.175963641,8.067721167
506,9846,20141231,2014,EIX,281020107,EDISON INTERNATIONAL,50186,1724,13413,827052,6.613146809,7.589075162,69.85221675,3.435220978,12.85320212
507,9846,20151231,2015,EIX,281020107,EDISON INTERNATIONAL,50310,1133,11524,827052,-14.08335197,0.247080859,-34.28074246,2.252037368,9.831655675
508,9846,20161231,2016,EIX,281020107,EDISON INTERNATIONAL,51319,1434,11869,827052,2.993752169,2.005565494,26.56663725,2.794286716,12.08189401
509,9846,20171231,2017,EIX,281020107,EDISON INTERNATIONAL,52580,689,12320,827052,3.799814643,2.457179602,-51.9525802,1.310384176,5.592532468
510,9846,20181231,2018,EIX,281020107,EDISON INTERNATIONAL,56715,-302,12657,827052,2.73538961,7.864206923,-143.8316401,-0.532486996,-2.386031445
511,9846,20191231,2019,EIX,281020107,EDISON INTERNATIONAL,64382,1405,12347,827052,-2.449237576,13.51846954,-565.2317881,2.182286975,11.37928242
637,16478,20051231,2005,EOG,26875P101,EOG RESOURCES INC,7753.32,1259.576,3598.465,821189,0,0,0,16.24563413,35.00314718
638,16478,20061231,2006,EOG,26875P101,EOG RESOURCES INC,9402.16,1299.885,3899.085,821189,8.354117659,21.26624465,3.200203878,13.82538693,33.33820627
639,16478,20071231,2007,EOG,26875P101,EOG RESOURCES INC,12088.907,1089.918,4131.604,821189,5.963424752,28.57584853,-16.15273659,9.015852302,26.38002093
640,16478,20081231,2008,EOG,26875P101,EOG RESOURCES INC,15951.226,2436.919,6984.43,821189,69.04887303,31.9492821,123.5873708,15.27731473,34.89073554
641,16478,20091231,2009,EOG,26875P101,EOG RESOURCES INC,18118.667,546.627,4238.346,821189,-39.31722417,13.58792735,-77.56893028,3.016927239,12.89717734
642,16478,20101231,2010,EOG,26875P101,EOG RESOURCES INC,21624.233,160.654,5852.807,821189,38.09176976,19.34781405,-70.6099406,0.742935021,2.744905137
643,16478,20111231,2011,EOG,26875P101,EOG RESOURCES INC,24838.797,1091.123,9600.033,821189,64.02442452,14.86556309,579.1757441,4.392817414,11.36582551
644,16478,20121231,2012,EOG,26875P101,EOG RESOURCES INC,27336.578,570.279,11448.814,821189,19.25806922,10.05596608,-47.73467336,2.086138945,4.981118568
645,16478,20131231,2013,EOG,26875P101,EOG RESOURCES INC,30574.238,2197.109,14233.046,821189,24.31895566,11.84369163,285.2691402,7.186144754,15.43667462
646,16478,20141231,2014,EOG,26875P101,EOG RESOURCES INC,34762.687,2915.487,17473.506,821189,22.7671575,13.69927519,32.69651164,8.386828671,16.68518613
647,16478,20151231,2015,EOG,26875P101,EOG RESOURCES INC,26975.244,-4524.515,8718.317,821189,-50.1055083,-22.40172919,-255.1889959,-16.7728418,-51.8966562
648,16478,20161231,2016,EOG,26875P101,EOG RESOURCES INC,29459.433,-1096.686,7363.394,821189,-15.5411073,9.209143762,-75.76124734,-3.72269894,-14.89375687
649,16478,20171231,2017,EOG,26875P101,EOG RESOURCES INC,29833.078,2582.579,11225.806,821189,52.4542351,1.268337378,-335.4893744,8.656763476,23.0057334
650,16478,20181231,2018,EOG,26875P101,EOG RESOURCES INC,33934.474,3419.04,17011.202,821189,51.53657564,13.74781375,32.38859295,10.0754177,20.0987561
651,16478,20191231,2019,EOG,26875P101,EOG RESOURCES INC,37124.608,2734.91,17122.002,821189,0.651335514,9.400864737,-20.00941785,7.366838729,15.97307371
309,7970,20051231,2005,ES,30040W108,EVERSOURCE ENERGY,12569.075,-247.929,7397.39,72741,0,0,0,-1.972531789,-3.351574001
310,7970,20061231,2006,ES,30040W108,EVERSOURCE ENERGY,11303.236,476.137,6884.388,72741,-6.934905419,-10.07105933,-292.0457066,4.212395459,6.916184852
311,7970,20071231,2007,ES,30040W108,EVERSOURCE ENERGY,11581.822,252.042,5822.226,72741,-15.42856097,2.464657024,-47.06523543,2.176186096,4.32896284
312,7970,20081231,2008,ES,30040W108,EVERSOURCE ENERGY,13988.48,266.387,5800.095,72741,-0.380112349,20.77961481,5.691511732,1.904331278,4.592804083
313,7970,20091231,2009,ES,30040W108,EVERSOURCE ENERGY,14057.679,335.592,5439.43,72741,-6.218260218,0.494685627,25.9791206,2.387250413,6.169617037
314,7970,20101231,2010,ES,30040W108,EVERSOURCE ENERGY,14522.042,387.949,4898.167,72741,-9.950730132,3.303269338,15.60138502,2.671449373,7.920289365
315,7970,20111231,2011,ES,30040W108,EVERSOURCE ENERGY,15647.066,394.693,4465.657,72741,-8.830037849,7.747009684,1.738372827,2.522472903,8.838408324
316,7970,20121231,2012,ES,30040W108,EVERSOURCE ENERGY,28302.824,525.945,6273.787,72741,40.48967487,80.88262681,33.2542001,1.858277464,8.383214158
317,7970,20131231,2013,ES,30040W108,EVERSOURCE ENERGY,27795.537,786.007,7301.204,72741,16.37634494,-1.792354713,49.44661514,2.827817286,10.76544362
318,7970,20141231,2014,ES,30040W108,EVERSOURCE ENERGY,29777.975,819.546,7741.856,72741,6.03533335,7.132216945,4.267010345,2.752188488,10.58591118
319,7970,20151231,2015,ES,30040W108,EVERSOURCE ENERGY,30580.309,878.485,7954.827,72741,2.750903659,2.694387379,7.191664653,2.872714596,11.04342055
320,7970,20161231,2016,ES,30040W108,EVERSOURCE ENERGY,32053.173,942.302,7639.129,72741,-3.96863439,4.816380371,7.264438209,2.939808798,12.33520209
321,7970,20171231,2017,ES,30040W108,EVERSOURCE ENERGY,36220.386,987.996,7751.952,72741,1.476909213,13.00093754,4.849188477,2.727734597,12.74512536
322,7970,20181231,2018,ES,30040W108,EVERSOURCE ENERGY,38241.256,1033,8448.201,72741,8.981595861,5.579371794,4.55507917,2.701271109,12.22745529
323,7970,20191231,2019,ES,30040W108,EVERSOURCE ENERGY,41123.915,909.053,8526.47,72741,0.926457597,7.538086615,-11.99874153,2.210521542,10.66153989
294,7366,20051231,2005,ETR,29364G103,ENTERGY CORP,30851.269,923.758,10106.247,65984,0,0,0,2.994230156,9.140465298
295,7366,20061231,2006,ETR,29364G103,ENTERGY CORP,31082.731,1160.385,10932.158,65984,8.172281956,0.750251149,25.61569156,3.733214433,10.61441849
296,7366,20071231,2007,ETR,29364G103,ENTERGY CORP,33643.002,1159.954,11484.398,65984,5.051518648,8.236956399,-0.037142845,3.447831439,10.1002595
297,7366,20081231,2008,ETR,29364G103,ENTERGY CORP,36616.818,1240.535,13093.756,65984,14.01342935,8.839330093,6.946913412,3.387883131,9.474248642
298,7366,20091231,2009,ETR,29364G103,ENTERGY CORP,37364.597,1251.05,10745.65,65984,-17.9330209,2.042173626,0.847618165,3.348222918,11.64238552
299,7366,20101231,2010,ETR,29364G103,ENTERGY CORP,38685.276,1270.305,11487.577,65984,6.904440401,3.534573115,1.53910715,3.28369119,11.05807604
300,7366,20111231,2011,ETR,29364G103,ENTERGY CORP,40701.699,1367.372,11229.073,65984,-2.250291772,5.212378477,7.641235766,3.359496123,12.17706929
301,7366,20121231,2012,ETR,29364G103,ENTERGY CORP,43202.502,868.363,10302.079,65984,-8.255302998,6.144222628,-36.49401918,2.009983126,8.429007388
302,7366,20131231,2013,ETR,29364G103,ENTERGY CORP,43406.446,730.572,11390.947,65984,10.5694006,0.472065252,-15.86790317,1.68309564,6.413619517
303,7366,20141231,2014,ETR,29364G103,ENTERGY CORP,46527.854,960.257,12494.921,65984,9.691678839,7.191116269,31.43906419,2.063832559,7.685178642
304,7366,20151231,2015,ETR,29364G103,ENTERGY CORP,44647.681,-156.734,11513.251,65984,-7.856552274,-4.040962216,-116.3220888,-0.351046228,-1.361335734
305,7366,20161231,2016,ETR,29364G103,ENTERGY CORP,45904.434,-564.503,10845.645,65984,-5.798588079,2.814822566,260.166269,-1.229735236,-5.204881775
306,7366,20171231,2017,ETR,29364G103,ENTERGY CORP,46707.149,425.353,11074.481,65984,2.109934448,1.748665499,-175.3499981,0.910680718,3.840839133
307,7366,20181231,2018,ETR,29364G103,ENTERGY CORP,48275.066,862.555,11009.452,65984,-0.587196818,3.356910095,102.7856862,1.786750535,7.834676967
308,7366,20191231,2019,ETR,29364G103,ENTERGY CORP,51723.912,1258.244,10878.673,65984,-1.187879288,7.14415595,45.8740602,2.432615692,11.56615334
263,6338,20051231,2005,EVRG,30034W106,EVERGY INC,5210.069,135.61,1583.278,1711269,0,0,0,2.602844607,8.565141434
264,6338,20061231,2006,EVRG,30034W106,EVERGY INC,5455.175,165.309,1605.743,1711269,1.418891692,4.704467446,21.90030234,3.030315251,10.29486039
265,6338,20071231,2007,EVRG,30034W106,EVERGY INC,6395.43,168.354,1726.834,1711269,7.541119594,17.23601901,1.842004973,2.632410956,9.749286845
266,6338,20081231,2008,EVRG,30034W106,EVERGY INC,7443.259,178.14,1838.996,1711269,6.495239264,16.38402734,5.812751702,2.39330648,9.686807367
267,6338,20091231,2009,EVRG,30034W106,EVERGY INC,7525.483,175.075,1858.231,1711269,1.04595116,1.1046774,-1.720556865,2.326428749,9.421595055
268,6338,20101231,2010,EVRG,30034W106,EVERGY INC,8079.638,203.896,2056.171,1711269,10.6520664,7.363713399,16.46208768,2.523578408,9.916295872
269,6338,20111231,2011,EVRG,30034W106,EVERGY INC,8682.851,230.239,2170.991,1711269,5.584165908,7.46584191,12.91982187,2.65165209,10.60524894
270,6338,20121231,2012,EVRG,30034W106,EVERGY INC,9265.231,275.146,2261.47,1711269,4.167635886,6.707243969,19.50451487,2.969661523,12.16668804
271,6338,20131231,2013,EVRG,30034W106,EVERGY INC,9597.111,292.52,2370.654,1711269,4.8280101,3.5819938,6.314465775,3.048000591,12.33921104
272,6338,20141231,2014,EVRG,30034W106,EVERGY INC,10347.001,313.259,2601.703,1711269,9.746213492,7.813705604,7.08977164,3.027534258,12.04053653
273,6338,20151231,2015,EVRG,30034W106,EVERGY INC,10705.666,291.929,2459.164,1711269,-5.478680695,3.466366728,-6.80906215,2.726864447,11.87106675
274,6338,20161231,2016,EVRG,30034W106,EVERGY INC,11487.074,346.577,2562.087,1711269,4.185284105,7.299013438,18.71962018,3.017104269,13.52713628
275,6338,20171231,2017,EVRG,30034W106,EVERGY INC,11624.368,323.92,2571.003,1711269,0.34799755,1.195204279,-6.537363991,2.786560095,12.59897402
276,6338,20181231,2018,EVRG,30034W106,EVERGY INC,25598.1,535.8,4348.1,1711269,69.12076726,120.2106816,65.41121265,2.093124099,12.32262367
277,6338,20191231,2019,EVRG,30034W106,EVERGY INC,25975.9,669.9,5147.8,1711269,18.39194131,1.475890789,25.02799552,2.57892893,13.01332608
435,8539,20051231,2005,EXC,30161N101,EXELON CORP,42389,927,15357,1109357,0,0,0,2.186888108,6.036335222
436,8539,20061231,2006,EXC,30161N101,EXELON CORP,44319,1592,15655,1109357,1.940483167,4.553068013,71.73678533,3.592138812,10.16927499
437,8539,20071231,2007,EXC,30161N101,EXELON CORP,45894,2736,18716,1109357,19.55285851,3.553780546,71.85929648,5.961563603,14.61850823
438,8539,20081231,2008,EXC,30161N101,EXELON CORP,47817,2737,18859,1109357,0.764052148,4.190090208,0.036549708,5.723905724,14.51296463
439,8539,20091231,2009,EXC,30161N101,EXELON CORP,49180,2707,17318,1109357,-8.171164961,2.850450677,-1.09609061,5.504270028,15.63113524
440,8539,20101231,2010,EXC,30161N101,EXELON CORP,52240,2563,18644,1109357,7.656773299,6.22204148,-5.319541928,4.906202144,13.74704999
441,8539,20111231,2011,EXC,30161N101,EXELON CORP,55092,2495,18924,1109357,1.501823643,5.45941807,-2.653140851,4.528788209,13.18431621
442,8539,20121231,2012,EXC,30161N101,EXELON CORP,78554,1160,23489,1109357,24.12280702,42.58694547,-53.50701403,1.476691193,4.938481843
443,8539,20131231,2013,EXC,30161N101,EXELON CORP,79924,1719,24888,1109357,5.955979395,1.74402322,48.18965517,2.150793254,6.906943105
444,8539,20141231,2014,EXC,30161N101,EXELON CORP,86814,1623,27429,1109357,10.20973963,8.620689655,-5.584642234,1.869514134,5.917095045
445,8539,20151231,2015,EXC,30161N101,EXELON CORP,95384,2269,29447,1109357,7.357176711,9.871679683,39.80283426,2.37880567,7.705368968
446,8539,20161231,2016,EXC,30161N101,EXELON CORP,114904,1134,31360,1109357,6.496417292,20.46464816,-50.02203614,0.986910813,3.616071429
447,8539,20171231,2017,EXC,30161N101,EXELON CORP,116700,3770,33531,1109357,6.922831633,1.563043932,232.4514991,3.23050557,11.24332707
448,8539,20181231,2018,EXC,30161N101,EXELON CORP,119666,2010,35985,1109357,7.318600698,2.541559554,-46.68435013,1.679675096,5.585660692
449,8539,20191231,2019,EXC,30161N101,EXELON CORP,124977,2936,34438,1109357,-4.299013478,4.438186285,46.06965174,2.349232259,8.525466055
735,170750,20101231,2010,FANG,25278X109,DIAMONDBACK ENERGY INC,172.517,8.216,27.253,1539838,0,0,0,4.76242921,30.14713976
736,170750,20111231,2011,FANG,25278X109,DIAMONDBACK ENERGY INC,249.484,-0.545,48.672,1539838,78.5931824,44.61415397,-106.6333982,-0.218450883,-1.119740302
737,170750,20121231,2012,FANG,25278X109,DIAMONDBACK ENERGY INC,606.701,-36.521,74.962,1539838,54.01462853,143.1823283,6601.100917,-6.019604385,-48.71935114
738,170750,20131231,2013,FANG,25278X109,DIAMONDBACK ENERGY INC,1521.614,54.587,208.002,1539838,177.4765881,150.8013008,-249.4674297,3.587440704,26.24349766
739,170750,20141231,2014,FANG,25278X109,DIAMONDBACK ENERGY INC,3095.481,193.755,495.718,1539838,138.32367,103.4340509,254.9471486,6.259285714,39.08573019
740,170750,20151231,2015,FANG,25278X109,DIAMONDBACK ENERGY INC,2758.412,-550.628,446.733,1539838,-9.881626247,-10.889067,-384.1877629,-19.96177511,-123.2566208
741,170750,20161231,2016,FANG,25278X109,DIAMONDBACK ENERGY INC,5349.68,-165.034,527.107,1539838,17.99150723,93.9405716,-70.02804071,-3.084932183,-31.30939259
742,170750,20171231,2017,FANG,25278X109,DIAMONDBACK ENERGY INC,7770.985,482.261,1205.111,1539838,128.6273944,45.26074457,-392.2191791,6.205918555,40.01797345
743,170750,20181231,2018,FANG,25278X109,DIAMONDBACK ENERGY INC,21595.687,845.672,2176.256,1539838,80.58552283,177.9015402,75.3556684,3.915930065,38.85903129
744,170750,20191231,2019,FANG,25278X109,DIAMONDBACK ENERGY INC,23531,240,3964,1539838,82.14768851,8.961571818,-71.62020263,1.019931155,6.054490414
373,8099,20051231,2005,FE,337932107,FIRSTENERGY CORP,31841,876,11989,1031296,0,0,0,2.751169875,7.306697806
374,8099,20061231,2006,FE,337932107,FIRSTENERGY CORP,31196,1261,11501,1031296,-4.070397865,-2.025690148,43.94977169,4.042184895,10.96426398
375,8099,20071231,2007,FE,337932107,FIRSTENERGY CORP,32068,1309,12781,1031296,11.129467,2.795230158,3.806502776,4.081950854,10.24176512
376,8099,20081231,2008,FE,337932107,FIRSTENERGY CORP,33521,1342,13580,1031296,6.251467021,4.530996632,2.521008403,4.003460517,9.882179676
377,8099,20091231,2009,FE,337932107,FIRSTENERGY CORP,34304,1006,12712,1031296,-6.391752577,2.335849169,-25.03725782,2.932602612,7.913782253
378,8099,20101231,2010,FE,337932107,FIRSTENERGY CORP,34805,784,13253,1031296,4.255821271,1.460471082,-22.06759443,2.252549921,5.915641741
379,8099,20111231,2011,FE,337932107,FIRSTENERGY CORP,47326,885,16346,1031296,23.33811213,35.97471628,12.88265306,1.870008029,5.414168604
380,8099,20121231,2012,FE,337932107,FIRSTENERGY CORP,50406,770,15320,1031296,-6.276764958,6.508050543,-12.99435028,1.527595921,5.026109661
381,8099,20131231,2013,FE,337932107,FIRSTENERGY CORP,50424,392,14900,1031296,-2.74151436,0.035710035,-49.09090909,0.777407584,2.630872483
382,8099,20141231,2014,FE,337932107,FIRSTENERGY CORP,52166,299,15049,1031296,1,3.454704109,-23.7244898,0.573170264,1.98684298
383,8099,20151231,2015,FE,337932107,FIRSTENERGY CORP,52187,578,15031,1031296,-0.119609276,0.040256106,93.31103679,1.107555521,3.845386202
