Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2011-02-15,,,,,,,AAPL
2011-03-01,12.695357322692871,12.916786193847656,11.652142524719238,12.446785926818848,10.721203804016113,11306458800.0,AAPL
2011-04-01,12.539643287658691,12.68321418762207,11.434286117553711,12.504643440246582,10.77104377746582,9253829200.0,AAPL
2011-05-01,12.490714073181152,12.565357208251953,11.765000343322754,12.422499656677246,10.700284957885742,6912060400.0,AAPL
2011-05-06,,,,,,,AAPL
2011-05-17,,,,,,,AAPL
2011-06-01,12.459643363952637,12.576070785522461,11.089285850524902,11.988213539123535,10.32620906829834,9263850400.0,AAPL
2011-07-01,11.998213768005371,14.446429252624512,11.935713768005371,13.945713996887207,12.01232624053955,10653946800.0,AAPL
2011-08-01,14.206428527832031,14.26785659790039,12.607856750488281,13.743928909301758,11.838518142700195,16142599200.0,AAPL
2011-08-08,,,,,,,AAPL
2011-08-16,,,,,,,AAPL
2011-09-01,13.77928638458252,15.102143287658691,13.088570594787598,13.618571281433105,11.730541229248047,11977448000.0,AAPL
2011-10-01,13.584643363952637,15.239286422729492,12.651429176330566,14.456428527832031,12.452240943908691,13141427600.0,AAPL
2011-11-01,14.193214416503906,14.571429252624512,12.975713729858398,13.649999618530273,11.757608413696289,8963701600.0,AAPL
2011-11-08,,,,,,,AAPL
2011-11-15,,,,,,,AAPL
2011-12-01,13.662142753601074,14.610357284545898,13.488571166992188,14.464285850524902,12.459009170532227,6306532400.0,AAPL
2012-01-01,14.621429443359375,16.365713119506836,14.60714340209961,16.3028564453125,14.042682647705078,6859854400.0,AAPL
2012-02-01,16.37178611755371,19.5575008392334,16.213571548461914,19.37285614013672,16.68707275390625,11368554400.0,AAPL
2012-02-08,,,,,,,AAPL
2012-02-14,,,,,,,AAPL
2012-03-01,19.577499389648438,22.194643020629883,18.43642807006836,21.412500381469727,18.443944931030273,15584338000.0,AAPL
2012-04-01,21.493928909301758,23.0,19.821428298950195,20.856428146362305,17.964962005615234,15598990400.0,AAPL
2012-05-01,20.889286041259766,21.312856674194336,18.6492862701416,20.633214950561523,17.772695541381836,11106345600.0,AAPL
2012-05-08,,,,,,,AAPL
2012-05-15,,,,,,,AAPL
2012-06-01,20.3271427154541,21.071428298950195,19.58928680419922,20.85714340209961,17.965579986572266,7855825600.0,AAPL
2012-07-01,20.883214950561523,22.138214111328125,20.35714340209961,21.812856674194336,18.788801193237305,8909650400.0,AAPL
2012-08-01,21.99678611755371,24.31678581237793,21.4375,23.75857162475586,20.464765548706055,8276206400.0,AAPL
2012-08-08,,,,,,,AAPL
2012-08-09,,,,,,,AAPL
2012-08-14,,,,,,,AAPL
2012-09-01,23.777143478393555,25.18107032775879,23.428571701049805,23.825000762939453,20.610095977783203,9199005200.0,AAPL
2012-10-01,23.969999313354492,24.16964340209961,20.989286422729492,21.261428833007812,18.392446517944336,12142830000.0,AAPL
2012-11-01,21.364999771118164,21.53571319580078,18.0625,20.902856826782227,18.082260131835938,12929851200.0,AAPL
2012-11-07,,,,,,,AAPL
2012-11-13,,,,,,,AAPL
2012-12-01,21.201786041259766,21.2353572845459,17.901071548461914,19.006071090698242,16.51651954650879,12132752800.0,AAPL
2013-01-01,19.779285430908203,19.821428298950195,15.535714149475098,16.267499923706055,14.13666820526123,13123423600.0,AAPL
2013-02-01,16.396785736083984,17.319286346435547,15.630714416503906,15.764286041259766,13.69936466217041,9344034000.0,AAPL
2013-02-06,,,,,,,AAPL
2013-02-07,,,,,,,AAPL
2013-02-19,,,,,,,AAPL
2013-03-01,15.64285659790039,16.7839298248291,14.964285850524902,15.809286117553711,13.818540573120117,9176876800.0,AAPL
2013-04-01,15.782142639160156,15.901785850524902,13.753570556640625,15.813570976257324,13.822286605834961,10963489600.0,AAPL
2013-05-01,15.873571395874023,16.633928298950195,14.960714340209961,16.061786651611328,14.03924560546875,9447530400.0,AAPL
2013-05-08,,,,,,,AAPL
2013-05-09,,,,,,,AAPL
2013-05-14,,,,,,,AAPL
2013-06-01,16.09749984741211,16.229642868041992,13.888214111328125,14.161786079406738,12.460430145263672,7018536000.0,AAPL
2013-07-01,14.381786346435547,16.33357048034668,14.329285621643066,16.161785125732422,14.220157623291016,6538114800.0,AAPL
2013-08-01,16.27678680419922,18.347856521606445,16.187856674194336,17.400714874267578,15.310246467590332,8058338400.0,AAPL
2013-08-07,,,,,,,AAPL
2013-08-08,,,,,,,AAPL
2013-08-13,,,,,,,AAPL
2013-09-01,17.610713958740234,18.139999389648438,15.972143173217773,17.02678680419922,15.080160140991211,8630941200.0,AAPL
2013-10-01,17.087499618530273,19.258928298950195,17.08142852783203,18.667856216430664,16.533607482910156,7837732000.0,AAPL
2013-11-01,18.71500015258789,19.940357208251953,18.299285888671875,19.859643936157227,17.58914566040039,5225155600.0,AAPL
2013-11-06,,,,,,,AAPL
2013-11-19,,,,,,,AAPL
2013-12-01,19.928571701049805,20.540714263916016,19.242856979370117,20.036428451538086,17.849323272705078,7057397200.0,AAPL
2014-01-01,19.845714569091797,20.007143020629883,17.626785278320312,17.878570556640625,15.927005767822266,8765954400.0,AAPL
2014-02-01,17.95035743713379,19.68535614013672,17.832143783569336,18.794286727905273,16.742769241333008,5880366800.0,AAPL
2014-02-06,,,,,,,AAPL
2014-02-18,,,,,,,AAPL
2014-03-01,18.693571090698242,19.60714340209961,18.671785354614258,19.169286727905273,17.17905616760254,5001698800.0,AAPL
