,Year,CompanyName,Country,Industry(Exiobase),EnvironmentalIntensity(Sales),Env_intensity,industry_avg,Industry_indicator,Environmental_Growth,Ind_Yearavg
1017,2013, GOLDMAN SACHS GROUP INC , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0015,-0.0015,-0.020071518,1,-46.42857143,-0.025626761
1018,2013, GPT GROUP , Australia ," Financial intermediation, except insurance and pension funding (65) ",-0.1030,-0.103,-0.020071518,-1,8.64978903,-0.025626761
1019,2013, GREAT PORTLAND ESTATES P.L.C. , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0333,-0.0333,-0.020071518,-1,-17.1641791,-0.025626761
1020,2013, GROWTHPOINT PROPERTIES LIMITED , South Africa ," Financial intermediation, except insurance and pension funding (65) ",-0.0011,-0.0011,-0.020071518,1,120,-0.025626761
1021,2013, GRUPO FINANCIERO BANORTE S.A.B. DE C.V. , Mexico ," Financial intermediation, except insurance and pension funding (65) ",-0.0038,-0.0038,-0.020071518,1,137.5,-0.025626761
1022,2013, HACHIJUNI BANK LTD , Japan ," Financial intermediation, except insurance and pension funding (65) ",-0.0021,-0.0021,-0.020071518,1,31.25,-0.025626761
1023,2013, HAMMERSON PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0203,-0.0203,-0.020071518,-1,-28.77192982,-0.025626761
1024,2013, HANA FINANCIAL GROUP , South Korea ," Financial intermediation, except insurance and pension funding (65) ",-0.0008,-0.0008,-0.020071518,1,0,-0.025626761
1025,2013, HANSTEEN HOLDINGS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0086,-0.0086,-0.020071518,1,,-0.025626761
1026,2013, HARGREAVES LANSDOWN PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0008,-0.0008,-0.020071518,1,-27.27272727,-0.025626761
1027,2013," HCP, INC. ", United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0397,-0.0397,-0.020071518,-1,-1.975308642,-0.025626761
1028,2013," HOST HOTELS & RESORTS, INC. ", United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0402,-0.0402,-0.020071518,-1,16.1849711,-0.025626761
1029,2013, HUNTINGTON BANCSHARES INCORPORATED , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0095,-0.0095,-0.020071518,1,10.46511628,-0.025626761
1030,2013, HYPROP INVESTMENTS LIMITED , South Africa ," Financial intermediation, except insurance and pension funding (65) ",-0.0660,-0.066,-0.020071518,-1,,-0.025626761
1031,2013, IDFC LIMITED , India ," Financial intermediation, except insurance and pension funding (65) ",-0.0006,-0.0006,-0.020071518,1,-25,-0.025626761
1032,2013, IMMOBILIARE GRANDE DISTRIBUZIONE SIIQ SPA , Italy ," Financial intermediation, except insurance and pension funding (65) ",-0.0586,-0.0586,-0.020071518,-1,,-0.025626761
1033,2013, INDUSIND BANK LTD , India ," Financial intermediation, except insurance and pension funding (65) ",-0.0070,-0.007,-0.020071518,1,,-0.025626761
1034,2013, INTERNATIONAL PERSONAL FINANCE PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0076,-0.0076,-0.020071518,1,-1.298701299,-0.025626761
1035,2013, INTU PROPERTIES PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0137,-0.0137,-0.020071518,1,-19.88304094,-0.025626761
1036,2013, INVESTEC PLC , South Africa ," Financial intermediation, except insurance and pension funding (65) ",-0.0023,-0.0023,-0.020071518,1,0,-0.025626761
1037,2013, IRON MOUNTAIN INCORPORATED , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0302,-0.0302,-0.020071518,-1,5.226480836,-0.025626761
1038,2013, ITAU UNIBANCO HOLDING S.A. , Brazil ," Financial intermediation, except insurance and pension funding (65) ",-0.0007,-0.0007,-0.020071518,1,,-0.025626761
1039,2013, JANUS HENDERSON GROUP PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0006,-0.0006,-0.020071518,1,-127.2727273,-0.025626761
1040,2013, JAPAN REAL ESTATE INVESTMENT CORP , Japan ," Financial intermediation, except insurance and pension funding (65) ",-0.0678,-0.0678,-0.020071518,-1,,-0.025626761
1041,2013, JPMORGAN CHASE & CO. , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0033,-0.0033,-0.020071518,1,-2.941176471,-0.025626761
1042,2013, JULIUS BAER GRUPPE AG , Switzerland ," Financial intermediation, except insurance and pension funding (65) ",-0.0006,-0.0006,-0.020071518,1,,-0.025626761
1043,2013, KB FINANCIAL GROUP INCORPORATION , South Korea ," Financial intermediation, except insurance and pension funding (65) ",-0.0025,-0.0025,-0.020071518,1,4.166666667,-0.025626761
1044,2013, KEYCORP , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0063,-0.0063,-0.020071518,1,14.54545455,-0.025626761
1045,2013, KIMCO REALTY CORPORATION , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0369,-0.0369,-0.020071518,-1,55.04201681,-0.025626761
1046,2013, KIWI PROPERTY GROUP LTD , New Zealand ," Financial intermediation, except insurance and pension funding (65) ",-0.0158,-0.0158,-0.020071518,1,0.636942675,-0.025626761
1047,2013, KLEPIERRE SA , France ," Financial intermediation, except insurance and pension funding (65) ",-0.0172,-0.0172,-0.020071518,1,-18.48341232,-0.025626761
1048,2013, KOTAK MAHINDRA BANK LIMITED , India ," Financial intermediation, except insurance and pension funding (65) ",-0.0015,-0.0015,-0.020071518,1,,-0.025626761
1049,2013, LAND SECURITIES GROUP PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0051,-0.0051,-0.020071518,1,64.51612903,-0.025626761
1050,2013, LLOYDS BANKING GROUP PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0014,-0.0014,-0.020071518,1,27.27272727,-0.025626761
1051,2013, MACERICH CO , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.1340,-0.134,-0.020071518,-1,-35.14036786,-0.025626761
1052,2013, MACQUARIE GROUP LIMITED , Australia ," Financial intermediation, except insurance and pension funding (65) ",0.0024,0.0024,-0.020071518,1,9.090909091,-0.025626761
1053,2013, MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD , India ," Financial intermediation, except insurance and pension funding (65) ",-0.0016,-0.0016,-0.020071518,1,45.45454545,-0.025626761
1054,2013, MERCIALYS , France ," Financial intermediation, except insurance and pension funding (65) ",-0.0100,-0.01,-0.020071518,1,,-0.025626761
1055,2013, MIRVAC GROUP , Australia ," Financial intermediation, except insurance and pension funding (65) ",-0.0213,-0.0213,-0.020071518,-1,-37.90087464,-0.025626761
1056,2013, MIZUHO FINANCIAL GROUP INC , Japan ," Financial intermediation, except insurance and pension funding (65) ",-0.0029,-0.0029,-0.020071518,1,38.0952381,-0.025626761
1057,2013, MORGAN STANLEY , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0026,-0.0026,-0.020071518,1,8.333333333,-0.025626761
1058,2013, NATIONAL AUSTRALIA BANK LIMITED , Australia ," Financial intermediation, except insurance and pension funding (65) ",0.0006,0.0006,-0.020071518,1,0,-0.025626761
1059,2013, NEDBANK GROUP LIMITED , South Africa ," Financial intermediation, except insurance and pension funding (65) ",-0.0093,-0.0093,-0.020071518,1,-252.4590164,-0.025626761
1060,2013, NH INVESTMENT & SECURITIES CO LTD , South Korea ," Financial intermediation, except insurance and pension funding (65) ",-0.0078,-0.0078,-0.020071518,1,-18.75,-0.025626761
1061,2013, NORTHERN TRUST CORPORATION , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0037,-0.0037,-0.020071518,1,5.714285714,-0.025626761
1062,2013, ORIX CORPORATION , Japan ," Financial intermediation, except insurance and pension funding (65) ",-0.0137,-0.0137,-0.020071518,1,37,-0.025626761
1063,2013, PARAGON BANKING GROUP PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0015,-0.0015,-0.020071518,1,0,-0.025626761
1064,2013, PNC FINANCIAL SERVICES GROUP INCORPORATED , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0085,-0.0085,-0.020071518,1,-2.298850575,-0.025626761
1065,2013, PROVIDENT FINANCIAL PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0010,-0.001,-0.020071518,1,-16.66666667,-0.025626761
1066,2013, RATHBONE BROTHERS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",0.0013,0.0013,-0.020071518,1,44.44444444,-0.025626761
1067,2013, REDEFINE PROPERTIES LIMITED , South Africa ," Financial intermediation, except insurance and pension funding (65) ",-0.0410,-0.041,-0.020071518,-1,20.58823529,-0.025626761
1068,2013, REGENCY CENTERS CORPORATION , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0345,-0.0345,-0.020071518,-1,-25,-0.025626761
1069,2013, RESONA HOLDINGS INC , Japan ," Financial intermediation, except insurance and pension funding (65) ",-0.0031,-0.0031,-0.020071518,1,24,-0.025626761
1070,2013, ROYAL BANK OF CANADA , Canada ," Financial intermediation, except insurance and pension funding (65) ",0.7591,0.7591,-0.020071518,1,-26.13603192,-0.025626761
1071,2013, ROYAL BANK OF SCOTLAND GROUP PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0037,-0.0037,-0.020071518,1,-7.5,-0.025626761
1072,2013, SAFESTORE HOLDINGS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0154,-0.0154,-0.020071518,1,,-0.025626761
1073,2013, SAMSUNG SECURITIES CO LTD , South Korea ," Financial intermediation, except insurance and pension funding (65) ",-0.0017,-0.0017,-0.020071518,1,112.5,-0.025626761
1074,2013, SBERBANK ROSSII PAO , Russia ," Financial intermediation, except insurance and pension funding (65) ",-0.0056,-0.0056,-0.020071518,1,-6.666666667,-0.025626761
1075,2013, SCHRODERS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0006,-0.0006,-0.020071518,1,-40,-0.025626761
1076,2013, SEGRO PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0244,-0.0244,-0.020071518,-1,51.55279503,-0.025626761
1077,2013, SHAFTESBURY PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0026,-0.0026,-0.020071518,1,4,-0.025626761
1078,2013, SHINHAN FINANCIAL GROUP COMPANY LIMITED , South Korea ," Financial intermediation, except insurance and pension funding (65) ",-0.0014,-0.0014,-0.020071518,1,-22.22222222,-0.025626761
1079,2013," SIMON PROPERTY GROUP, INC. ", United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0309,-0.0309,-0.020071518,-1,-6.927710843,-0.025626761
1080,2013, SKANDINAVISKA ENSKILDA BANKEN , Sweden ," Financial intermediation, except insurance and pension funding (65) ",-0.0003,-0.0003,-0.020071518,1,0,-0.025626761
1081,2013, SL GREEN REALTY CORP. , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0337,-0.0337,-0.020071518,-1,15.80756014,-0.025626761
1082,2013, SOCIETE FONCIERE LYONNAISE , France ," Financial intermediation, except insurance and pension funding (65) ",-0.0081,-0.0081,-0.020071518,1,,-0.025626761
1083,2013, STANDARD BANK GROUP LIMITED , South Africa ," Financial intermediation, except insurance and pension funding (65) ",-0.0124,-0.0124,-0.020071518,1,113.7931034,-0.025626761
1084,2013, STANDARD CHARTERED PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0050,-0.005,-0.020071518,1,4.166666667,-0.025626761
1085,2013, STATE STREET CORP , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0025,-0.0025,-0.020071518,1,-30.55555556,-0.025626761
1086,2013, STOCKLAND CORPORATION LTD , Australia ," Financial intermediation, except insurance and pension funding (65) ",-0.0287,-0.0287,-0.020071518,-1,17.14285714,-0.025626761
1087,2013, SVENSKA HANDELSBANKEN AB , Sweden ," Financial intermediation, except insurance and pension funding (65) ",-0.0004,-0.0004,-0.020071518,1,100,-0.025626761
1088,2013, SWEDBANK AB , Sweden ," Financial intermediation, except insurance and pension funding (65) ",-0.0010,-0.001,-0.020071518,1,-16.66666667,-0.025626761
1089,2013, SYDBANK AS , Denmark ," Financial intermediation, except insurance and pension funding (65) ",-0.0012,-0.0012,-0.020071518,1,,-0.025626761
1090,2013, THE LINK REAL ESTATE INVESTMENT TRUST , Hong Kong ," Financial intermediation, except insurance and pension funding (65) ",-0.0667,-0.0667,-0.020071518,-1,-23.24510932,-0.025626761
1091,2013, TP ICAP PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0024,-0.0024,-0.020071518,1,,-0.025626761
1092,2013, UBS GROUP AG , Switzerland ," Financial intermediation, except insurance and pension funding (65) ",-0.0011,-0.0011,-0.020071518,1,-50,-0.025626761
1093,2013, UNITE GROUP PLC (THE) , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.1055,-0.1055,-0.020071518,-1,56.06508876,-0.025626761
1094,2013, VENTAS INCORPORATED , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0477,-0.0477,-0.020071518,-1,5.764966741,-0.025626761
1095,2013, VORNADO REALTY TRUST , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0490,-0.049,-0.020071518,-1,,-0.025626761
1096,2013, WELLS FARGO & COMPANY , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0064,-0.0064,-0.020071518,1,14.28571429,-0.025626761
1097,2013, WELLTOWER INC , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0168,-0.0168,-0.020071518,1,-25,-0.025626761
1098,2013, WERELDHAVE N.V. , Netherlands ," Financial intermediation, except insurance and pension funding (65) ",-0.0240,-0.024,-0.020071518,-1,224.3243243,-0.025626761
1099,2013, WESTPAC BANKING CORPORATION , Australia ," Financial intermediation, except insurance and pension funding (65) ",-0.0019,-0.0019,-0.020071518,1,35.71428571,-0.025626761
1100,2013, WEYERHAEUSER CO , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.1399,-0.1399,-0.020071518,-1,-11.17460317,-0.025626761
1101,2013, WORKSPACE GROUP PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0412,-0.0412,-0.020071518,-1,-1.199040767,-0.025626761
1102,2013, YES BANK LIMITED , India ," Financial intermediation, except insurance and pension funding (65) ",-0.0051,-0.0051,-0.020071518,1,,-0.025626761
1103,2014, AAREAL BANK AG , Germany ," Financial intermediation, except insurance and pension funding (65) ",-0.0009,-0.0009,-0.020071518,1,-18.18181818,-0.032863057
1104,2014, ABACUS PROPERTY GROUP , Australia ," Financial intermediation, except insurance and pension funding (65) ",-0.0331,-0.0331,-0.020071518,-1,,-0.032863057
1105,2014, ABSA GROUP LTD , South Africa ," Financial intermediation, except insurance and pension funding (65) ",-0.0116,-0.0116,-0.020071518,1,-7.2,-0.032863057
1106,2014, ALPHA BANK SA , Greece ," Financial intermediation, except insurance and pension funding (65) ",-0.0049,-0.0049,-0.020071518,1,8.888888889,-0.032863057
1107,2014, ALSTRIA OFFICE REIT-AG , Germany ," Financial intermediation, except insurance and pension funding (65) ",-0.0111,-0.0111,-0.020071518,1,73.4375,-0.032863057
1108,2014, ASCENDAS REAL ESTATE INVESTMENT TRUST , Singapore ," Financial intermediation, except insurance and pension funding (65) ",-0.0344,-0.0344,-0.020071518,-1,11.32686084,-0.032863057
1109,2014, AVALONBAY COMMUNITIES INC. , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0418,-0.0418,-0.020071518,-1,10.29023747,-0.032863057
1110,2014, AVANZA BANK HOLDING AB , Sweden ," Financial intermediation, except insurance and pension funding (65) ",-0.0002,-0.0002,-0.020071518,1,,-0.032863057
1111,2014, BANCO BILBAO VIZCAYA ARGENTARIA SA , Spain ," Financial intermediation, except insurance and pension funding (65) ",-0.0046,-0.0046,-0.020071518,1,21.05263158,-0.032863057
1112,2014," BANCO COMERCIAL PORTUGUES, S.A. ", Portugal ," Financial intermediation, except insurance and pension funding (65) ",-0.0053,-0.0053,-0.020071518,1,-8.620689655,-0.032863057
1113,2014, BANCO DO BRASIL SA , Brazil ," Financial intermediation, except insurance and pension funding (65) ",-0.0007,-0.0007,-0.020071518,1,0,-0.032863057
1114,2014, BANCO SANTANDER SA , Spain ," Financial intermediation, except insurance and pension funding (65) ",-0.0009,-0.0009,-0.020071518,1,0,-0.032863057
1115,2014, BANK MILLENNIUM SA , Poland ," Financial intermediation, except insurance and pension funding (65) ",-0.0143,-0.0143,-0.020071518,1,19.16666667,-0.032863057
1116,2014, BANK OF AMERICA CORPORATION , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0055,-0.0055,-0.020071518,1,-3.50877193,-0.032863057
1117,2014, BANK OF NEW YORK MELLON CORP. , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0041,-0.0041,-0.020071518,1,0,-0.032863057
1118,2014, BANK OF PIRAEUS S.A. , Greece ," Financial intermediation, except insurance and pension funding (65) ",-0.0044,-0.0044,-0.020071518,1,18.91891892,-0.032863057
1119,2014, BANK OF THE PHILIPPINE ISLANDS , Philippines ," Financial intermediation, except insurance and pension funding (65) ",-0.0058,-0.0058,-0.020071518,1,-28.39506173,-0.032863057
1120,2014, BANKIA SAU , Spain ," Financial intermediation, except insurance and pension funding (65) ",-0.0014,-0.0014,-0.020071518,1,250,-0.032863057
1121,2014," BANKINTER, S.A. ", Spain ," Financial intermediation, except insurance and pension funding (65) ",-0.0012,-0.0012,-0.020071518,1,50,-0.032863057
1122,2014, BARCLAYS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0044,-0.0044,-0.020071518,1,10,-0.032863057
1123,2014, BEFIMMO SCA , Belgium ," Financial intermediation, except insurance and pension funding (65) ",-0.0246,-0.0246,-0.020071518,-1,-12.14285714,-0.032863057
1124,2014, BENDIGO AND ADELAIDE BANK LTD , Australia ," Financial intermediation, except insurance and pension funding (65) ",-0.0042,-0.0042,-0.020071518,1,13.51351351,-0.032863057
1125,2014, BGEO GROUP PLC , Georgia ," Financial intermediation, except insurance and pension funding (65) ",-0.0382,-0.0382,-0.020071518,-1,63.94849785,-0.032863057
1126,2014, BIG YELLOW GROUP PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0160,-0.016,-0.020071518,1,-20.79207921,-0.032863057
1127,2014, BNK FINANCIAL GROUP INC , South Korea ," Financial intermediation, except insurance and pension funding (65) ",-0.0007,-0.0007,-0.020071518,1,,-0.032863057
1128,2014," BOSTON PROPERTIES, INC. ", United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0406,-0.0406,-0.020071518,-1,-21.31782946,-0.032863057
1129,2014, BREWIN DOLPHIN HOLDINGS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0015,-0.0015,-0.020071518,1,,-0.032863057
1130,2014, BRITISH LAND COMPANY PLC (THE) , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0216,-0.0216,-0.020071518,-1,-16.27906977,-0.032863057
1131,2014, BROOKFIELD PROPERTY REIT INC , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0859,-0.0859,-0.020071518,-1,5.78817734,-0.032863057
1132,2014, BWP TRUST , Australia ," Financial intermediation, except insurance and pension funding (65) ",-0.0005,-0.0005,-0.020071518,1,,-0.032863057
1133,2014, CAPITAL ONE FINANCIAL CORPORATION , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0033,-0.0033,-0.020071518,1,-2.941176471,-0.032863057
1134,2014, CAPITALAND COMMERCIAL TRUST , Singapore ," Financial intermediation, except insurance and pension funding (65) ",-0.0316,-0.0316,-0.020071518,-1,67.1957672,-0.032863057
1135,2014, CAPITAMALL TRUST , Singapore ," Financial intermediation, except insurance and pension funding (65) ",-0.0413,-0.0413,-0.020071518,-1,4.292929293,-0.032863057
1136,2014, CAPITARETAIL CHINA TRUST , Singapore ," Financial intermediation, except insurance and pension funding (65) ",-1.0075,-1.0075,-0.020071518,-1,-14.74868844,-0.032863057
1137,2014, CAPITEC BANK HOLDINGS LIMITED , South Africa ," Financial intermediation, except insurance and pension funding (65) ",-0.0071,-0.0071,-0.020071518,1,20.33898305,-0.032863057
1138,2014, CHAMPION REAL ESTATE INVESTMENT TRUST , Hong Kong ," Financial intermediation, except insurance and pension funding (65) ",-0.0233,-0.0233,-0.020071518,-1,-53.11871227,-0.032863057
1139,2014, CHARTER HALL GROUP , Australia ," Financial intermediation, except insurance and pension funding (65) ",-0.4308,-0.4308,-0.020071518,-1,15.37225495,-0.032863057
1140,2014, CITIGROUP INC. , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0031,-0.0031,-0.020071518,1,-6.060606061,-0.032863057
1141,2014, CLOSE BROTHERS GROUP PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0015,-0.0015,-0.020071518,1,-6.25,-0.032863057
1142,2014, COFINIMMO S.A. , Belgium ," Financial intermediation, except insurance and pension funding (65) ",-0.0235,-0.0235,-0.020071518,-1,-73.47629797,-0.032863057
1143,2014, COMERICA INCORPORATED , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0097,-0.0097,-0.020071518,1,-6.730769231,-0.032863057
1144,2014, COMMONWEALTH BANK OF AUSTRALIA , Australia ," Financial intermediation, except insurance and pension funding (65) ",-0.0007,-0.0007,-0.020071518,1,0,-0.032863057
1145,2014, CREDIT SUISSE GROUP AG , Switzerland ," Financial intermediation, except insurance and pension funding (65) ",0.0011,0.0011,-0.020071518,1,22.22222222,-0.032863057
1146,2014, CREDITO REAL SAB DE CV SOFOM ER , Mexico ," Financial intermediation, except insurance and pension funding (65) ",-0.0004,-0.0004,-0.020071518,1,,-0.032863057
1147,2014, DANSKE BANK AS , Denmark ," Financial intermediation, except insurance and pension funding (65) ",0.0002,0.0002,-0.020071518,1,0,-0.032863057
1148,2014, DERWENT LONDON PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0086,-0.0086,-0.020071518,1,-13.13131313,-0.032863057
1149,2014, DEUTSCHE BANK AKTIENGESELLSCHAFT , Germany ," Financial intermediation, except insurance and pension funding (65) ",0.0015,0.0015,-0.020071518,1,0,-0.032863057
1150,2014, DEXUS , Australia ," Financial intermediation, except insurance and pension funding (65) ",-0.0894,-0.0894,-0.020071518,-1,21.63265306,-0.032863057
1151,2014, DGB FINANCIAL GROUP CO LTD , South Korea ," Financial intermediation, except insurance and pension funding (65) ",-0.0033,-0.0033,-0.020071518,1,-38.88888889,-0.032863057
1152,2014, DIAMONDROCK HOSPITALITY COMPANY , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0352,-0.0352,-0.020071518,-1,-14.76997579,-0.032863057
1153,2014," DIGITAL REALTY TRUST, INC. ", United States ," Financial intermediation, except insurance and pension funding (65) ",-0.1806,-0.1806,-0.020071518,-1,,-0.032863057
1154,2014, DREAM GLOBAL REAL ESTATE INVESTMENT TRUST , Canada ," Financial intermediation, except insurance and pension funding (65) ",-0.2465,-0.2465,-0.020071518,-1,,-0.032863057
1155,2014, DREAM OFFICE REAL ESTATE INVESTMENT TRUST , Canada ," Financial intermediation, except insurance and pension funding (65) ",-0.1035,-0.1035,-0.020071518,-1,,-0.032863057
1156,2014, EDMOND DE ROTHSCHILD SUISSE SA , Switzerland ," Financial intermediation, except insurance and pension funding (65) ",-0.0013,-0.0013,-0.020071518,1,,-0.032863057
1157,2014, EMIRA PROPERTY FUND , South Africa ," Financial intermediation, except insurance and pension funding (65) ",-0.4466,-0.4466,-0.020071518,-1,0.995024876,-0.032863057
1158,2014," EQUINIX, INC. ", United States ," Financial intermediation, except insurance and pension funding (65) ",-0.1312,-0.1312,-0.020071518,-1,,-0.032863057
1159,2014, ERSTE GROUP BANK AG , Austria ," Financial intermediation, except insurance and pension funding (65) ",-0.0027,-0.0027,-0.020071518,1,12.5,-0.032863057
1160,2014, EUROBANK ERGASIAS SA , Greece ," Financial intermediation, except insurance and pension funding (65) ",-0.0059,-0.0059,-0.020071518,1,28.26086957,-0.032863057
1161,2014, EUROCOMMERCIAL PROPERTIES NV , Netherlands ," Financial intermediation, except insurance and pension funding (65) ",-0.0174,-0.0174,-0.020071518,1,-8.90052356,-0.032863057
1162,2014, FIRSTRAND LIMITED , South Africa ," Financial intermediation, except insurance and pension funding (65) ",-0.0102,-0.0102,-0.020071518,1,-8.928571429,-0.032863057
1163,2014, FRASERS CENTREPOINT TRUST , Singapore ," Financial intermediation, except insurance and pension funding (65) ",-0.0356,-0.0356,-0.020071518,-1,,-0.032863057
1164,2014, GOODMAN GROUP , Australia ," Financial intermediation, except insurance and pension funding (65) ",-0.0149,-0.0149,-0.020071518,1,,-0.032863057
1165,2014, GPT GROUP , Australia ," Financial intermediation, except insurance and pension funding (65) ",-0.1145,-0.1145,-0.020071518,-1,11.16504854,-0.032863057
1166,2014, GREAT PORTLAND ESTATES P.L.C. , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0187,-0.0187,-0.020071518,1,-43.84384384,-0.032863057
1167,2014, GROWTHPOINT PROPERTIES LIMITED , South Africa ," Financial intermediation, except insurance and pension funding (65) ",-0.0012,-0.0012,-0.020071518,1,9.090909091,-0.032863057
1168,2014, GRUPO ELEKTRA SA DE CV , Mexico ," Financial intermediation, except insurance and pension funding (65) ",-0.0061,-0.0061,-0.020071518,1,-54.47761194,-0.032863057
1169,2014, GRUPO FINANCIERO BANORTE S.A.B. DE C.V. , Mexico ," Financial intermediation, except insurance and pension funding (65) ",-0.0038,-0.0038,-0.020071518,1,0,-0.032863057
1170,2014, HACHIJUNI BANK LTD , Japan ," Financial intermediation, except insurance and pension funding (65) ",-0.0028,-0.0028,-0.020071518,1,33.33333333,-0.032863057
1171,2014, HAMMERSON PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0275,-0.0275,-0.020071518,-1,35.4679803,-0.032863057
1172,2014, HANA FINANCIAL GROUP , South Korea ," Financial intermediation, except insurance and pension funding (65) ",-0.0007,-0.0007,-0.020071518,1,-12.5,-0.032863057
1173,2014, HANSTEEN HOLDINGS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0083,-0.0083,-0.020071518,1,-3.488372093,-0.032863057
1174,2014, HARGREAVES LANSDOWN PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0009,-0.0009,-0.020071518,1,12.5,-0.032863057
1175,2014," HCP, INC. ", United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0619,-0.0619,-0.020071518,-1,55.91939547,-0.032863057
1176,2014, HDFC BANK LIMITED , India ," Financial intermediation, except insurance and pension funding (65) ",-0.0158,-0.0158,-0.020071518,1,,-0.032863057
1177,2014," HOST HOTELS & RESORTS, INC. ", United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0392,-0.0392,-0.020071518,-1,-2.487562189,-0.032863057
1178,2014, HUNTINGTON BANCSHARES INCORPORATED , United States ," Financial intermediation, except insurance and pension funding (65) ",-0.0088,-0.0088,-0.020071518,1,-7.368421053,-0.032863057
1179,2014, HYPROP INVESTMENTS LIMITED , South Africa ," Financial intermediation, except insurance and pension funding (65) ",-0.0544,-0.0544,-0.020071518,-1,-17.57575758,-0.032863057
1180,2014, IFG GROUP PLC , Ireland ," Financial intermediation, except insurance and pension funding (65) ",-0.0009,-0.0009,-0.020071518,1,,-0.032863057
1181,2014, IG GROUP HOLDINGS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.0018,-0.0018,-0.020071518,1,-25,-0.032863057
1182,2014, INDUSIND BANK LTD , India ," Financial intermediation, except insurance and pension funding (65) ",-0.0068,-0.0068,-0.020071518,1,-2.857142857,-0.032863057
